Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria
1396,identification parade,Noun,"A process by which a witness confirms the identity of a criminal suspect, by viewing the suspect together with other people who were not involved in the crime", law enforcement,"Synonyms: identity parade, lineup, police lineup 1951, Josephine Tey, The Daughter of Time, London: Peter Davies, Chapter 2, p.24,[1] He had once in his early days dropped in with his Superintendent at an identification parade. It was not his case, and they were both there on other business, but they lingered in the background and watched while a man and a woman, separately, walked down the line of twelve nondescript men, looking for the one they hoped to recognise. 1993, Vikram Seth, A Suitable Boy, Boston: Little, Brown, Chapter 17.26, pp.1330-1331,[2] One of the ticket clerks at the Brahmpur Railway Station was going to be asked to try to pick Maan out at an identification parade in the jail. Under these circumstances, he could not let Maans head be shaved.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
1438,identity,Noun,"The difference or character that marks off an individual from the rest of the same kind, selfhood",,(The addition of quotations indicative of this usage is being sought):,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,difference or character,
1462,identity parade,Noun,"A process by which a witness confirms the identity of a criminal suspect, by viewing the suspect together with other people who were not involved in the crime"," Britain, law enforcement","Synonyms: identification parade, lineup, police lineup 1943, Graham Greene, The Ministry of Fear, London: Heinemann, 1950, Book1, Chapter4, p.61,[1] He moved through the circle and sat down on Costs left like a criminal taking his place in an identity parade. 1984, Alan Hunter, The Unhanged Man, New York: Walker, Chapter 6, pp.87-88,[2] I deny it, I utterly deny it, my movements were those Ive given you. Yet you refuse to take part in an identity parade?",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
1496,ideographics,Noun,Anything written in ideographic characters.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,characters,
1598,idiocy,Noun,An act lacking intelligence or sense; an instance of senselessness; extremely foolish behaviour,,"The administrators, growing tired of such idiocy, put a new policy in place.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
1716,idiosyncrasy,Noun,A peculiar individual reaction to a generally innocuous substance or factor., medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
1719,idiosyncratic reaction,Noun,"A reaction to a medication that is unusual and unpredictable, specific to a particular person"," pharmacy, medicine","Unlike allergy, it can occur on first exposure to the medication; unlike a side effect, it affects only very few individuals.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
2106,ignipuncture,Noun,The original procedure of closing a retina break in retinal separation by transfixation of the break with cautery.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,
2136,ignition tube test,Noun,"An analytical technique in which a sample is heated in a sealed tube, volatile metals being removed by sublimation to a cooler part of the tube from where they can be removed and weighed", inorganic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
2307,ikejime,Noun,A method of draining blood from a live fish to keep it fresh,,"2018, Hamada, Shingo; Wilk, Richard Ralph, Seafood: Ocean to the Plate, Routledge, ISBN, OCLC 1111619572, page 176:In Japan, fish and crustaceans are killed by pushing a wire through their spinal cord, a method called ikejime.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
2506,ill-doing,Noun,"A wicked act or behavior, especially a crime.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or behavior,
2660,illegalism,Noun,"Illegal activity, especially seen as systemic or as part of a general philosophy or ideology",,"1989, Brenda Danet, Pulling Strings, p. 116: Sprinzak argued that the rule of law has never been fully institutionalized in Israel and that illegalism is a basic characteristic of political culture. 2011, Thomas Penn, Winter King, Penguin 2012, p. 267: Even where illegalism was the norm, he stood out, his career littered with examples of extortion, bribery and intimidation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activity,
2665,illegalization,Noun,The act or process of illegalizing,,"2008 May 4, Benedict Carey, A Psychedelic Problem Child Comes Full Circle, in New York Times[1]:Once the drug illegalization crowd gets hold of it, thats that, said Alexander Shulgin, a former Dow chemist who discovered the effects of MDMA, or ecstasy, which has also been made a controlled substance.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
2736,illiberality,Noun,An illiberal word or action, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,word or action,
2991,illutation,Noun,"The act or operation of smearing the body with mud, especially with the sediment from mineral springs; a mud bath.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or operation,
3038,image,Noun,"A characteristic of a person, group or company etc., style, manner of dress, how one is, or wishes to be, perceived by others.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,characteristic,
3164,imaging,Noun,"The technique or practice of creating images of otherwise invisible aspects of an object, especially of body parts.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique or practice,
3299,imbecility,Noun,"Something imbecilic; a stupid action, behaviour, etc",,"1895, Degeneration[1], New York: D. Appleton and Company, translation of Entartung by Max Simon Nordau, page 270:The Parnassian theory of art is mere imbecility.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"action , behaviour",
3332,imbibement,Noun,The act or process of imbibing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
3658,iminolactone,Noun,Any lactone that also contains an imino group, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,lactone,
3885,immensity,Noun,The state or characteristic of being immense.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,state or characteristic,
4034,immixture,Noun,"The act, or the result of immixing",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , or",
4046,immobilism,Noun,"political or economic inactivity, often a result of ultraconservative policies",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,inactivity,
4051,immobilization,Noun,The act or process of preventing a thing from moving,,"The broken bones were able to heal, thanks to the immobilization of her leg in a cast.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
4052,immobilization,Noun,"The process in which organic soil matter is decomposed and absorbed by microorganisms, and thus not available to plants.", soil science,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
4100,immorality,Noun,An immoral act or practice, countable,"The Qur'an (Saheeh International Translation), surah 7, verse 28 And when they commit an immorality, they say ""we found our fathers doing it, and God has ordered us to do it""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or practice,
4241,immunoactivation,Noun,The activation of the immune system and subsequent generation of an immune response, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activation,
4262,immunoadsorption,Noun,A method of blood purification used to eliminate pathogenic antibodies, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
4337,immunocharacterization,Noun,immunological characterization, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,characterization,
4357,immunochromatography,Noun,A chromatographic method of immunoassay, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
4437,immunocytoreactivity,Noun,immunocytological reactivity,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reactivity,
4489,immunodiagnostics,Noun,Any of several diagnostic techniques that make use of an immune response, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,techniques,
4490,immunodiffusion,Noun,a technique used to detect the reaction between an antigen and an antibody by observing the behavior of a combination of such species as they diffuse through a gel,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4504,immunodot,Noun,"An analytical technique similar to Western blot 2015 November 14, The Divergent CD8 + T Cell Adjuvant Properties of LT-IIb and LT-IIc, Two Type II Heat-Labile Enterotoxins, Are Conferred by Their Ganglioside-Binding B Subunits, in PLOS ONE[1], DOI:10.1371/journal.pone.0142942:To ensure that the chimeric HLT adjuvants preserved their parental ganglioside binding profiles, modified immunodot blots using commercially prepared gangliosides were performed (Fig 2A ).",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4526,immunoelectrophoresis,Noun,"A technique, using a combination of protein electrophoresis and an antigen-antibody interaction to separate mixtures of proteins and identify them.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4568,immunoextraction,Noun,immunological extraction of material from a mixture, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,extraction,
4569,immunofactor,Noun,Any immunological factor, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,factor,
4576,immunofluorescence,Noun,a technique that uses a fluorochrome to indicate a specific antigen-antibody reaction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4642,immunohistochemistry,Noun,The analytical process of finding proteins in cells of a tissue microtome section exploiting the principle of antibodies binding specifically to antigens in biological tissues.," biology, chemistry",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
4669,immunoimaging,Noun,Any of several techniques used to form images of the components of the immune system,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,techniques,
4703,immunolabeling,Noun,A method of identifying antigens by using antibodies containing a fluorescent tag, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
4744,immunoluminescence,Noun,A technique in which antibodies are detected via a luminescent reaction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4749,immunomagnetic separation,Noun,"A laboratory technique for separating cells by means of their antigens becoming bound to antibodies coating microscopic paramagnetic beads, which can then be separated from the medium by magnetic attraction.", biochemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,laboratory technique,
4869,immunophenotype,Noun,The immunological and genetic characteristics of an organism, genetics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,characteristics,
4875,immunophenotyping,Noun,A technique that uses antibodies to study the expression of proteins by cells, biochemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4885,immunoplaque,Noun,A technique that uses filter paper to assay the presence of antibodies,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4889,immunopoiesis,Noun,The activation of the immune system, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activation,
4915,immunoprecipitation,Noun,"A technique in which an antigen is precipitated from solution by using an antibody, or a particular use of this technique", immunology,We carried out sequential immunoprecipitations of cell lysates.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
4932,immunoprocessing,Noun,immunological processing,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,processing,
4982,immunoreaction,Noun,immune reaction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
5024,immunoscintigraphy,Noun,An imaging procedure involving administration of radioactively-labelled monoclonal antibodies, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,
5025,immunoscope,Noun,"An analysis technique in which a population is divided into a ""spectrum"" of some variable", immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis technique,
5092,immunostaining,Noun,Any of several staining techniques that are used to detect specific proteins.," uncountable, immunology",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,techniques,
5149,immunosurgery,Noun,A method of removing an external cell layer of an object by exposing it to a solution containing antibodies.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
5152,immunosurveillance,Noun,The continuous monitoring process of the immune system whereby abnormal cells are recognized and destroyed, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,monitoring process,
5211,immunotyping,Noun,Any of several techniques used to identify immunotypes,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,techniques,
5304,impact resistance,Noun,The characteristic of resistance to fracture under the sudden application of force.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,characteristic,
5364,impairment,Noun,an inefficient part or factor.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,part or factor,
5427,impanelment,Noun,"The act or process of impaneling, or the state of being impaneled.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
5641,impedance plethysmography,Noun,A technique in which the volume of segments of the body can be continuously measured via electrical impedance; used to study the cardiovascular system and other physiological functions., medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
5749,imperative,Noun,"An essential action, a must: something which is imperative", countable,"Visiting Berlin is an imperative. 2014 March 1, Rupert Christiansen, English translations rarely sing, in The Daily Telegraph (Review), page R19:Anything grandiose or historically based tends to sound flat and banal when it reaches English, partly because translators get stuck between contradictory imperatives: juggling fidelity to the original sense with what is vocally viable, they tend to resort to a genteel fustian which lacks either poetic resonance or demotic realism, adding to a sense of artificiality rather than enhancing credibility.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action,
5995,impersonator,Noun,Entertainer whose act is based upon performing impressions of others.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
6006,impertinence,Noun,The fact or character of being out of place; inappropriateness., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fact or character,
6074,impetus,Noun,An activity in response to a stimulus.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activity,
6090,impiety,Noun,An impious act., countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
6099,imping,Noun,The act or process of grafting or mending.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6166,implantment,Noun,The act or process of implanting something; implantation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6328,implosion,Noun,The act or action of bringing to or as if to a center.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or action,
6375,impolicy,Noun,The state or act of being impolitic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,state or act,
6392,imponderability,Noun,The state or characteristic of being imponderable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,state or characteristic,
6397,imponderableness,Noun,The state or characteristic of being imponderable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,state or characteristic,
6440,importation,Noun,The act or an instance of importing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,
6441,importation,Noun,"The act or an instance of carrying or conveying, especially into some system, place, area or country.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,
6519,imposition,Noun,"An excessive, arbitrary, or unlawful exaction; hence, a trick or deception put or laid on others.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,exaction,
6521,imposition,Noun,A practice of laying hands on a person in a religious ceremony; used e.g, religion,in confirmation and ordination.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,practice,
6571,impostorship,Noun,The condition or practices of an impostor,,(Can we find and add a quotation of Milton to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,condition or practices,
6582,imposture,Noun,"The act or conduct of an impostor; deception practiced under a false or assumed character; fraud or imposition 1820, Charles Maturin, Melmoth the Wanderer, volume 1, page 292-293: There is something very horrible in the laugh of a dying man: Hovering on the verge of both worlds, he seems to give the lie to both, and proclaim the enjoyments of one, and the hopes of another, alike an imposture",,Synonym: cheating,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or conduct,
6712,impregnation,Noun,"The fact or process of imbuing or saturating with something; diffusion of some element, idea etc",,through a medium or substance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fact or process,
6922,improper fraction,Noun,"A vulgar fraction of which the numerator has a greater magnitude than the denominator, such as 3/2.", arithmetic,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fraction,
6954,impropriety,Noun,An improper act., countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
7020,improvisation,Noun,"The act or art of composing and making music, poetry, and the like, extemporaneously He played a quick improvisation on the keyboard.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or art,
7022,improvisation,Noun,"Musical technique, characteristic of blues music.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"technique , characteristic",
