Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,10,11,12,13,14,15,16,17
4159,immovableness,Noun,The quality of being immovable,,"1876, Emile Erckmann and Alexandre Chatrian, The Man-Wolf and Other Tales[1]:That resemblance to an immense wave taking the precipice at one bound, bearing trees on its breast, fringed with the bushes, and winding out the long ivy sprays, which exhibit in their delicate tracery the form of the rigid glassy billow; that mere semblance of movement amidst the stillness and immovableness of death, and the presence of those two speechless creatures pursuing their ghastly work with automatic precision, added to the terror with which I already trembled. 1893, Alexandre Dumas, The Vicomte de Bragelonne[2]:A gentle, easy movement, as regular as that by which a vessel plunges beneath the waves, had succeeded to the immovableness of the bed.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,immunizability,Noun,The quality of being immunizable,,"the immunizability of infants, or of a population",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,immunoactivity,Noun,The quality or degree of being immunoactive,,"2015 July 2, Ho-Chul Kim et al., Combined effect of bisphosphonate and recombinant human bone morphogenetic protein 2 on bone healing of rat calvarial defects, in Maxillofacial Plastic and Reconstructive Surgery[1], volume 37, DOI:10.1186/s40902-015-0015-3:Magnification X 100 Immunohistochemistry analysis of collagen type I, OPG and RANKL (; no immunoreactivity, +; weak immunoactivity, ++; moderate immunoactivity, +++; strong immunoactivity, Abbreviations: OPG osteoprotegerin, RANKL receptor activator nuclear factor B ligand) In the analysis of OPG expression, it shows moderate expression at 2, 4 weeks, and decrease at 8 weeks.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,immunocompatibility,Noun,The quality of being immunocompatible,,"2015 July 25, Serum Uric Acid and Renal Transplantation Outcomes: At Least 3-Year Post-transplant Retrospective Multivariate Analysis, in PLOS ONE[1], DOI:10.1371/journal.pone.0133834:Before surgery, Patients had undergone an extensive medical evaluation for patients general status, comorbidity and corresponding immunocompatibility tests.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,immunopositivity,Noun,The quality of being immunopositive,,"2015 July 6, Susceptibility of Marmosets ( Callithrix jacchus ) to Monkeypox Virus: A Low Dose Prospective Model for Monkeypox and Smallpox Disease, in PLOS ONE[1], DOI:10.1371/journal.pone.0131742:Other antigen positive tissues common to both the hemorrhagic variola macaque model and the MPXV marmoset models include epithelial, testicular, adrenocortical, and hepatic, as well as endothelial cell immunopositivity.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,impactfulness,Noun,The quality of being impactful.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,impactlessness,Noun,Absence of impact.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,impalpability,Noun,The quality of being impalpable; intangibility,,Physical imperceptibility; incapability of being sensed by the tactual faculties. Ungraspability by or inapprehensibility to the mind.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,impartiality,Noun,The quality of being impartial; fairness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,impartialness,Noun,The quality of being impartial,,(Can we find and add a quotation of Sir W. Temple to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,impartibility,Noun,The quality of being incapable of division into parts; indivisibility,,(Can we find and add a quotation of Holland to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,impassableness,Noun,The quality of being impassable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,impassionedness,Noun,The quality of being impassioned.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,impatience,Noun,"The quality of being impatient; lacking patience; restlessness and intolerance of delays; anxiety and eagerness, especially to begin something.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,impatientness,Noun,Quality of being impatient.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,impeccability,Noun,The property of being impeccable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,impeccableness,Noun,Quality of being impeccable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,impeccancy,Noun,The quality of being sinless,,(Can we find and add a quotation of Bishop Hall to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,impecuniousness,Noun,The property of being impecunious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,impellingness,Noun,Quality of being impelling.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,impenetrability,Noun,The characteristic of being impenetrable; invulnerability,,"1651, uncredited translator, Naturall Philosophie Reformed by Divine Light, or, A Synopsis of Physicks by J. A. Comenius, London: Thomas Pierrepont, Chapter 4, Of the tangible quality,[1] Humidity (or humour) is the liquidnesse of the parts of the body, and aptnesse to be penetrated by one another; siccity on the contrary is a consistency, and an impenetrability of the parts of the body. 1904, Joseph Conrad, Nostromo, Part 2, Chapter Five,[2] What does Don Carlos Gould think of that? But, of course, with his English impenetrability, nobody can tell what he thinks. 1924, Ford Madox Ford, Some Do Not ..., Part I, Chapter 7, in Parades End, New York: Knopf, 1950, p. 137,[3] He watched intently the place where she must appear; it would give him pointers about the impenetrability of mist to the eye. 2007, J. K. Rowling, Harry Potter and the Deathly Hallows, New York: Scholastic, Chapter 13, p. 247, As he passed gleaming wooden door after gleaming wooden door, each bearing a small plaque with the owners name and occupation upon it, the might of the Ministry, its complexity, its impenetrability, seemed to force itself upon him so that the plan he had been carefully concocting with Ron and Hermione over the past four weeks seemed laughably childish.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,impenetrableness,Noun,The quality of being impenetrable,,"1783, William Godwin, Four Early Pamphlets[1]:I need not add, that to a mind of elegance and sensibility, the emblematical allusion which this dress would carry to the secrecy and impenetrableness of the person that wears it, must be the source of a delightful and exquisite sensation. 1919, Zane Grey, The Desert of Wheat[2]:The stars, the night, the dark blue of heaven hid the secret in their impenetrableness.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,impenitence,Noun,"the property of being impenitent, of lacking penitence, of not being regretful of wrongs done Antonym: penitence",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,imperceivableness,Noun,The quality of being imperceivable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,imperceptibleness,Noun,The quality of being imperceptible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,imperception,Noun,Lack of perception; failure to perceive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,imperceptiveness,Noun,The quality of being imperceptive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,impercipience,Noun,The quality of being impercipient,,"1985, Eve Kosofsky Sedgwick, Between Men, New York (page 181) There are passages between the two men that sound like outtakes from Shakespeare's Sonnets: in which young Drood's pink confident charm, his callow impercipience and selfishness, his innocent all-of-a-piece-ness, seem to stimulate his saturnine uncle []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
