Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,dated
24419,inwander,Verb,To wander in," intransitive, nonstandard, nonce word","1900, Pamphlets on Biology: Kofoid collection: Around edge note nuclei seem intent on leaving second row to inwander; [] 1971, Giuseppe Reverberi, Experimental embryology of marine and fresh-water invertebrates: The cells of the equatorial region, which normally inwander last, and which should in fact lie in the entoderm of the subsequent budding tip of the hydrocaulus, [] 1990, Seminars in developmental biology: It has a basal actin cortex (arrows). The mesenchymal cell is inwandering and has no free surface.",False,False,False,False
26419,isoamilic,Adjective,isoamyl (attributive), nonstandard,,False,False,False,False
930,dalek,Noun,Alternative letter-case form of Dalek, nonstandard,,False,False,False,False
1290,damp squid,Noun,malapropism of damp squib, nonstandard,,False,False,False,False
3948,deaccelerate,Verb,"Synonym of decelerate 2017, Shengqiang Yang, Surface Finishing Theory and New Technology, page 84:This impact deaccelerates the abrasive blocks and then immediately accelerates abrasive blocks in a rebound direction as the vibration reverses.", nonstandard,,False,False,False,False
4890,dealed,Verb,simple past tense and past participle of deal, nonstandard,,False,False,False,False
5353,deathbox,Noun,"coffin 2002, William T"," nonstandard, kenning","Vollmann, Argall: The True Story of Pocahontas and Captain John Smith:Once he was asleep again, they brought him back again, bound him, sealed him in his deathbox, muffled the World from him with a black, black pall. 2003, Philip Kaplan, Chariots of Fire:I always remember hearing infantry men say to us again and again: 'I wouldn't like to go in your deathboxes,' and we always answered: 'And we don't like to walk.' 2011, Amaleka McCall, Hard Candy:Razor's mother hollered and spread her body atop her son's shiny death box. Why, Lord? Why my chile?! the woman screamed. 2011, Ian Watson, The Book of the Stars: Black Current:The local militia, led by their 'jack captain, paid their respects by carrying the death-box and by escorting it.",False,False,False,False
5623,debation,Noun,debating, nonstandard,,False,False,False,False
10745,degradate,Verb,"To cause, or to undergo degradation", nonstandard,,False,False,False,False
11718,delayal,Noun,Delay., nonstandard,,False,False,False,False
12057,delightly,Adverb,"delightedly; with delight 2000, Robert Arnold, Noel:Oh, the reporter", nonstandard,"Welcome to Wise, she said delightly, betraying any hint of a problem with business in town. [...] 2010, Kate Braestrup, Marriage and Other Acts of Charity:Miss Agnew, obviously having received further inspiration, went on delightly: Since you're a woman of the cloth! 2015, David Alfie Languedoc, Incorrigible:After Xmas they will have a new baby and instead of guessing whether it's going to be a girls or boy they feel my tummy and grin delightly saying, I bet it comes out with a tan like ours. 2016, Thomas W. Hanshew, Mary E. Hanshew, Detective Hamilton Cleek Mysteries: [...] he said delightly. ""I had to make a sprint for it, though, and I shall be glad of a rest. [...]""",False,False,False,False
12949,demential,Adjective,Having or relating to dementia., possibly nonstandard,,False,False,False,False
14050,denaturated,Adjective,denatured; denaturized., nonstandard,,False,False,False,False
15005,deodourant,Adjective,Rare spelling of deodorant., nonstandard,,False,False,False,False
15006,deodourant,Noun,Rare spelling of deodorant., nonstandard,,False,False,False,False
18362,desirement,Noun,"Something that is desired, but not absolutely required.", nonstandard,,False,False,False,False
19174,destinate,Verb,"To set a destination for (something), to send (something) to a particular destination", possibly nonstandard,"1997 September 11, ""Tom Watson"", Hoe does FX work?, in comp.dcom.telecom.tech, Usenet: Now days, it can probably be done with a programming setup in the originating/destinating switches, and not involve a full time channel.",False,False,False,False
19175,destinate,Verb,"To be scheduled to arrive at, as a destination", possibly nonstandard,"2009, Statistical Abstract of the United States Prices for a mail piece weighing up to a half-pound range from $12.60 if it destinates in zones 1 and 2 to $19.50 if it destinates in zone 8.",False,False,False,False
19180,destinating,Adjective,"arriving at its destination; incoming 1992, Michael A"," US, nonstandard","Crew, Paul R. Kleindorfer, The economics of postal service (page 10) Some of this mail consists of destinating mail from other offices, while some of it originated locally. 2007, Gerrit Bleumer, Electronic postage systems: technology, security, economics, page 34:All containers of mail whose respective destination postal code is less than 200 miles (US Postal Services) away from the originating mail processing center is transported directly to the destinating mail processing center.",False,False,False,False
19654,detailly,Adverb,In detail.," proscribed, nonstandard",,False,False,False,False
19847,determinated,Adjective,determined, nonstandard,,False,False,False,False
19848,determinated,Adjective,determinate, nonstandard,,False,False,False,False
19988,dethaw,Verb,To thaw; unthaw; unfreeze, nonstandard,"2001, Jane Vandenburgh, Physics of Sunset, page 27:""That's like your saying dethawed when you mean defrosted."" He made only the slightest little grunt.",False,False,False,False
21350,dewd,Noun,Alternative spelling of dude, nonstandard,,False,False,False,False
22061,diagnosis,Verb,"Synonym of diagnose 2013, Donald A", nonstandard,"Norman, The Design of Everyday Things Experienced mechanics can diagnosis the condition of machinery just by listening.",False,False,False,False
25803,digited,Adjective,Having a specified number or kind of digits., nonstandard,,False,False,False,False
26675,dilogy,Noun,A series of two related works," countable, nonstandard","1885, The Journal of Hellenic studies: Volume 6, page 167 why tragedy took the form of a trilogy not a dilogy, tetralogy, or single drama 1983, Studies in Aeschylus, Reginald Pepys Winnington-Ingram, page 189 another school of thought, for which Purphoros is a mirage, a mere doublet of Purkaeus, and there were never more than two linked Prometheus plays -- as it were a dilogy 2012, A New Companion to the Gothic, David Punter, Page 71 Most notable of these are his dilogy The Salamander (1841) and The Cosmorama (1839)",False,False,False,False
29362,dirtsome,Adverb,"very; extremely; awfully 2016, Ruth Fnnegan, Poems from the Black Inked Pearl 2:Dear nutmeg grown for me and mine midst tree and mace and tropic's space [e]quatorial shine., with brown and black in spice-isles sown you're dirtsome cheap sold in hea[p]s, then heapen pile, but dear to me."," nonstandard, regional",,False,False,False,False
29555,disactivate,Verb,Synonym of deactivate, nonstandard,,False,False,False,False
29601,disaffectation,Noun,Alternative form of disaffection, perhaps nonstandard,,False,False,False,False
29828,disapprovement,Noun,disapproval, nonstandard,,False,False,False,False
30501,disclude,Verb,"To disclose, make known.", nonstandard,,False,False,False,False
30502,disclude,Verb,"To exclude, not include; to remove from inclusion", nonstandard,Please disclude me from further discussions on this topic.,False,False,False,False
30869,discontinually,Adverb,"Synonym of discontinuously 2013, Georg Northoff, Unlocking the Brain: Volume 2: Consciousness The same holds for space that is also homogenically and continually rather than heterogenically and discontinually organized and structured.", nonstandard,,False,False,False,False
32577,disinfectation,Noun,"disinfection 2007, Wallace Peters, Geoffrey Pasvol, Atlas of tropical medicine and parasitology (page 22) The use of DDT for disinfectation of louse-infested communities is a primary control measure in epidemic situations.", nonstandard,,False,False,False,False
32852,disk,Noun,"A disc - either a CD-ROM, an audio CD, a DVD or similar removable storage medium"," computing, nonstandard",She burned some disks yesterday to back up her computer.,False,False,False,False
33437,disparented,Adjective,"Having no parents; parentless, orphaned", nonstandard,"1853, Society for the Reformation of Juvenile Delinquents in the City of New-York, Anunual Report, volume 28:Here is a home for these disparented children, in many cases a more comfortable and a happier one than they have ever known before, where they are properly clothed, fed, and accommodated, receive instruction in the ordinary branches of common school education, are trained to habits of industry by regular daily employment, and have instilled into their minds those principles of moral and religious truth, which will fit them for a life of virtue, happiness, and usefulness.",False,False,False,False
33924,dispose of,Verb,"To have available, or at one's disposal"," transitive, nonstandard, Euro-English",The Commission may not be able to assess the reliability of the data provided by Member States and may not dispose of independent information sources.,False,False,False,False
34294,disregardless,Adverb,Regardless, nonstandard,"1870, William Kyle, An exposition of the symbolic terms of the second part of ..., page 17:Whatever a man really is, he is so esteemed and named by Goethe in Faust, quite disregardless of any conventional titles or obloquys he bears. 1996, KU Schulz, Combining Unification and Disunification Algorithms: Tractable and Intractable Instances:Typically, this reduction is based on a polynomial number of non-deterministic steps. Hence the combination algorithm introduces its own NP-complexity, disregardless of the complexity of the algorithms that are available for the components. 1998 March 17, rojas.ro...@swipnet.se, Takes a thief, in alt.native, Usenet[1], message-ID 1: I wouldn't call the term ""wasichu"" racist at all, for example. It doesn't refer to race, but to a behaviour that could be observed disregardless of race.",False,False,False,False
35178,distillated,Adjective,distilled, nonstandard,,False,False,False,False
36399,diversificated,Adjective,diversified, nonstandard,,False,False,False,False
37015,dizzified,Adjective,"Having been rendered dizzy, confused or flummoxed.", nonstandard,,False,False,False,False
37016,dizzify,Verb,To make dizzy; to render someone confused and flummoxed., nonstandard,,False,False,False,False
37637,doctrination,Noun,indoctrination, nonstandard,,False,False,False,False
37993,doed,Verb,"simple past tense and past participle of do 1943, Who Killed Who? Detective: ""Now we'll se whodunnit!"" {pulls screen aside, revealing a live action shot of a meek man.} Man: ""I doed it!""", nonstandard,,False,False,False,False
38047,doesna,Verb,doesn't, nonstandard,,False,False,False,False
39599,don't,Verb,"does not 1868, Louisa May Alcott, chapter 2, in Little Women:My mother knows old Mr", nonstandard,"Laurence, but says hes very proud and dont like to mix with his neighbors. 1971, Carol King, So Far Away, Tapestry, Ode Records: I sure hope the road dont come to own me. 2000, Eminem (music), Stan, in The Marshall Mathers LP:My girlfriend's jealous 'cause I talk about you twenty-four seven / But she don't know you like I know you, Slim, no one does / She don't know what it was like for people like us growing up / You gotta call me man, I'll be the biggest fan you'll ever lose 2012, Justin Bieber (music), She Don't Like the Lights, in Believe:She don't like the flash, wanna keep us in the dark / She don't like the fame, baby when we're miles apart 2013, Tim McGraw (music), Highway Don't Care, in Two Lanes of Freedom:The highway don't care",False,False,False,False
39677,done,Verb,simple past tense of do; did," nonstandard, dialectal","She opened it up to find a quarter and a note scrawled in childish letters that said, ""I done it for love."" Be Still... and Know That I Am God: Devotions for Every Day of the Year",False,False,False,False
41343,double-entendres,Noun,Alternative spelling of double entendres, nonstandard,,False,False,False,False
42408,dove,Verb,past participle of dive, nonstandard,,False,False,False,False
42919,download,Verb,to upload; to copy a file from a local computer to a remote computer via a network.," transitive, nonstandard",,False,False,False,False
42920,download,Verb,to transfer a file to or from removable media," transitive, nonstandard",I needed to download photos to a CD-ROM,False,False,False,False
42921,download,Verb,to install software.," transitive, nonstandard",,False,False,False,False
45637,drinked,Verb,"simple past tense and past participle of drink 1860, The New York Times, ""How the Republicans took the Nomination of Lincoln The Opposition Victory in Oregon"": Then these stalwart martyrs dashed their new hats on the pavement, they ""danged their buttons"" that they had ever been such fools as to admit LINCOLN to be any better than a moderate stump-orator, who had got whipped out by DOUGLAS; they drinked, took something, accepted a treat, snook hands, consented to be treated again -- and by this time the extras were out with LINCOLN once more the man, and the ""Straight-outs"" slinked off once more for a private drop of refreshments", nonstandard,"1999, San Francisco Chronicle, ""There's no bucking veteran deer hunter"": Nielsen credits his long, healthy life to the great love and bonds in his family and his passions for his career and outdoor adventure. ""'Course, I never smoked or drinked.""",False,False,False,False
45638,drinken,Verb,past participle of drink Has he eaten or drinken anything today?, nonstandard,,False,False,False,False
45914,drived,Verb,simple past tense and past participle of drive, nonstandard,,False,False,False,False
46591,dropable,Adjective,Alternative spelling of droppable.," chiefly American spelling, nonstandard",,False,False,False,False
46894,drownd,Verb,To drown," nonstandard, dialectal","John Nichols By which the little brookes forsooke their boundes,And water all the passages so drownds [] 1876, Mark Twain (Samuel Clemens), The Adventures of Tom Sawyer[1]:""I know now!"" exclaimed Tom; ""somebody's drownded!"" 1922, M. Leonora Eyles, Captivity[2]:""Next time yous come along we'll have had a drop o' rain, an' then you can drownd yourselfs if you want to,"" said the stationmaster.",False,False,False,False
47679,drying machine,Noun,A clothes dryer., nonstandard,,False,False,False,False
48753,dullen,Verb,To make dull or duller; to dull.," transitive, nonstandard",,False,False,False,False
48754,dullen,Verb,To become dull or duller; to dull.," intransitive, nonstandard",,False,False,False,False
49661,duology,Noun,"A series comprising two parts, particularly in genre fiction.", nonstandard,,False,False,False,False
51122,dysfunction,Verb,To fail to function correctly; to malfunction.," nonstandard, intransitive, chiefly biology",,False,False,False,False
671,quadrilogy,Noun,A tetralogy., nonstandard,,False,False,False,False
997,zeroary,Adjective,Nullary.," computing, mathematics, nonstandard",,False,False,False,False
1024,zeroize,Verb,"To set, reset or initialize something (especially a variable or parameter) to zero.", nonstandard,,False,False,False,False
3060,zun,Noun,"sun 1850, James Orchard Halliwell, A Dictionary of Archaic and Provincial Words, Obsolete Phrases, Proverbs, and Ancient Customs, from the Fourteenth Century Zome woys avore the zun is down, So longs the sky is clear; 1869, James Jennings, The Dialect of the West of England, particularly Somersetshire GOOD bwye ta thee Cot! whaur tha ds o my childhood Glawd bright as tha zun in a mornin o m;"," nonstandard, Britain, dialectal",,False,False,False,False
1326,obsoleter,Adjective,comparative form of obsolete: more obsolete, nonstandard,,False,False,False,False
3783,off one's own back,Adverb,Alternative form of off one's own bat," nonstandard, chiefly erroneous",,False,False,False,False
4111,officewall,Noun,"Alternative spelling of office wall (Can we date this quote?), Gilbert Parker, The Money Master, page 123: The way had suddenly opened up to him when Jean Jacques had brought home in hard cash, and had locked away in the iron-doored cupboard in the officewall, his last, his cherished, eight thousand dollars", nonstandard,"1998 July 16, ""Rumpelstilz"" (username), best post I ever read here:, in soc.culture.thai, Usenet: I'm on for 4 hours now - the big clock on the officewall shows 2:38 2001 May 30, someone, quoted by ""Rach"" (username), Big anniversary, in alt.sports.soccer.manchester.united, Usenet: The Juve scarf hanging on my officewall reminds me every day, actually.",False,False,False,False
4437,oftenly,Adverb,often, nonstandard,,False,False,False,False
5006,old-man,Noun,Alternative spelling of oldman, nonstandard,,False,False,False,False
7669,oneth,Adjective,"'first', or other ordinal derivatives of 'one', such as hundred-and-oneth or minus-oneth Soon after the first law of thermodynamics was postulated in the mid nineteenth century, it was realized how the law presupposed a more elementary law, which we now call the zeroth law ..", nonstandard,"But scientists soon realized how even the zeroth law was too advanced, since it presupposed a yet more elementary law, which explains why the minus-oneth law had to be formulated. Paul M. S. Monk, 2008. ""Laws and the minus-oneth law of thermodynamics"", in Physical chemistry: understanding our chemical world, p. 8. (see table 9.1 with row numbers four, ten, and sixteen terminating respectively at the eleventh, twenty-ninth and forty-oneth place) A. R. Rajwade, 2001. Convex polyhedra with regularity conditions and Hilbert's third problem, p. 72.",False,False,False,False
7670,oneth,Adjective,"Used at the end of algebraic expressions indicating ordinal position that end in 1, such as (k+1)th 1945, Feed Farm Supplies - Volume 31, page 240:About once a year, and generally after the six o'clock news (query for B.B.C", nonstandard,"experts is the six o'clock public more gullible?) a Very Big Noise has reported that, after the n nth or n plus oneth year of the war, the health of the nation is yet again better than ever. 1945, Eric Temple Bell, Numerology: The Magic of Numbers, page 99:The attempts, to a mathematician at any rate, are less comprehensible than the n plus oneth dimension, where n is any integer you please. 2008, Steven D. Hales, What Philosophy Can Tell You about Your Dog, ISBN, page 187:If the billionth dog in the line is a Saint Bernard, then the last (billion-plus-oneth) dog in the line is a Saint Bernard.",False,False,False,False
7677,onety-oneth,Noun,"eleventh 1895, Harry Rollicker, Phil Fogarty: A Tale of the Fighting Onety-oneth, in William Makepeace Thackeray, editor, Novels by eminent hands, page 100:military affairs with Major Bangles of the Onety-oneth Hussars", nonstandard,,False,False,False,False
7718,onhand,Adjective,Alternative form of on hand, nonstandard,,False,False,False,False
8857,open mike,Noun,Alternative spelling of open mic, nonstandard,,False,False,False,False
9900,opportunity,Noun,opportuneness The Court questioned the opportunity of introducing these measures in such an uncertain economic climate.," nonstandard, Euro-English",,False,False,False,False
12025,orgasmatic,Adjective,"Synonym of orgasmic 1951, Gay Ghastly Holiday:The voice reached its orgasmatic climax", nonstandard,"1960, John Updike, Rabbit, Run:The male of this twosome later confided to me, with ill-concealed pride, that he had enjoyed the orgasmatic climax eleven times in the all-too-short period of thirty-six hours.",False,False,False,False
14802,otherly,Adverb,Otherwise; differently., nonstandard,,False,False,False,False
18115,outsurpass,Verb,To surpass or exceed.," transitive, nonstandard",,False,False,False,False
23151,oversight,Verb,To oversee; to supervise.," transitive, nonstandard",,False,False,False,False
23853,overthunk,Verb,past participle of overthink, nonstandard,,False,False,False,False
24997,oxens,Noun,"plural of ox 1890, Willia Eleazer Barton, Life in the Hills of Kentucky, page 96:But I had ter drive my steers more'n I wanted to on the way I kep' a yoke o' oxens, an' tuck 'em 'long"," nonstandard, dialectal","I dunno how I'd a got back ef I hadn't a had them. I had ter drive the oxens mostly, an' I rode one mule an' led tother 'un, an' my oldest boy druv the waggin. 1899, The Canadian Magazine, volume 12, page 324:I sign ded paper an' tak' t'ree honder dollar now, an' I'm not mak' some claim bimeby again on de Gouvernement for ma oxens.",False,False,False,False
25010,oxes,Noun,plural of ox, nonstandard,,False,False,False,False
25162,oximetre,Noun,Alternative form of oximeter," nonstandard, uncommon",,False,False,False,False
1757,walri,Noun,Misconstructed plural form of walrus.," nonstandard, proscribed, uncommon",,False,False,False,False
2992,warmthness,Noun,Warmth., nonstandard,,False,False,False,False
3006,warn't,Verb,Pronunciation spelling of wasn't, nonstandard,"1885, Mark Twain, chapter 19, in The Adventures of Huckleberry Finn:We tried to comfort him, but he said it warn't much use, he couldn't be much comforted. 1860, Charles John Huffam Dickens, chapter 4, in Great Expectations:Perhaps if I warn't a blacksmith's wife, and (what's the same thing) a slave with her apron never off I should have been to hear the Carols.",False,False,False,False
4946,waterful,Adjective,Full of water., nonstandard,,False,False,False,False
5739,wayback,Adverb,"Alternative form of way back 1998 Winter, Ted Joans, I, Too, at the Beginning, in Discourse, volume 20, number 1, page 94:I wailed wailed In coffee shops wayback when Especially on lucrative weekends 2011, I.B"," poetic, nonstandard","Wingfield, Sunday in the Body of the Garden of Tyme, ISBN, page 277:Wayback, prime suspects in the knife-back night Shimmied the tower out on butch-house pike. 2013, Kennard Gregg, Black Rose, ISBN, page 28:I'ld[sic] be living in a great big palace And drinking my wine from an emerald studed[sic] chalice I'ld wear a crown made of silver and gold like it was wayback in time of old",False,False,False,False
5790,waylayed,Verb,simple past tense and past participle of waylay, nonstandard,,False,False,False,False
5883,wazungus,Noun,plural of mzungu, nonstandard,,False,False,False,False
8113,wellknown,Adjective,"Alternative form of well-known 2009 March 1, Mike Peed, The Persistence of Guilt, in New York Times[1]:Elie Wiesel has become so wellknown a crusader against hatred, violence and persecution that one can forget he has also been, from the beginning, a writer.", nonstandard,,False,False,False,False
8278,went,Verb,past participle of go, nonstandard,,False,False,False,False
8917,wetten,Verb,"To make wet; to wet 1951, Truman Capote, The Grass Harp, Vintage Books (2012), ISBN, page 73: Her eyelids drooped as though the lashes weighed intolerably; with the tip of her tongue she wettened her very red lips."," nonstandard, transitive",,False,False,False,False
9353,whatevers,Noun,"plural of whatever 1993 August 28, Russell Baker, Observer; Man Here Can't Jubilate, in New York Times[1]:Maybe it's neither fiber, optics nor wires that are incubating the revolution in communications", nonstandard,"Maybe it's the cellular whatevers that go into those phones you see people ostensibly talking into while driving automobiles. 2008 June 8, Virginia Heffernan, Rank and File, in New York Times[2]:In 1999, when lists featuring the best and worst whatevers of the last hundred or thousand years were appearing all over, A. S. Byatt wrote on the Times Web site that she loved lists. 2009 April 19, Malene Arpe, Off the rack: Entertainment, in Toronto Star[3]:What he can be, however, is drunk and high and ass-grabby with Russian singers/models/whatevers.",False,False,False,False
