Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
26161,isagogics,Noun,"That part of theological science directly preliminary to actual exegesis, or interpretation of Scripture.", theology,,False,False,False,False
1181,damn,Verb,To condemn to hell," theology, transitive, intransitive","The official position is that anyone who does this will be damned for all eternity. Only God can damn. I damn you eternally, fiend!",False,False,False,False
11255,deicide,Noun,The crucifixion of Jesus viewed as a crime.," Christianity, theology",,False,False,False,False
16141,depravity,Noun,"Inborn corruption, entailing the belief that every facet of human nature has been polluted, defiled, and contaminated by sin"," uncountable, Christian theology","1850, Nathaniel Hawthorne, chapter 8, in The Scarlet Letter:Here is a child of three years old, and she cannot tell who made her! Without question, she is equally in the dark as to her soul, its present depravity, and future destiny!",False,False,False,False
20461,deuterogamist,Noun,A practicer or supporter of deuterogamy," theology, law","(theology, law) One who remarries after the divorce or death of their spouse. (theology, law) One who believes in the moral right to, and the lawfulness of, remarriage after divorce or spousal death.",False,False,False,False
20826,devil,Noun,An evil creature., theology,,False,False,False,False
20827,devil,Noun,The chief devil; Satan.," theology, singular only;; the devil or the Devil",,False,False,False,False
23155,diatessaron,Noun,A continuous narrative arranged from the first four books of the New Testament., theology,,False,False,False,False
31225,discrimen,Noun,A pattern or organizing principle that forms the basis of moral judgements, theology,"1995, James B. Tubbs Jr, Christian Theology and Medical Ethics: Four Contemporary Approaches, ISBN:Some years ago James Gustafson advanced the thesis that any comprehensive and systematic account of theological ethics must have a central ""discrimen"" - an organizing perspective, principle, metaphor or analogy around which it is structured. That discrimen must relate in a coherent fashion four ""base points"": an understanding of God and God's purposes in relation to humans and the rest of creation; an interpretation of the significance of ""the world"" and human life in it; an interpretation of human moral agency and actionsl and an interpretation of how we ought to make moral choices and judgements. 2000, Cleophus James LaRue, The Heart of Black Preaching, ISBN, page 18:The discrimen, or pattern, that each theologian eventually chooses is his or her own distinctive construal of the discrimen that guides his or her critical theological judgements. 2003, William Thomas Dickens, Hans Urs Von Balthasar's Theological Aesthetics, ISBN:And if we were to link this discrimen to Balthasar's synoptic judgment about what Christianity is all about, then it would be associated with humanity's participation in God as that is realized in God's incarnation in the person Jesus Christ. I do not wish to imply that these two discrimens are the only two with which Balthasar operated. 2012, Michael Bywater, Big Babies: Or: Why Can't We Just Grow Up?, ISBN:But if discrimen is a cardinal virtue of adulthood, the tenets of infantilism work against it. Discrimen requires right judgement; but the idea of something, even judgment, being 'right', is in profound conflict with individualism (which says I can only claim my judgement as being right for me).",False,False,False,False
35239,distinctive,Noun,"A distinctive belief, tenet, or dogma of a denomination or sect", theology,"1979, Theron F. Schlabach, ""Gospel versus Gospel"" in Studies in Anabaptist and Mennonite History, p. 154: Mennonites could go forth somewhat detached from the chauvinism of Western culturebut not so from the Mennonite distinctives.",False,False,False,False
36641,divine law,Noun,"Any law (or rule) that, in the opinion of believers, comes directly from the will of God (or a god).", theology,,False,False,False,False
37643,doctrine of necessity,Noun,"Necessarianism, especially as espoused by Joseph Priestley"," philosophy, metaphysics, theology","1803, John Dawson, The Doctrine of Philosophical Necessity Briefly Invalidated[1], page 7:In examining the doctrine of necessity, I shall endeavour to bring what I have to say about the subject into as narrow a compass as possible, and for that purpose the following axioms are premised; as in all sciences, some principles must be taken for granted, else nothing can be proved.",False,False,False,False
37708,documentarian,Noun,Somebody who advocates the documentary hypothesis.," sometimes attributive, theology",,False,False,False,False
41830,double procession,Noun,The emanation of the Holy Spirit from both Father and Son., theology,,False,False,False,False
47871,dualism,Noun,"The belief that the world is ruled by a pair of antagonistic forces, such as good and evil; the belief that man has two basic natures, the physical and the spiritual.", theology,,False,False,False,False
50958,dyothelism,Noun,The doctrine of two wills (human and divine) in Christ," Christianity, theology","1891, Philip Schaff, Samuel Macauley Jackson, David Schley Schaff, A Religious Encyclopaedia:From that day, dyothelism became the official doctrine of the Orthodox Church, both in the East and in the West; and in the eighth century it found a most subtle expounder in John of Damascus. 1894, John McClintock, James Strong, Cyclopaedia of Biblical, Theological, and Ecclesiastical Literature:Two years later Anastasius II reinstituted dyothelism, and the same bishops who had two years before vetoed dyothelism now changed their mind, and adopted it as the only true exposition of faith! 2002, Nicholas V. Sakharov, I Love, Therefore I Am: The Theological Legacy of Archimandrite Sophrony, ISBN:Finally, the concept of divine adoption becomes a controlling feature of the theology of deification in Maximus, due to his concern to maintain dyothelism in christology, as well as in ascetic anthropology.",False,False,False,False
4083,quinquarticular,Adjective,Relating to the five articles of Remonstrance, theology,the quinquarticular controversy between Arminians and Calvinists,False,False,False,False
8077,ontological argument,Noun,A type of argument which maintains that the existence of God can be deduced from an analysis of the concept of God.," philosophy, theology",,False,False,False,False
11368,ordo salutis,Noun,A series of conceptual steps within the Christian doctrine of salvation., theology,,False,False,False,False
15255,ousia,Noun,The essential nature or substance of God, theology,"2009, Karen Armstrong, The Case for God, Vintage 2010, p. 79: We could never know God's ousia, but in order to adapt his indescribable nature to our limited intellect, God communicated to us through his activities in the world.",False,False,False,False
15569,wisdom,Noun,The ability to know and apply spiritual truths, theology,"1652, Eugenius Philalethes, The Fame and Confeion of the Fraternity ofthe Roie Cros, pages 12 of the preface Widomis to a man an infinite Treaure, for he is the Breath of the Power of God, and a pure Influence that floweth from the Glory of the Almighty; he is the Brightnes of Eternal Light, and an undefiled Mirror of the Majety of God, and an Image of his Goodnes; he teacheth us Sobernes and Prudence, Righteounes and Strength; he undertands the Subtilty of words, and Solution of dark entences; he foreknoweth Signs and Wonders, and what hall happen in time to come.",False,False,False,False
18155,word,Noun,"Communication from God; the message of the Christian gospel; the Bible, Scripture"," theology, sometimes Word","[from 10th c.] Her parents had lived in Botswana, spreading the word among the tribespeople. Synonyms: word of God, Bible",False,False,False,False
18156,word,Noun,"Logos, Christ"," theology, sometimes Word","[from 8th c.] 1526, William Tyndale, trans. Bible, JohnI: And that worde was made flesshe, and dwelt amonge vs, and we sawe the glory off yt, as the glory off the only begotten sonne off the father, which worde was full of grace, and verite. Synonyms: God, Logos",False,False,False,False
18213,word of God,Noun,"the Scriptures, especially when interpreted as the work of God rather than man 1535, Sir Thomas More, Dialogue of Comfort Against Tribulation, Book I, ch", theology,"2: Just as it would be utterly vain to lay natural reasons of comfort to him who hath no wit, so would it undoubtedly be frustrate to lay spiritual causes of comfort to him who hath no faith. For unless a man first believe that holy scripture is the word of God, and that the word of God is true, how can he take any comfort in that which the scripture telleth him?",False,False,False,False
12553,beatific vision,Noun,The eternal and direct visual perception of God.," Christianity, theology",,False,False,False,False
3422,hamartialogy,Noun,The part of theology dealing with the nature and effects of sin., theology,,False,False,False,False
12166,heliotheism,Noun,Worship of the Sun; belief that the Sun is a god, theology,"1905, Joseph McCabe (translator), Ernst Haeckel (author), The Riddle of the Universe: At the Close of the Nineteenth Century, Harper Brothers Publishers, page 280: Sun-worship (solarism, or heliotheism) seems to the modern scientist to be the best of all forms of theism, and the one which may be most easily reconciled with modern monism.",False,False,False,False
17440,hexameron,Noun,"The biblical creation story, comprising six days of God's work.", theology,,False,False,False,False
20533,historicism,Noun,A method of interpretation in Christian eschatology which attempts to associate Biblical prophecies with actual historical events and symbolic beings with historical persons or societies., theology,,False,False,False,False
23739,hominization,Noun,"the beginning of human life, or of a deity's life in human form", theology,,False,False,False,False
37960,hypostasis,Noun,"The essential person, specifically the single person of Christ (as distinguished from his two natures, human and divine), or of the three persons of the Trinity (sharing a single essence)", theology,"[from 16th c.] 1985, Anthony Burgess, Kingdom of the Wicked:What did the God who hammered the universe together have to do with virtue, redemption, the strange doctrine of hypostasis? 2000, Karen Armstrong, The Battle for God, Harper 2004, p. 69: As Gregory of Nyssa had explained, the three hypostases of Father, Son, and Spirit were not objective facts but simply terms that we use to express the way in which the unnameable and unspeakable divine nature (ousia) adapts itself to the limitations of our human minds. 2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 218: As a result of this verbal pact, the Trinity consists of three equal hypostaseis in one ousia: three equal Persons (Father, Son, Holy Spirit) sharing one Essence or Substance (Trinity or Godhead).",False,False,False,False
37970,hypostatic,Adjective,"Pertaining to hypostasis, especially with reference to hypostatic union", theology,"Boyle The grand doctrine of the chymists, touching their three hypostatical principles.",False,False,False,False
1221,Heilsgeschichte,Noun,History seen as the work of God's salvation, theology,"1959, Guthrie/Hall, translating Oscar Cullman, The Christology of the New Testament, p. 306: Without a divine Heilsgeschichte it would not make sense to speak of Jesus' deity. He would then simply be one of the heroes of historynothing more. 2007, Terry Eagleton, The Guardian, 4 Dec 2007: He was not a Leninist because he would have had no conception of historical self-determination. The only kind of history that mattered was Heilsgeschichte, or salvation history. 2008, Jill Bradley, You Shall Surely Not Die, vol. 1, p. 71: The much greater iconographic programmes of the other three Bibles mean that a sort of pictorial Heilsgeschichte can be given spread throughout the work: in the Bamberg it has to be compressed.",False,False,False,False
2120,Homoean,Adjective,"Pertaining to the belief established in the fourth century as a middle ground between the homoousian and homoiousian positions, contending merely that the Father is like the Son", theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 216: Maybe the Homoean formula of Ariminum would have succeeded in uniting the Church if Constantius had not unexpectedly died in his mid-forties in 361.",False,False,False,False
2124,Homoousion,Noun,"The inclusion of the term (homoosios, of one essence) in the Nicene Creed to describe the principle that the Son is of one substance with the Father (as opposed to the Homoiousion)", theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 215: The campaign to get rid of the Homoousion from Christian credal statements split the Church in the empire for another half-century and more.",False,False,False,False
2817,economically,Adverb,According to divine economy., theology,,False,False,False,False
2858,economy,Noun,The method of divine government of the world, theology,(See w:Economy (religion).),False,False,False,False
4317,effectual calling,Noun,The invitation to come to Christ which the elect receive., theology,,False,False,False,False
4705,egersis,Noun,awakening; resurrection, theology,,False,False,False,False
6385,elect,Noun,"In Calvinist theology, one foreordained to Heaven", theology,"In other Christian theologies, someone chosen by God for salvation. Bible, Isaiah xlii. 1 Behold my servant, whom I uphold; mine elect, in whom my soul delighteth. Bible, Luke xviii. 7 Shall not God avenge his won elect?",False,False,False,False
6412,election,Noun,"In Calvinism, God's predestination of saints including all of the elect.", theology,,False,False,False,False
8613,ellen,Noun,Strength vouchsafed; comfort; grace., theology,,False,False,False,False
9139,emanation,Noun,"The generation of the Son and the procession of the Holy Spirit, as distinct from the origination of created beings.", theology,,False,False,False,False
9141,emanationism,Noun,"The idea that everything emanates from something else, and that the original and most perfect things emanated directly from God.", theology,,False,False,False,False
18932,epikeia,Noun,The principle in ethics that a law can be broken to achieve a greater good.," philosophy, theology",,False,False,False,False
21086,ergism,Noun,The belief that good works are necessary for salvation, theology,"1867, Johann Peter Lange Philip Schaff, A Commentary on the Holy Scriptures:Faith without works is dogma-righteousness, orthodoxism. Works without the foundation of faith are work-righteousness, ergism. 1900, The American Journal of Theology - Volume 4, Issue 1, page 146:Both enthusiasm and ergism"" are sheer illusion. Neither one is found in pure Christianity. 2015, Sren Kierkegaard, Bruce H. Kirmmse, K. Brian Sderquist, Kierkegaard's Journals and Notebooks, Volume 2: Journals EE-KK, ISBN:The two main forms of literalism are ergism and orthodoxy.",False,False,False,False
22264,eschaton,Noun,"The world during the posthistoric era of God's overt (apocalyptic) reign, immediately preceding the end of the world.", theology,,False,False,False,False
3174,palingenesis,Noun,Spiritual rebirth through the transmigration of the soul," theology, philosophy","1849, The Westminster Review[6], page 65:To appear again as identically the same, would require the palingenesis of Plato, that is, the recommencement of all things, so as to have the same series of causes and effects from the very beginning; but this creed implies the finality of God's power in the phenomenal universe, and Plato never thought that. 1859, Charles Delucena Meigs, Woman: her diseases and remedies: a series of letters to his class, page 424:This evolution doctrine was opposed by the Pythagorean idea of a palingenesis, or metempsychosis [] 1870, John Bickford Heard, The Tripartite Nature of Man, Spirit, Soul, and Body[7], page 333:But by the light of Bichat and Bell's discoveries, we can see one way to a theory of a Palingenesis of man, in which the flesh and blood of St. Paul, the animal life of Bichat, is eliminated, and the pneumatical body or organic life, the senso-motor nervous system, as distinct from the mere ganglionic, is retained.",False,False,False,False
3181,palingesia,Noun,palingenesis, theology,,False,False,False,False
10208,parthenogenesis,Noun,"Virgin birth, in reference to the Virgin Mary and Jesus Christ", theology,"1927, James Samuel Stone, The cult of Santiago: traditions, myths, and pilgrimages[1], page 58:So one might reasonably be led to hold, for instance, that the parthenogenesis of Christ does not beget faith in Christ [] 1966, Thomas F. OMeara, Mary in Protestant and Catholic Theology[2], page 227:His theology offers four objections on dogmatic grounds commonly adduced by contemporary Protestant criticism to cast doubt on Marys parthenogenesis. 1999, Carol V. Kaske, Spenser and Biblical poetics, ISBN, page 177:Christs parthenogenesis exalts woman.",False,False,False,False
10300,partialist,Noun,"One who holds that the atonement was made only for a part of mankind, i.e", theology,for the elect.,False,False,False,False
10429,particularism,Noun,The principle that only certain people are chosen by God for salvation., theology,,False,False,False,False
10434,particularist,Adjective,Adhering to particularism., theology,,False,False,False,False
11381,passible,Adjective,"Able to suffer, or feel pain.", chiefly theology,,False,False,False,False
12658,pathos,Noun,"In theology and existentialist ethics following Kierkegaard and Heidegger, a deep and abiding commitment of the heart, as in the notion of ""finding your passion"" as an important aspect of a fully lived, engaged life."," theology, philosophy",,False,False,False,False
12940,patriology,Noun,"A discipline of Christian theology, involving the study of God the Father as revealed in Scripture."," Christianity, theology",,False,False,False,False
16835,penal substitution,Noun,The theory of atonement which holds that Jesus died on the Cross in place of human sinners, theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 863: As part of that literal reading, concentrating on a line of thought on salvation pursued by St Paul, came the penal substitution theory, and Fundamentalists rightly concluded that these were the aspects of Christianity most vulnerable to attack from nineteenth-century intellectual developments.",False,False,False,False
22321,perseverance of the saints,Noun,"A Christian doctrine, one of the five points of Calvinism, stating that true believers in Jesus Christ's substitutionary atonement on the cross (the ""saints"") cannot relapse and are predestined to salvation.", theology,,False,False,False,False
24598,phantasiast,Noun,A docetist., theology,,False,False,False,False
30806,physis,Noun,"nature, as contrasted with law or custom", Ancient Greek philosophy and theology,,False,False,False,False
40736,plenary,Adjective,Complete; full; entire; absolute, theology or law,"(Can we date this quote by I. Watts and provide title, author's full name, and other details?) A treatise on a subject should be plenary or full.",False,False,False,False
40903,pleroma,Noun,"A state of perfect fullness, especially of God's being.", chiefly theology,,False,False,False,False
42851,pneumatology,Noun,The study of the Holy Spirit as revealed in Scripture.," Christianity, theology",,False,False,False,False
56573,pre-Adamitism,Noun,The belief that humanity is descended from a single progenitor that predates Adam, theology,"1994, Alvin Snider, Origin and Authority in Seventeenth-Century England, page 134:The doctrine of 'pre-Adamitism,' while heretical and guaranteed to generate storms of controversy, won some prominent adherents. 2007, Davis A. Young, John Calvin and the natural world, ISBN, page 151:He probably also had theological reasons for not considering pre-Adamitism.",False,False,False,False
58625,predestinarian,Adjective,Of or relating to predestination, chiefly theology,"[from 17th c.] 1972, Christopher Hill, The World Turned Upside Down, Folio Society, published 2016, page 123:But it is wrong to stress only the predestinarian aspect of protestantism [].",False,False,False,False
58636,predestination,Noun,The doctrine that everything has been foreordained by a God or by fate., theology,,False,False,False,False
58645,predestine,Verb,To foreordain by divine will.," theology, transitive",,False,False,False,False
61133,preparationism,Noun,"The view, in Christianity, that unregenerate people can take steps (such as praying, or reading the Bible) in preparation for conversion, and should be exhorted to do so.", theology,,False,False,False,False
63134,presuppositionalism,Noun,A school of Christian apologetics that presumes Christian faith is the only basis for rational thought., theology,,False,False,False,False
63135,presuppositionalist,Adjective,Of or pertaining to presuppositionalism., theology,,False,False,False,False
63136,presuppositionalist,Noun,A supporter of presuppositionalism., theology,,False,False,False,False
63310,preterism,Noun,A Christian eschatological view that interprets Biblical prophecies as events which happened in the first century CE., theology,,False,False,False,False
63312,preterist,Noun,An adherent of preterism; one who believes that the Biblical prophecies of the Apocalypse refer to historical events which have already taken place., theology,,False,False,False,False
63330,preterition,Noun,The doctrine that God passes over the non-elect in electing to eternal life those predestinated to salvation., theology,,False,False,False,False
63752,prevenient grace,Noun,An Arminian doctrine distinctive to Methodism and the broader Wesleyan movement," Christianity, theology","It holds that man is so fallen that he is utterly incapable of perceiving the need for salvation, but God, in His infinite wisdom, has preveniently extended to humankind sufficient grace that we can, through free will, willingly accept salvation.",False,False,False,False
65019,primum mobile,Noun,The prime mover or first cause (an initial cause from which all other causes and effects follow)," chiefly philosophy, theology",Synonym: primus motor,False,False,False,False
65158,principality,Noun,"A spiritual being, specifically in Christian angelology, the fifth level of angels, ranked above powers and below dominions"," theology, countable",[from 16th c.],False,False,False,False
66142,probabiliorism,Noun,The position that it is not lawful to act on a less safe opinion in moral matters unless it is more probable than a safe opinion., theology,,False,False,False,False
66146,probabilism,Noun,"The doctrine that, in the absence of certainty, probability is the best criterion."," theology, philosophy",,False,False,False,False
68859,promised one,Noun,A promised new prophet., theology,,False,False,False,False
68860,promised one,Noun,The Christ.," theology, Christianity",,False,False,False,False
69179,pronoia,Noun,"Divine providence, foreknowledge, foresight"," philosophy, theology","1614, Walter Raleigh, Of the Creation, and Preservation of the World, in The Historie of the World. In Five Bookes.[], London: Printed for Walter Bvrre, OCLC 505085272, XIII (Of Providence), page 15:Now Providence (which the Greekes call Pronoia) is an intellectuall knowledge, both fore-eeing, caring for, and ordering all things, and doth not onely behold all pat, all present, and all to come, but is the caue of their o being, which Precience (imply taken) is not: and therefore Providence by the Philoophers (aith S. Augutine) is divided into Memory, Knowledge, and Care: [] 18361842, Thomas Chalmers, Lecture XCIV: Romans, xiii, 1114, in Lectures on the Epistle of Paul the Apostle to the Romans (The Works of Thomas Chalmers; 25), volume IV, Glasgow: William Collins,[]; London: Hamilton, Adams, Co., OCLC 606228745, pages 320321:[page 320] 'And make no provision for the flesh.' [Romans 13:14] 'Provision.' [footnote: .] The word implies a forecasting of the mind; and the prohibition therefore is against all deliberation or devising of means or expedients for the gratification of our lusts. [] [page 321] He is a confirmed and advanced learner in the school of wickedness, who can thus in his cooler moments bestow care and calculation on such an enterprise, and in short make a study of the likeliest methods for securing to himself te enjoyment of unhallowed pleasures; and this is the pronoia, the unholy providence, if it may be so termed, on which our text lays its interdict. But it is not against all pronoia, all respect to things future, even though the futurities of this life, that the Bible warns us. 1869 January, E. E. Higbee, Art IV.The Christian Conception of History., in T. G. Apple, editor, The Mercersburg Review; an Organ for Christological, Historical and Positive Theology, volume XVI, Philadelphia, Pa.: Reformed Church Publication Board,[], OCLC 610823203, page 101:The development of the Roman State, therefore, a world-process whose magnitude is truly wonderful, was not brought about as though a drifting mass of elements, by some outward force or inherent affinity became consolidated to revolve at random without any end or aim in that divine pronoia under which the ages move. 1967, F[rancis] E[dward] Peters, prnoia: forethought, providence, in Greek Philosophical Terms: A Historical Lexicon, New York, N.Y.: New York University Press, OCLC 802943168, paragraph 1, page 164:The earlier history of the concept of providence is to be seen in the emergence, from Diogenes to Aristotle, of a notion of an intelligent purpose (telos, q.v.) operating in the universe. In all of these thinker it is clearly associated with the intelligent God whose features begin to appear in the later Plato (see Laws 899 where the denial of pronoia is reckoned blasphemy) and in Aristotle. For the Stoics the immanent Logos governs all by nous and pronoia (D.L. vii, 138; SVF i, 176).",False,False,False,False
69961,propitiation,Noun,The death of Christ as a basis for the forgiveness of sin., theology,,False,False,False,False
70278,proprium,Noun,"selfhood Emanuel Swedenborg Man of himself, so far as he is under the influence of his proprium, is worse than the brutes", theology,"If man should be led by his own proprium, he could not possibly be saved.",False,False,False,False
70775,prosopon,Noun,The self-manifestation of an individual., theology,,False,False,False,False
71939,protology,Noun,The branch of theology pertaining to origins and first things, theology,"1975, Karl Rahner, Encyclopedia of Theology: A Concise Sacramentum Mundi, ISBN, page 320:And hence the progress of the history of salvation is the progress of protology in the progressive development of its starting-point. 1995, Aloys Grillmeier Theresia Hainthaler, Christ in Christian Tradition, ISBN, page 226:The Chalcedonian defender of thoroughgoing aphtharsia, driven into a corner, now seeks refuge in protology, that is, in referring to the original condition of Adam in Paradise, with whom he compares Christ. 2009, M. C. Steenberg, Of God and Man: Theology as Anthropology from Irenaeus to Athanasius, ISBN:Our task, in what must necessarily be a longer section than those previous, will be first to explore the eschatological dimension of the protological image, then to show how these dual dimensions of protology and eschatology ground Irenaeus' focus on history and salvation as 'recapitulation'.",False,False,False,False
75357,psilanthropy,Noun,The doctrine that Jesus Christ was merely human., theology,,False,False,False,False
75596,psychical,Adjective,"Pertaining to the animal nature of man, as opposed to the spirit", theology,[from 18th c.],False,False,False,False
75957,psychopannychism,Noun,"The doctrine that the soul falls asleep at death, and does not wake until the resurrection of the body.", theology,,False,False,False,False
79585,puritanism,Noun,Strict and austere religious conduct., theology,,False,False,False,False
1918,Marcan priority,Noun,The hypothesis that the Gospel of Mark was the first-written of the three Synoptic Gospels and was used as a source by the other two (Matthew and Luke)., theology,,False,False,False,False
3245,Miaphysitism,Noun,A Christological formula holding that divinity and humanity are united in a single nature in Christ., theology,,False,False,False,False
4689,necessarian,Noun,An adherent of necessarianism; an advocate of the doctrine of necessity," philosophy, theology","1810, Charles Buck, Materialists, entry in A Theological Dictionary, Volume 2, page 86, And the Necessarian asserts, that if, in any given state of mind, with respect both to dispositions and motives, two different determinations, or volitions, be possible, it can be on no other principle, than that one of them should come under the description of an effect without a cause; just as if the beam of a balance might incline either way, though loaded with equal weights. 1832, Joseph Priestley, John Towill Rutt (editor), The Theological and Miscellaneous Works of Joseph Priestley, Volume 4, page 191, But neither you nor myself, necessarian as I am, can pretend to this degree of perfection. 1877, Harriet Martineau, Maria Weston Chapman (editor), Harriet Martineaus Autobiography, Volume 1, 2010, Cambridge University Press, page 112, When it is considered that, according to the Necessarian doctrine, no action fails to produce effects, and no effort can be lost, there seems every reason for the conclusion which I have no doubt is the fact, that true Necessarians must be the most diligent and confident of all workers.",False,False,False,False
4690,necessarianism,Noun,"An extreme form of determinism that holds that all phenomena, including the will, are subject to immutable rules of cause and effect; necessitarianism"," philosophy, metaphysics, theology","1995, Denis G. Paz, Nineteenth-Century English Religious Traditions: Retrospect and Prospect, page 106, Scholars working on Joseph Priestley have begun to take a proper measure of his philosophical position, known as necessarianism, a psychological determinism based on the teachings of the midcentury physician and theologian David Hartleywith, in Priestleys own case, the addition of materialism. To its enemies, necessarianism seemed rank fatalism, but its adherents found that it both explained the evils about them and offered a sovereign remedy (generally through one or another variety of education) to resolve them and bring mankind to perfection. 2000, R. K. Webb, 6: Miracles in English Unitarian Thought, Mark S. Micale, Robert L. Dietle (editors), Enlightenment, Passion, Modernity: Historical Essays in European Thought and Culture, page 114, While not acceptable to all Unitarians, the philosophical determinism known as Necessarianism, identified with Hartley and Priestley, also proved persuasive to many, both ministers and laymen. 2001, Alexander Crombie, An Essay on Philosophical Necessity, page number not shown, To cut a long story short, this led to the emergence of a new form of necessarianism. People are conditioned to behave as they do, so freedom is an illusion. This form of necessarianism may be called behaviourist necessarianism.",False,False,False,False
14741,nomism,Noun,The following of religious laws or commandments as the chief aspect of religiousness., theology,,False,False,False,False
25853,nontrinitarianism,Noun,The religious belief that rejects the Christian concept of the trinity., theology,,False,False,False,False
29576,nudifidian,Noun,One who relies on faith alone without works for salvation., theology,,False,False,False,False
4124,venial sin,Noun,"A sin that is not a mortal sin; a sin that is not grave, or was not deliberate or was committed without a full understanding of the consequences"," Roman Catholicism, theology","Coordinate terms: mortal sin, deadly sin",False,False,False,False
6322,vexillolatry,Noun,The worship of a flag or flags, theology,"2000, Douglas Fethering, Travels by Night[1], ISBN, pages 42-43: Beginning when I was about twelve, I railed, silently, against having to begin school each day by reciting the Pledge of Allegiance to the Flag, with right hand over heart, if you can imagine such shameless vexillolatry.",False,False,False,False
6352,via affirmativa,Noun,A concept of God built up through positive statements about his nature., theology,,False,False,False,False
6357,via negativa,Noun,A concept of God built up through negative statements about his nature., theology,,False,False,False,False
11163,voluntas ordinata,Noun,"The position (opinion) that, while God has the power to do anything, once He chooses to do something, He ends his ability to do otherwise.", Christian theology,,False,False,False,False
12733,cataphatic,Adjective,"Pertaining to the expression of God in terms of what God is, rather than in terms of what God is not (apophatic).", theology,,False,False,False,False
17957,cessationism,Noun,"The concept, amongst most Christians, that the works of the Holy Spirit (speaking in tongues, prophecy, healing, and miracles) ceased at some point in history.", theology,,False,False,False,False
20690,charism,Noun,"A power or authority, generally of a spiritual nature, believed to be a freely given gift by the grace of God"," Christianity, theology","2007 April 14, Peter Steinfels, A Catholic Debate Mounts on the Meaning of Just War, in New York Times[1]:Reviewing the prudential warnings and moral qualms issued by the United States Conference of Catholic Bishops, it is hard not to conclude, the editors write, that the bishops charism, rather than the presidents, has better served the nation.",False,False,False,False
32476,circumincession,Noun,The reciprocal existence in each other of the three persons of the Trinity., theology,,False,False,False,False
39064,co-Adamitism,Noun,The belief that the different races are descended from separately created progenitors., theology,,False,False,False,False
53947,congruism,Noun,congruity, theology,,False,False,False,False
54549,connexionalism,Noun,"The theological understanding and foundation of Methodist polity, as practised in the British Methodist Church, the American United Methodist Church, and many of the countries where Methodism was established by their missionaries", theology,"2008, Lorelei F. Fuchs, Koinonia and the Quest for an Ecumenical Ecclesiology:Can it be said that here is an application of Methodism's concept of connexionalism to the embodiment of koinonia? That no indications in the dialogue point overtly in this direction does not rule out the possibility of it being in the Methodist mind and heart.",False,False,False,False
