Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,dated
25681,digital,Noun,A finger," colloquial, humorous","1853, Yankee Notions (volume 2, page 137) [] turning round as he reached the door, he placed his digitals in close proximity to his proboscis, sayingI guess there an't anything green about this child!' and left the Professor in utter astonishment [] 1855, North Carolina University Magazine (volume 3, page 23) [] with grave complacency wiggles his digitals, and turns away with a scornful smile playing upon his countenance.",False,False,False,False
26160,dihydrogen monoxide,Noun,"HO, water"," inorganic chemistry, humorous","Synonyms: see Thesaurus:water 1995, John December, quoting Craig Jackson, The World Wide Web Unleashed, 2nd edition, Indianapolis, Ind.: Sams.net, ISBN, page 450:The Invisible Killer Dihydrogen monoxide is colorless, odorless, tasteless, and kills uncounted thousands of people every year. Most of these deaths are caused by accidental inhalation of DHMO, but the dangers of dihydrogen monoxide do not end there. 1997, Chemistry and Industry, London: Society of Chemical Industry, ISSN 0009-3068, OCLC 301702845, page 741, column 2:There was no point in buying bottled water, he said, dihydrogen monoxide would be in there too, although you could get rid of it by boiling your water for long enough. 1997 April 19, Dennis B[rian Patrick] Roddy, Internet-inspired prank lands 4 teens in hot water, in Pittsburgh Post-Gazette, volume 70, number 262, Pittsburgh, Pa.: Block Communications, ISSN 1068-624X, OCLC 36667166, page 1:One-by-one the warning fliers turned up in mailboxes around Wylie Heights in North Sewickley, Beaver County: It advised, there is a chemical in your water supply called dihydrogen monoxide. Tasteless and colorless, dihydrogen monoxide was blamed for a trio of ills: severe hydration, frequent urination and possible death. In fact, the flier said, dihydrogen monoxide kills thousands every year. [] Dihydrogen monoxide is the chemical name for water, and a quartet of Riverside High School students are up to their necks in the hot kind after their Internet-inspired prank made dozens of homeowners not readily acquainted with chemical terms hyper over hydro. 2007, Michael Sullivan, III, Statistics: Informed Decisions Using Data, 2nd edition, Upper Saddle River, N.J.: Pearson Prentice Hall, ISBN, page 39, column 2:Many people have joined the cause to ban this substance without realizing that dihydrogen monoxide is simply water (HO). Their eagerness to protect the environment or their fear of seeming uninformed may be part of the problem.",False,False,False,False
29940,disasterpiece,Noun,An anti-masterpiece; a complete disaster, humorous,"2004, Neil W. Macdonald, 9. Picked Nines and the Pick of Nines, in The League That Lasted: 1876 and the Founding of the National League of Professional Base Ball Clubs, McFarland, ISBN, page 83:With pro schedules never cast in granite even at seasons start, a teams preseason string of games was a makeshift disasterpiece of mismatches. 2008, Steven Daly, 'Swinging into Disaster', in Graydon Carter, editor, Vanity Fairs Tales of Hollywood: Rebels, Reds, and Graduates and the Wild Stories Behind the Making of 13 Iconic Films, Penguin, ISBN, page 242:When he did ultimately succumb to Myra Breckinridges abundant charms, Mike Sarne would end up making a celluloid disasterpiece that is to this day pilloried as one of the worst films ever made. 2017 December 1, Jeffrey Bloomer; Aisha Harris, What Its Like to Watch The Disaster Artist If Youve Never Seen The Room, in 'Slate'[1], archived from the original on 2017-12-01:We sent two Slate writers who have never seen Tommy Wiseaus disasterpiece to find out.",False,False,False,False
30636,discombobulate,Verb,To throw into a state of confusion; to befuddle or perplex.," transitive, humorous",,False,False,False,False
31564,disemvowel,Verb,"To remove the vowels from, for example, for the purpose of expurgating offensive words"," transitive, sometimes humorous","1906 September 5, Puck, volume 60, number 1540, New York, N.Y.: Puck Pub. Co., OCLC 38241285:By the way, what has become of the conspiracy of Brander Matthews et als to disemvowel the English language? Not that it matters. 1930, Judge, volume 98, New York, N.Y.: The Judge Publishing Co., OCLC 921185268, page xlix, column 2:The trick will be in usurping as many vowels as you can, thus disemvoweling the others, and the one with the most words when all or as many letters as possible are used up wins. 1995 October 28, strange days indeed [username], AA: is that a nerfsword in your pocket, or, in bit.listserv.superguy, Usenet[1], message-ID Pine.LNX.3.91.951028150058.20293A-100000@sojourn1.sojourn.com:""What happened?"" the Amigoid asked. / ""D'nt knw,"" she said. ""Jst wk p nd hrd y tw tlkng n thn, sddnly nd wtht wrnng, thr ws ths ns."" / ""What?"" Robotech_Master asked. / ""I think I know what happened,"" Lawrence said. ""It must be part of the Silliness that's infecting the Author's Altiverse."" / ""S wht hppnd? / ""You've been disemvoweled,"" the Amigoid informed her. 2004, Paul Matthew St. Pierre, Autobiography as Mockery, or Barry Humphries in Mock Turtle, in A Portrait of the Artist as Australia: Luvre Bizarre de Barry Humphries, Montreal, Que.; Kingston, Ont.: McGill-Queen's University Press, ISBN, page 181:Edna [Dame Edna Everage] reveals that she will always outmuscle [Barry] Humphries, disemvowelling his name to reduce it to the interjection ""Hmmph!"" 2005, Ruth Wajnryb, Bootleggers and Asterisks, in Expletive Deleted: A Good Look at Bad Language, New York, N.Y.: Free Press, ISBN, page 187:Another swearing-curtailing device is to allow the taboo word but disenvowel it, so that fuck and cunt become ""f-ck"" and ""c-nt."" 2006 December, Douglas K. van Duyne; James A. Landay; Jason I. Hong, Community Conference, in The Design of Sites: Patterns for Creating Winning Web Sites, 2nd edition, Upper Saddle River, N.J.: Pearson Education, ISBN, page 145:If someone you've disemvowelled comes back and behaves, forgive and forget their earlier gaffes. You're acting in the service of civility, not abstract justice. 2011, Ronald Comer; Elizabeth Gould, Psychology Around Us, Hoboken, N.J.: John Wiley Sons, ISBN, page 16:Back to our Internet trolling behavior, some comment board moderators have tried to control trolling by ""disemvoweling,"" removing all the vowels from the offending comments of trolls. This punishing practice makes troll comments easier to detect and harder to read, and therefore, less likely to generate the kind of outraged response a troll finds rewarding. Disemvoweling punishes the troll and effectively has decreased the numbers of offensive comments and hijacked comment threads on many message boards. 2014, Bjarne Stroustrup, Programming Principles and Practice using C++, 2nd edition, Upper Sadde River, N.J.: Addison-Wesley, ISBN, page 408:Write a program that removes all vowels from a file (""disemvowels""). For example, Once upon a time! becomes nc pn tm!. Surprisingly often, the result is still readable; try it on your friends.",False,False,False,False
32771,disirregardless,Adverb,Synonym of regardless, humorous,,False,False,False,False
32772,disirregardlessly,Adverb,Synonym of regardlessly," humorous, nonce word",,False,False,False,False
32838,disjunctivitis,Noun,Excessive disjointedness, chiefly humorous,"1972, Adeniji Adaralegbe, Nigeria Educational Research Council, A philosophy for Nigerian education: proceedings[1], page 92:The following are some examples of educational disjunctivitis that have curtailed the supply of teachers and interfered with their appropriate preparation and effective utilization. 2007 October 20, TobyHandfield, CharlesR.Twardy, KevinB.Korb and GrahamOppy, The Metaphysics of Causal Models, in Erkenntnis, volume 68, number 2, DOI:10.1007/s10670-007-9060-3:Secondly, our own integrated analysis, unlike the one suggested above, does not suffer from disjunctivitis.",False,False,False,False
33015,dismal science,Noun,Economics or the field of political economy," idiomatic, sometimes derogatory, sometimes humorous","1849, Thomas Carlyle, ""Occasional Discourse on the Negro Question,"" Fraser's Magazine for Town and Country, vol. 40, pp. 530-531: [N]ot a ""gay science,"" but a ruefulwhich finds the secret of this universe in ""supply and demand"" . . . a dreary, desolate and, indeed, quite abject and distressing one; what we might call, by way of eminence, the dismal science. 1973, William R. Doerner, ""Crypto Servants and Socialism (review of Economics and the Public Purpose by John Kenneth Galbraith),"" Time, 8 Oct.: Galbraith has managed to write with wit and style about the dismal science of economics. 2002, E. B. Kapstein, ""Two Dismal Sciences Are Better Than OneEconomics and the Study of National Security,"" International Security, vol. 27, no. 3, p. 160: Two Dismal Sciences: Economics and National SecurityWriting during World War II, J. B. Condliffe lamented, ""Economists have not contributed in very large measure to the recent outpouring of publications on the causes, conduct, and consequences of war."" By the turn of the millennium, however, the situation had changed.",False,False,False,False
37556,doctor,Verb,To act as a medical doctor," intransitive, humorous","2017, ""Do No Harm"", season 8, episode 2 of Adventure Time Doctor Princess: Put this on. [gives her lab coat to Finn] OK, you're a doctor now. Good luck. Finn: Wait, wait, whoa, whoa, whoa, wait! I don't know how to doctor!",False,False,False,False
38129,dog-child,Noun,"A dog, treated as if a child of the owner", often humorous,"1993 December 15, PICKY DOGS NEED YULE TREATS, TOO, in The Charlotte Observer:Remove the pan and slice cookies into bars or squares, depending on the mouth size of your dog-child. 2004 March 13, Best Irish Blessing Is An Irish Dog, in Free Lance-Star:Never tell my dog-child Vivien that she is not Irish. She says she is Irish and we believe her. Being well-mannered, nicely reared humans, we would never contradict her. 2005, The Latham letter, volume 26-29, Latham Foundation:By drawing parallels between child development and dog development, Ms. King allows us, the human parent, to better understand why our ""dog-children"" do what they do. 2009 May 21, Pet parents and the dog children that bite them, in Deseret News, alt Lake City, UT: [] more than ever, many of those conversations require me to interject for the sake of clarification: ""Wait, are you talking about your human child or your dog child?"" 2011 August 26, Today is National Dog Day, in Columbus Ledger-Enquirer:To honor my dog-child, here's a little doggy profile. Feel free to fill it out about your four-legged kid in the comments!",False,False,False,False
39686,done and doner,Verb,"Done: past participle of do, indicating a passive voice."," humorous, emphatic",,False,False,False,False
39723,doner,Adjective,"comparative form of done: more done 1999 March 10, WHAT'S THE BEEF?, in Richmond Times-Dispatch:With these cuts we generally recommend cooking no doner than medium-rare for a juicier product 2007 June 3, Suddenly, the field is level, in Austin American-Statesman:Doner than a flank steak at a West Texas truck stop"," humorous, dialectal","Doner than Michael Vick's chances at next year's NFL citizenship award 2008, Porochista Khakpour, Sons and Other Flammable Objects, page 228:they feared sounding stupid even to themselves out loudand besides, the conversation was doner than done to them",False,False,False,False
39880,dontopedalogy,Noun,The art of putting one's foot in one's mouth., humorous,,False,False,False,False
40189,door prize,Noun,A notional prize awarded to a cyclist who collides with the open door of a parked car.," cycling, humorous",,False,False,False,False
40299,doorstop,Noun,"A large book, which by implication could be used to stop a door", humorous,"2010, Jack Hitt, Is Sarah Palin Porn?, Laura Flanders (editor), At The Tea Party: The Wing Nuts, Whack Jobs and Whitey-Whiteness of the New Republican Right... and Why We Should Take It Seriously, page 206, Meanwhile, all the Democrats had to put forward that year was a doorstop called Man of the House: The Life and Political Memoirs of Speaker Tip O'Neill.",False,False,False,False
40303,doorstopper,Noun,"A large book, which by implication could be used to stop a door", humorous,"2018, Joe Humphreys, Enlightenment Now: A Manifesto for Science, Reason, Humanism and Progress by Stephen Pinker review [1], So Steven Pinker is stretching the genre with his 450-page doorstopper Enlightenment Now: A Manifesto for Science, Reason, Humanism and Progress.",False,False,False,False
44742,dreaded diamond,Noun,The diamond problem.," object-oriented programming, humorous",,False,False,False,False
46477,drop bear,Noun,"A fictional Australian marsupial in the form of a large, carnivorous koala said to fall upon its prey from treetops", humorous,"1995, John Marsden, The Third Day, the Frost (TCPA Tomorrow Series; 3), Sydney: Pan Macmillan, ISBN; republished as A Killing Frost, New York, N.Y.: Bantam Doubleday Dell Books for Young Readers, 1999, ISBN, page 15: You don't know what drop bears are? Fair dink, don't they teach you blokes anything? Fancy sending a bloke to a place like this and not telling him about drop bears. 1998, Terry Pratchett, The Last Continent (Discworld; 22), London: Doubleday, ISBN; republished London: Corgi, 2013, ISBN, page 219: Drop-bears? Whos been feedin you a line about drop-bears? / What do you mean? / Theres no such thing as drop-bears! Someone mustve seen you coming, mate! 2012, Marion Lennox, Taming the Brooding Cattleman (Sweet Romance), Chatswood, N.S.W.: Harlequin Mills Boon, ISBN:They cling high in the branches and drop at the first sign of life below. You're walking along and thump, there's a drop bear covering your head. Their claws are so long they usually need surgical removal. It's quite a business, carting drop bear victims to hospital with drop bear attached. It'd be easier to shoot the drop bear but they're heavily protected. If it's a choice between an American vet or an Aussie drop bear, the drop bear wins every time. 2014 September, Lisa McMann, Aaron Hatches a Plan, in Island of Legends (The Unwanteds), New York, N.Y.: Aladdin Paperbacks, ISBN:The creature withdrew its fangs and hopped out of the way of Aaron's flailing arms, ran down the path to the nearest tree, and scurried up it. [] ""There are a few of those around. Dropbears. [] They're quite cuddly and fun loving if you're not edible.""",False,False,False,False
46620,dropitis,Noun,A notional medical condition that causes people to drop things frequently., humorous,,False,False,False,False
48833,dumb TV,Noun,A television that is not a smart TV., humorous,,False,False,False,False
50615,dyb,Verb,"In the scouting movement, to chant dyb, meaning ""do your best"" (to follow the scouting laws)"," intransitive, sometimes humorous","2009, Clive James, Unreliable Memoirs (page 54) I used to get through the dibbing and dobbing all right but during the howling I usually rolled over backwards. 2009, Wendy Holden, Beautiful People 'I'm a scout,' she smiled at him. The boy, in his turn, stared at Sam. He'd heard somewhere that scouting had got more trendy lately, that it was more snowboarding and surfing than dib-dib-dibbing and doing old ladies' gardens. 2009, Justin Pollard, The Interesting Bits Why were there 212 fatalities at the first boy scout camp? There wasn't much dybbing and dobbing at Robert Baden-Powell's first scout camp as the camp in question was in Mafeking and took place during a particularly nasty siege []",False,False,False,False
3280,quiche-eater,Noun,"In computer programming circles, a person far removed from practice and concerned only with academic matters, unwilling to ""get their hands dirty""."," computing, idiomatic, humorous",,False,False,False,False
1336,zillionaire,Noun,An incredibly rich person., humorous,,False,False,False,False
5,o'clock,Adverb,"In conjunction with a term representing an action or event that occurs daily, indicates the time that said action or event occurs, or first occurs", humorous,"1880, Henrietta A. Duff, Honor Carmichael, page 251, That same evening at tea-time (I am sorry to have to introduce you to another eating-scene, but the hours in English households are usually marked by repasts. It is a daily calendar of feasts breakfast oclock, dinner oclock, c., [] ). 1904, George Augustus Sala, Edmund Hodgson Yates, Temple Bar, Volume 129, page 144, My sister requires your attendance at supper oclock this evening no excuse accepted. 1998, Carolyn Greene, Heavenly Husband, page 129, It's lunch oclock. Wanna go out to eat?",False,False,False,False
2925,ocupado,Adjective,occupied (said of a toilet cubicle)," US, humorous",,False,False,False,False
3668,off-off-off-Broadway,Noun,"A theatrical production performed in spaces remote from Manhattan, but nonetheless in the greater New York City area, and which otherwise fits the description of an off-off-Broadway show.", sometimes humorous,,False,False,False,False
4578,ohnosecond,Noun,The fraction of time between making a mistake and realizing it, humorous,"1994, Elizabeth Powell Crowe, The Electronic Traveller: Exploring Alternative Online Systems, Windcrest/McGraw-Hill (1994), ISBN: In the ohnosecond (one minuscule fraction of a nanosecond, the time it takes to realize you just made a BIG mistake) that followed, I realized my log of the conversation was lost. 1997, Lisa Greim, ""Exabyte Takes On The Oh-Ohs"", Rocky Mountain News, 1 June 1997: Exabyte Corp. of Boulder entered the consumer and small-office market last year with a product aimed at reducing the number of ohnoseconds experienced annually by computer users. 2002, Sandra Choron Harry Choron, The All-New Book of Lists for Kids, Houghton Mifflin (2002), ISBN, page 257: Before you hit the ""send"" button and experience that twinge of regret an ohnosecond later (see ""The Top 18 Techno-Jargon Terms,"" page 259), read over what you've written. 2006, Frank Stewart, ""Bridge"", Bangor Daily News, 14 April 2006: Today's declarer took the ace of diamonds and saw that a high diamond in dummy would provide a pitch for his spade loser. So South led a trump to the king next and regretted it in an ohnosecond. 2008, Ken Cox, ASP.NET 3.5 For Dummies, Wiley Publishing, Inc. (2008), ISBN, unnumbered page: For example, you ridicule your boss in an e-mail to colleagues and, an ohnosecond after clicking Send, you realize the boss was one of those in the address list. 2008, Greg Scott, Notes from Beyond the Fringe, iUniverse (2009), ISBN, pages 267-268: As I sat, the moment seemed to stretch into five minutes of slo-mo ""ohnoseconds."" As projective A [the (now highly agitated) cat] slid off the table and hit the carpet running, leaving a milk and gumbo vapor trail, projectiles B C (garlic bread and milk) slid off the table in that order, landing one upon the other, on the top of the ottoman, whereupon they collectively slid slowly off onto the carpet.",False,False,False,False
4672,oil painting,Noun,A physically attractive person," humorous, litotes, with negative","1920 Henry St. John Cooper Sunny Ducrow, Putnam's, p.117: ""Very lovely!"" he said, staring her straight in the face. ""You needn't try and be funny!"" she said. ""If you mean me, I'm no oil-painting, and I know it!"" 2007 ""Virginia Trioli talks to George Brandis and Wayne Swan"" Lateline ABC (Australia) 14 September 2007: Wayne Swan: All I can say is that she's a much more attractive person than the Prime Minister. George Brandis: You're not exactly an oil painting yourself, Wayne.",False,False,False,False
5155,old money,Noun,"The imperial system of measurement, as opposed to the metric system", humorous,These scales say I weigh 72 kilograms; what's that in old money?,False,False,False,False
5299,olds,Noun,Information that is no longer new., humorous,,False,False,False,False
6361,ometer,Noun,A measuring instrument, humorous,"1843, John Holmes Agnew, Eclectic Museum of Foreign Literature, Science and Art On the wall were hanging thermometers, barometers, and hydrometers, and every other sort of ometer, numberless, dusty, and mysterious; [] 1887, N. A. Shenstone, Anecdotes of Henry Ward Beecher (page 328) Oh, that some one would invent an ometer which, hung over the heart and lungs, might decide when a man ought to stop brain work. The man who invented such an ometer would make a fortune for himself [] 1900, Orations of American Orators We have thermometers to tell the heat and barometers to tell the air and 'ometers hung in the engine-room to tell the pressure of steam, and 'ometers to gauge and measure almost everything.",False,False,False,False
6458,omnibi,Noun,"plural of omnibus 1841, The Christian Examiner and General Review (page 185) O ships, on lock, or frith, or ocean, propelled by engines of three hundred horse-power! cabs and cars, omnibi and stages, wayside rests and fishing-taverns [] 1862, London Society: Volume 1 (page 468) All hats are waving; pretty girls in carriages shake the victorious colours, that flutter also from Hansom cab whips, and from the tops of omnibi."," hypercorrect, humorous",,False,False,False,False
8509,oozlum bird,Noun,A fictional bird said to fly backwards or in circles.," humorous, folklore",,False,False,False,False
9014,opening of an envelope,Noun,Any kind of event or activity that may contribute to one's self-promotion or visibility in society," idiomatic, humorous, in hypothetical constructs",She's such an attention seeker she'd turn up to the opening of an envelope!,False,False,False,False
9054,opensightly,Adjective,Open to the sight or view of all; obvious; apparent; self-evident," nonstandard, humorous","2007, Difference highland and lowland Hainanensis and Lichtenfelderi, www.geckosunlimited.com/.../26767-difference-highland-lowland-hainanensis-lichtenfelderi.html: So I realized, that there are some opensightly differences. Here you have tow photo with all of the species and so you can see it better. 2008, Sew long, Cowgirl!: English for Runaways, sewlongcowgirl.blogspot.com/2008/04/english-for-runaways.html: That is so opensightly. This is snow from yesterday. How many clock have we? Don't take it on the easy shoulder. The alcohol flows in streams. 2010, www.facebook.com/permalink.php?story_fbid...id...id...0... Hendrik Ritter no, with the Shop were ot not so opensightly",False,False,False,False
