Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,0.1.1,1.1.1,2.1.1,3.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,10.1,11.1,12.1,13.1,10.1.1,11.1.1,12.1.1,13.1.1,10,11,12,13,14,15,16,17
792,ichthin,Noun,"A nitrogenous substance resembling vitellin, present in the egg yolk of cartilaginous fishes.", biochemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,ichthine,Noun,An albuminous substance found in fish eggs.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,ichthyohemotoxin,Noun,Any poisonous substance found in the blood of fishes,,"1965, Bruce W. Halstead, Poisonous and Venomous Marine Animals of the World: Vertebrates:The 1904 article by Gley on the toxic action of the serum of the torpedo Torpedo marmorata was noteworthy in that the author reported ichthyohemotoxins were not limited to eels, but were widely distributed in fishes. 1995, Ji Davdek, Natural Toxic Compounds of Foods:Poisonings with ichthyohemotoxins are very rare because eel blood is perorally toxic only in large quantities. 2002, Lewis R. Goldfrank, Goldfrank's Toxicologic Emergencies, ISBN, page 1087:These same eels also possess an ichthyohemotoxin that is resistant to drying but can be destroyed by heating to greater than 65C (149F).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,ichthyootoxin,Noun,"Any poisonous substance found in the roe or gonads of fish, but not in other parts of the fish",,"1965, Bruce W. Halstead, Poisonous and Venomous Marine Animals of the World: Vertebrates:Asano and Itoh (1962) have investigated the chemical nature of this ichthyootoxin and found it to be a lipoprotein which they designated as dinogunellin. 1970, United States Dept. of Defense, Poisonous and Venomous Marine Animals of the World, page 810:Ichthyosarcotoxin may also be found in the roe of fishes, but it is found in other Parts of the fish as well, whereas ichthyootoxin is limited to the roe. 2001, Louis J. Casarett Curtis D. Klaassen, Casarett and Doull's Toxicology: The Basic Science of Poisons, ISBN:This type of poisoning involves a group of ichthyootoxins found in the roe and ovaries of carp, barbel, pike, sturgeons, gar, catfish, tench, bream, minnows, salmon, whitefish, trout, blenny, cabezon, and other freshwater and saltwater fish.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,ichthyosarcotoxin,Noun,Any poisonous substance found in fish that is not limited to the roe or to the blood,,"1970, United States Dept. of Defense, Poisonous and Venomous Marine Animals of the World, page 810:Ichthyosarcotoxin may also be found in the roe of fishes, but it is found in other Parts of the fish as well, whereas ichthyootoxin is limited to the roe. 1991, Farid E. Ahmed, Seafood Safety, page 100:The toxin involved is called tetrodotoxin and was originally believed to be a true ichthyosarcotoxin produced by the fish itself. 2012, David L. Spector, Dinoflagellates, ISBN, page 228:The other ichthyosarcotoxins that have been identified in ciguatoxic fish, scaritoxin and maitotoxin, lag behind ciguatoxin in physicochemical characterization.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,icospiramide,Noun,An antiemetic drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,idarubicin,Noun,A particular anthracycline drug used in chemotherapy.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,idazoxan,Noun,"A drug used in scientific research, acting as a selective 2 adrenergic receptor antagonist and as an antagonist for the imidazoline receptor.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,idebenone,Noun,"A drug developed to treat Alzheimer's disease and other cognitive defects, but now being investigated for treatment of neuromuscular diseases.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,idelalisib,Noun,A particular drug for the treatment of chronic lymphocytic leukemia.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,idioelectric,Noun,Any idioelectric substance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,idoxuridine,Noun,A particular antiviral drug used to combat herpesvirus.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,idrocilamide,Noun,A drug used as a topical cream to treat lumbago and other muscular pain.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,idursulfase,Noun,A drug used to treat Hunter syndrome,,It is a purified form of the lysosomal enzyme iduronate-2-sulfatase.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,ifosfamide,Noun,A particular drug used in chemotherapy.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,iliparcil,Noun,A thrombolytic drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,iloperidone,Noun,An atypical antipsychotic drug used to treat schizophrenia.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,iloprost,Noun,"A drug used to treat pulmonary arterial hypertension, scleroderma, Raynaud's phenomenon and ischemia.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,imafen,Noun,An antidepressant drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,imanixil,Noun,An antilipidemic drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,imatinib,Noun,A drug used to treat certain types of cancer.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,imazodan,Noun,A cardiotonic drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,imepitoin,Noun,A particular antiepileptic drug.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,imesatin,Noun,A dark yellow crystalline substance obtained by the action of ammonia on isatin., organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,crystalline substance,,crystalline,substance,,,,,,,,,crystalline,substance,,,,,,,,,crystalline,substance,,,,,,,,,crystalline,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,imidazenil,Noun,An anxiolytic drug derived from the benzodiazepine family.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,imidazole,Noun,"A heterocyclic organic compound containing two nitrogen atoms separated by a carbon atom in a five-membered ring, called 1,3-diazole in IUPAC nomenclature.", organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,compound,,compound,,,,,,,,,,compound,,,,,,,,,,compound,,,,,,,,,,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,iminoiodinane,Noun,Any hypervalent iodine compound of general formula R-N=I-R', organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,iodine compound,,iodine,compound,,,,,,,,,iodine,compound,,,,,,,,,iodine,compound,,,,,,,,,iodine,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,imipramine,Noun,a tricyclic heterocyclic compound used to treat depression," organic chemistry, medicine",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,heterocyclic compound,,heterocyclic,compound,,,,,,,,,heterocyclic,compound,,,,,,,,,heterocyclic,compound,,,,,,,,,heterocyclic,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,immunoadjuvant,Noun,Any substance added to a vaccine in order to improve the immune response, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,immunocontraceptive,Noun,Any drug that causes immunocontraception,,"2009 April 21, Jim Robbins, As Wild Horses Breed, a Voice for Contraception, in New York Times[1]:The real answer, according to Jay F. Kirkpatrick, director of the nonprofit science and conservation center at ZooMontana in Billings, is an immunocontraceptive called P.Z.P.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,immunodepressant,Noun,Any drug that causes immunodepression.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,immunogen,Noun,Any substance that elicits a immune response; an antigen, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,immunological,Noun,Any drug used to treat the immune system., medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,immunomodulator,Noun,A drug used for its effect on the immune system.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,immunonutrient,Noun,Any substance that provides immunonutrition, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,immunopharmaceutical,Noun,Any such drug (typically a modified protein),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,immunoreactive,Noun,Any substance that causes an immune reaction.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,immunorestorative,Noun,A drug that restores normal immune responses., immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,immunostimulant,Noun,Any substance that stimulates an immune response.," immunology, pharmacology",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,impervium,Noun,An impervious substance., science fiction,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,imponderable,Noun,"An imponderable substance or body; specifically, in the plural, a name formerly applied to heat, light, electricity, and magnetism.", physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance or body,,substance,or,body,,,,,,,,substance,or,body,,,,,,,,substance,or,body,,,,,,,,substance,or,body,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,improving agent,Noun,any substance added to flour in order to improve some aspect of its performance,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7085,impsonite,Noun,"A black carbonaceous substance, believed to be derived from a fluid bitumen which polymerized after filling a vein.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,imuracetam,Noun,A nootropic drug of the racetam family.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,incapacitant,Noun,Any device or substance used to incapacitate a person or crowd,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,device or substance,,device,or,substance,,,,,,,,device,or,substance,,,,,,,,device,or,substance,,,,,,,,device,or,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,incombustible,Noun,Any substance that is not flammable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010,incompatible,Noun,An incompatible substance; one of a group of things that cannot be placed or used together because of a change of chemical composition or opposing medicinal qualities," medicine, chemistry, chiefly in the plural",the incompatibles of iron,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,incrustant,Noun,Any substance that is dissolved in water which forms an incrustation when the water evaporates,,"1905, The Journal of Infectious Diseases:The total incrustants in the water, expressed in terms of calcium carbonate, are clearly the sum of their component bases, calcium and magnesium, expressed in terms of calcium carbonate. 1909, Water-supply Paper, page 188:Aluminum also is an incrustant present in most waters in quantities so small that it is not necessary to consider it; but when too much aluminum sulphate, a substance frequently used as a coagulant in filtering water, is added in the process of filtering, the excess passes through the filter and may cause trouble in the boiler, where it hydrolyzes, forming free sulphuric acid. 1986, Fletcher G. Driscoll, Groundwater and Wells, page 644:Solid particles of incrustant can be removed along with any fine sediments that may have entered the zone immediately around the screen after the well was placed in service.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,substance,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9847,indanedione,Noun,"1,3-indandione, an organic compound with the molecular formula C9H6O2.", organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,compound,,compound,,,,,,,,,,compound,,,,,,,,,,compound,,,,,,,,,,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,indanorex,Noun,A stimulant drug with appetite-suppressant and antihypoglycemic effects.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,indapyrophenidone,Noun,A synthetic drug of the cathinone class; the indanyl--phenyl analogue of the stimulant drug -PVP.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False,False,False,False,False,,drug,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
