Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term
1978,idyosincratic,Adjective,Misspelling of idiosyncratic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,idiosyncratic.
2159,ignominous,Adjective,Misspelling of ignominious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,ignominious.
2380,ileolumbar,Adjective,Misspelling of iliolumbar.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,iliolumbar.
2382,ileopsoas,Noun,Misspelling of iliopsoas,,"2013 July 13, David O Onu, Andrew W Hunn, Jens Peters-Willke, Charcot-Marie-Tooth syndrome and neurofibromatosis type 1 with multiple neurofibromas of the entire spinal nerve roots, in BMJ Case Reports[1], volume 2013, DOI:10.1136/bcr-2013-010078:In addition, he had multiple neurofibromas distributed within the ileopsoas and gluteus muscles and subcutaneous tissues.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,iliopsoas
2628,illeagle,Adjective,Misspelling of illegal.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,illegal.
2629,illeagle,Noun,Misspelling of illegal.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,illegal.
2775,illiolumbar,Adjective,Misspelling of iliolumbar.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,iliolumbar.
2776,illiophagous,Adjective,Misspelling of iliophagous.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,iliophagous.
2787,illistrate,Verb,Misspelling of illustrate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,illustrate.
3082,imageological,Adjective,Misspelling of imagological.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imagological.
3214,imatanib,Noun,Misspelling of imatinib,,"2015 August 1, Gabriel Chan, Pierre Garneau, Roy Hajjar, The impact and treatment of obesity in kidney transplant candidates and recipients, in Canadian Journal of Kidney Health and Disease[1], volume 2, DOI:10.1186/s40697-015-0059-4:The absorption of the oral chemotherapy agent, imatanib has also been shown to decrease by a range of 46% to 60% after sleeve gastrectomy, though no clinical effect on disease progression was observed [ 49 ].",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imatinib
3322,imbetween,Adjective,Misspelling of in-between.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in-between.
3542,imidazalinone,Noun,Misspelling of imidazolinone.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imidazolinone.
3601,imidizole,Noun,Misspelling of imidazole.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imidazole.
3625,iminent,Adjective,Misspelling of imminent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imminent.
3832,immeadiately,Noun,Misspelling of immediately.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immediately.
3957,immidazole,Noun,Misspelling of imidazole.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imidazole.
3994,imminium,Noun,Misspelling of iminium.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,iminium.
4017,immitance,Noun,Misspelling of immittance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immittance.
4230,immunoabsorbant,Adjective,Misspelling of immunoabsorbent,,"2015 October 10, N-Terminal Pro-B Type Natriuretic Peptide as a Marker of Bronchopulmonary Dysplasia or Death in Very Preterm Neonates: A Cohort Study, in PLOS ONE[1], DOI:10.1371/journal.pone.0140079:Electrochemiluminescent sandwich enzyme linked immunoabsorbant assays were used.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoabsorbent
4234,immunoabsorbtion,Noun,Misspelling of immunoadsorbtion.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoadsorbtion.
4235,immunoabsorbtion,Noun,Misspelling of immunoabsorption.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoabsorption.
4256,immunoadsorbance,Noun,Misspelling of immunoabsorbance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoabsorbance.
4261,immunoadsorbtion,Noun,Misspelling of immunoadsorption.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoadsorption.
4311,immunobloted,Verb,Misspelling of immunoblotted.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoblotted.
4312,immunobloting,Noun,Misspelling of immunoblotting.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoblotting.
4359,immunocitochemical,Adjective,Misspelling of immunocytochemical.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunocytochemical.
4375,immunocompetant,Adjective,Misspelling of immunocompetent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunocompetent.
4492,immunodimetric,Adjective,Misspelling of immunometric.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunometric.
4575,immunoflourescence,Noun,Misspelling of immunofluorescence.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunofluorescence.
4581,immunofluorimetry,Noun,Misspelling of immunofluorometry.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunofluorometry.
4597,immunogenecity,Noun,Misspelling of immunogenicity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunogenicity.
4668,immunohystochemical,Adjective,Misspelling of immunohistochemical.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunohistochemical.
4710,immunolable,Verb,Misspelling of immunolabel.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunolabel.
4778,immunomodulary,Adjective,Misspelling of immunomodulatory.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunomodulatory.
4779,immunomodulatary,Adjective,Misspelling of immunomodulatory.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunomodulatory.
4859,immunoperoxydase,Noun,Misspelling of immunoperoxidase.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoperoxidase.
4878,immunophillin,Noun,Misspelling of immunophilin.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunophilin.
4909,immunoprecipitatable,Adjective,Misspelling of immunoprecipitable,,"2015 November 25, Monocyte Caspase-1 Is Released in a Stable, Active High Molecular Weight Complex Distinct from the Unstable Cell Lysate-Activated Caspase-1, in PLOS ONE[1], DOI:10.1371/journal.pone.0142203:However, we were surprised to find that mature caspase-1 released outside the monocyte exists in two forms, an active, non-immunodepleteable form, and an inactive, immunoprecipitatable form.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoprecipitable
5032,immunosection,Noun,Misspelling of immunoselection.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoselection.
5063,immunosimulation,Noun,Misspelling of immunostimulation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunostimulation.
5064,immunosolvent,Noun,Misspelling of immunosorbent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosorbent.
5066,immunosorbant,Noun,Misspelling of immunosorbent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosorbent.
5068,immunosorbence,Noun,Misspelling of immunosorbance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosorbance.
5127,immunosuppresant,Noun,Misspelling of immunosuppressant.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppressant.
5128,immunosuppresion,Noun,Misspelling of immunosuppression.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppression.
5129,immunosuppresive,Noun,Misspelling of immunosuppressive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppressive.
5145,immunosupressant,Adjective,Misspelling of immunosuppressant.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppressant.
5146,immunosupression,Noun,Misspelling of immunosuppression.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppression.
5147,immunosupressive,Adjective,Misspelling of immunosuppressive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppressive.
5148,immunosupressor,Noun,Misspelling of immunosuppressor.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunosuppressor.
5200,immunoturbidiometric,Adjective,Misspelling of immunoturbidometric.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoturbidometric.
5205,immunoturbimetry,Noun,Misspelling of immunoturbidimetry.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,immunoturbidimetry.
5443,imparasyllabic,Adjective,Misspelling of imparisyllabic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,imparisyllabic.
5519,impassible,Adjective,Misspelling of impassable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,impassable.
5645,impedence,Noun,Misspelling of impedance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,impedance.
5897,imperical,Adjective,Misspelling of empirical.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,empirical.
5898,imperically,Adverb,Misspelling of empirically.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,empirically.
7379,in cohorts,Adverb,Misspelling of in cahoots.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in cahoots.
7445,in memorium,Adverb,Misspelling of in memoriam.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in memoriam.
7480,in principal,Adverb,Misspelling of in principle.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in principle.
7504,in tact,Adjective,Misspelling of intact.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,intact.
7517,in the same vane,Adverb,Misspelling of in the same vein.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in the same vein.
7641,inadmissable,Adjective,Misspelling of inadmissible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inadmissible.
7757,inappetance,Noun,Misspelling of inappetence,,"2015 July 6, Oxidized LDL and Fructosamine Associated with Severity of Coronary Artery Atherosclerosis in Insulin Resistant Pigs Fed a High Fat/High NaCl Diet, in PLOS ONE[1], DOI:10.1371/journal.pone.0132302:In general, inappetance responded to feeding regular chow for a few days before restarting the high fat/high NaCL diet.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inappetence
7848,inate,Adjective,Misspelling of innate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,innate.
7937,inbetween,Adjective,Misspelling of in-between.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in-between.
7938,inbetween,Adverb,Misspelling of in between.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in between.
8369,inceptosol,Noun,Misspelling of inceptisol.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inceptisol.
8417,incestous,Adjective,Misspelling of incestuous.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incestuous.
8418,incestously,Adverb,Misspelling of incestuously.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incestuously.
8492,inchoactive,Adjective,Misspelling of inchoative,,"1894, Memorial Record of the County of Cuyahoga and City of Cleveland, Ohio:All this time he had retained in an inchoactive form an idea of the distinctive line along which his life work should be directed, and once determined as to the course to be pursued he buckled on the barness and again lent himself to close application, eagerly taking up the study of legal lore with the aim of preparing himself for practice at the bar, a profession for which he was admirabiy adapted by natural endowment and mental characteristics, as is sulliciently evinced by the marked success he has attained. 1969, Albert Hodgkinson Brje Edgar Christopher Nordin, Proceedings of the Renal Stone Research Symposium, held at Leeds, April 1968:These are small, inchoactive stones having a minimal, but definite, matrix and with the calcium salts closely compacted. 1970, George Lakoff, Irregularity in syntax, page 107:We can also state a very simple rule in English for the addition of the prefix de- in the above examples: de- is added to adjectives that are negative and that undergo the inchoactive transformation. 1991, Robert I. Binnick, Time and the Verb: A Guide to Tense and Aspect, ISBN, page 310:In these examples, it is a special Aktionsart reading inchoactive or terminative which allows the container adverbial. 1992, Renos K. Papadopoulos, Carl Gustav Jung: Psychopathology and psychotherapy, ISBN, page 404:More specifically, Fernandez argues that individuals are 'inchoactive subjects', which means that they are in fact simply the personal pronouns 'I', 'you', 'we', and so on, which in themselves are abstract and inchoactive, that is they express the origin of the assumption of 'predicates', which grant these pronouns more concrete qualifications for a clearer, more comprehensible social definition. 1995, Gerard Ellis, Conceptual Structures: Applications, Implementation and Theory, ISBN:Kocura [18] presented a detailed study of inchoactive and causative situations using conceptual graphs. 1998, Mara Pa Lara, Moral Textures: Feminist Narratives in the Public Sphere, ISBN, page 175:Ricoeur argues: 'Another new source of complexity has appeared in the twentieth century, in particular with the stream-of-consciousness novel, so marvelously illustrated by a work of Virginia Woolf [To the Lighthouse], a masterpiece from the point of view of the perception of time ...[in which what] holds the center of attention is the incompleteness of personality, the diversity of levels of the conscious, the subconscious, and the unconscious, the stirring of unformulated desires, the inchoactive and evanescent character of feelings..."" 1998, Ekiadolor Journal of Education: EJE. - Volume 3, Issue 1, page 354:Science and technology in their inchoactive, primal forms are intangible, personal and cannot be said to be based on experience or reason. 2002, Marvin Gould Kramer, Substrate Transfer in Saramaccan Creole - Volume 1, page 47:They alternate between an inchoactive and a causative meaning. 2013, Gabriela Goldstein, Art in Psychoanalysis: A Contemporary Approach to Creativity and Analytic Practice:At times, sublimation is nothing less than the highest destiny of part drives, whereas at other times it is present from the outset, the very foundation of psychic life, present in unconscious fantasies (fantasme) and representations that constitute its inchoactive form (Schaud, 2005). 2014, Derrick de Kerckhove Cristina Miranda de Almeida, The Point of Being, ISBN, page 128:This qualification does not refer to individual dancing bodies that are more energetic and malleable; rather, it defines an enlarged sound body in a new-born state, inchoactive, unfinished, always looking to develop and balance itself out.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inchoative
8575,incidious,Adjective,Misspelling of insidious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,insidious.
8698,inclimate,Adjective,Misspelling of inclement.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inclement.
8970,incommodius,Adjective,Misspelling of incommodious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incommodious.
9001,incompatability,Noun,Misspelling of incompatibility.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incompatibility.
9027,incompitant,Adjective,Misspelling of incompetent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incompetent.
9278,incontravertable,Adjective,Misspelling of incontrovertible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incontrovertible.
9393,incorruptable,Adjective,Misspelling of incorruptible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incorruptible.
9473,incredibley,Adverb,Misspelling of incredibly.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incredibly.
10040,indelable,Adjective,Misspelling of indelible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indelible.
10155,indentified,Adjective,Misspelling of identified.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,identified.
10193,independant,Adjective,Misspelling of independent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,independent.
10194,independantly,Adverb,Misspelling of independently.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,independently.
10262,indestructable,Adjective,Misspelling of indestructible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indestructible.
10284,indeterminantly,Adverb,Misspelling of indeterminately.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indeterminately.
10675,indigodine,Noun,Misspelling of indigoidine.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indigoidine.
10780,indiscriminant,Adjective,Misspelling of indiscriminate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indiscriminate.
10781,indiscriminantly,Adverb,Misspelling of indiscriminately.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indiscriminately.
10809,indispensible,Adjective,Misspelling of indispensable,,"2008 March 21, Bernd Buldt, Benedikt Lwe and Thomas Mller, Towards a New Epistemology of Mathematics, in Erkenntnis, volume 68, number 3, DOI:10.1007/s10670-008-9101-6:However, whereas Van Bendegem and Van Kerkhove conclude by saying that experimental methods and an empirical basis form an indispensible backdrop for mathematical practice, Baker goes the other way and says that the fact that mathematicians use experiments in the context of discovery is compatible with the view that mathematics is a priori and deductive at its core.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indispensable
10883,inditements,Noun,Misspelling of indictments.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indictments.
11061,indolinum,Noun,Misspelling of indolinium,,"2016, Geon Hyeong Lee, Young Sik Kim, Theoretical study of asymmetric A--D--D--A' tribranched organic sensitizer for Dye-sensitized solar cells, in arXiv[1]:An asymmetric A-{\pi}-D-{\pi}-D-{\pi}-A' tribranched organic dye (dye1) with a cyanoacrylic acid and an indolinum carboxyl acid as electron acceptors and a triphenylamine as an electron donor was designed and theoretically investigated for dye-sensitized solar cells (DSSCs).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indolinium
11104,indopacific,Adjective,Misspelling of Indo-Pacific,,"2015 August 12, Relative Brain and Brain Part Sizes Provide Only Limited Evidence that Machiavellian Behaviour in Cleaner Wrasse Is Cognitively Demanding, in PLOS ONE[1], DOI:10.1371/journal.pone.0135373:Species living in the Mediterranean, Atlantic, and Northern Sea had similar encephalisation indices compared to the indopacific coral reef dwelling species.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,indo-pacific
11243,inductibility,Noun,Misspelling of inducibility.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inducibility.
11959,infact,Adverb,Misspelling of in fact.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,in fact.
12290,inferiolateral,Adjective,Misspelling of inferolateral.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inferolateral.
12392,inferrence,Noun,Misspelling of inference.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inference.
12536,infinate,Adjective,Misspelling of infinite.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,infinite.
12675,inflamatory,Adjective,Misspelling of inflammatory.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inflammatory.
12725,inflammed,Adjective,Misspelling of inflamed.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inflamed.
12877,influencable,Adjective,Misspelling of influenceable,,"2001, Martha B Bronson, Self-Regulation in Early Childhood [1] [2] A reasonable amount of order, regularity, and responsiveness in the environment allows the child to develop a sense that the world is predictable and influencable. [...] They are heavily interconnected by feedback loops, or reentrant mechanisms, that make possible high-order regulations between levels and are cognitively penetrable or influencable at some stage of development. 2003, Development and Perspectives of Landscape Ecology, Olaf Bastian and Uta Steinhardt edd. [3] The ecologically relevant soil characteristics and properties can be divided into stable (barely influencable) and unstable (easily influencable) ones. 2005, Rudolf Grnig and Richard Khn, Successful Decision Making [4] [5] Influencable features of the situation will often be useful as decision criteria. [...] For example, poor motivation in a sales organisation, an influencable feature, may result from unclear targets on the one hand and inadequate performance-related salary incentives on the other.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,influenceable
12924,influorescence,Noun,Misspelling of inflorescence.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inflorescence.
13002,infommercial,Noun,Misspelling of infomercial.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,infomercial.
13401,infraorders,Noun,Misspelling of infra-orders.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,infra-orders.
13529,infrutescense,Noun,Misspelling of infrutescence.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,infrutescence.
13688,ingenius,Adjective,Misspelling of ingenious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,ingenious.
14101,inheritence,Noun,Misspelling of inheritance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inheritance.
15064,innoculative,Adjective,Misspelling of inoculative.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inoculative.
15139,innundated,Adjective,Misspelling of inundated.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inundated.
15176,inocubate,Verb,Misspelling of inoculate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,inoculate.
15177,inocubate,Verb,Misspelling of incubate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,incubate.
15240,inomycin,Noun,Misspelling of ionomycin.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,True,ionomycin.
