Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
11448,industrial scale,Noun,Largeness.," colloquial, often attributive",,False,False,False,False
13268,infra dig,Adjective,"beneath one's dignity 1919, H", colloquial,"L. Mencken, The American Language, Preface to the Second Edition It would be regarded as infra dig, I am told, for an American professor of English to concern himself too actively with the English spoken by nearly a hundred millions of his countrymen.",False,False,False,False
14572,inkfish,Noun,An octopus or squid., colloquial,,False,False,False,False
14573,inkfish,Noun,A cuttlefish., colloquial,,False,False,False,False
15694,insect,Noun,"Any small arthropod similar to an insect including spiders, centipedes, millipedes, etc The swamp is swarming with every sort of insect.", colloquial,,False,False,False,False
15950,inside,Noun,"The interior organs of the body, especially the guts", colloquial;; in the plural,Eating that stuff will damage your insides.,False,False,False,False
15955,inside,Adverb,In prison, colloquial,"He's inside, doing a stretch for burglary.",False,False,False,False
17139,insultant,Noun,A consultant who is willing to criticise the organisation that they work for," business, colloquial","2004, William R. Childs, Scott B. Martin, Wanda Stitt-Gohdes, Business and Industry: Corporate governance to entrepreneurship As a consultant, he has specialized in strategy and policy for businesses, nonprofits, and government agencies around the globe. He is perhaps most famous for his direct criticisms of management, acknowledging that clients consider him a management ""insultant."" 2008, Lu KeeHong, The 7e Way of Leaders (page 3) Not surrounding yourself with only the 'Yes' men and women. Invite some 'Insultants' instead of just Consultants to keep you honest. Most consultants will tell you what you want to hear [] 2014, BusinessNews Publishing, Summary: The Breakthrough Company Breakthroughs like having insultants around because they're prepared to buck convention and challenge the fundamental assumptions of the business. Outsiders serving as insultants are generally best because they feel no need to defer to the preferences of the CEO in order to enhance their promotion prospects.",False,False,False,False
17764,intensive care,Noun,Shortening of intensive care unit.," medicine, colloquial",,False,False,False,False
24179,invis,Adjective,Clipping of invisible, colloquial,I was playing Super Mario and was on a PB pace but out of nowhere this invis wall showed up and the run was dead.,False,False,False,False
25501,ironing board,Noun,A flat-chested woman," idiomatic, colloquial","2018 January 12, Amanda Devlin, 'suck my t*ts' Ferne McCann defends her boobs in rant at trolls who cruelly mocked her ironing board figure, in The Sun[1]:",False,False,False,False
26276,ish,Adverb,"somewhat, reasonably, fairly The exam went well..", colloquial,"mostly... ish. ""Was the film any good?"" ""Ish."" 26 May 2012, Jason VandenBerghe, The Five Domains of Play, Gotland Game Conference, Uppsala University: This is where I started. Does Hermione like Dark Souls? Ish.",False,False,False,False
26277,ish,Adverb,"about, approximately 1974, Kingsley Amis, Ending up, page 11:'With luck, about twelve.' 'Ah,' said Bernard", colloquial,"'Twelve-thirty. Ish.' 2007, Marne Davis Kellogg, Friends in High Places, page 283:How old are you? Fifty-ish?"" / ""Ish."" / The color flared in her cheeks but she didn't look as though she were going to shoot me.",False,False,False,False
26383,isn't,Noun,Something or someone that is defined by the lack of the characteristic being discussed.," colloquial, nonstandard",,False,False,False,False
28053,it,Adjective,Most fashionable, colloquial,"2007 September, Vibe, volume 15, number 9, page 202: Going away for the weekend and feel the need to profile en route? This is the ""it"" bag. David Germain, Hilarious Kick-Ass delivers bloody fun, Associated Press, 2010: With Hit Girl, Moretz is this year's It Girl, alternately sweet, savage and scary.",False,False,False,False
28054,it bag,Noun,A kind of expensive designer handbag that is a must-have for fashionable people.," colloquial, 1990s-2000s",,False,False,False,False
28108,itch,Verb,To scratch or rub so as to relieve an itch," transitive, colloquial","2002, M D Huddleston, Missing Paige: ""What makes you suspect him?"" Max asked as he itched his neck. 2002 January 4, ""Cyd"" (username), Itching, in alt.support.mult-sclerosis, Usenet: I have to take both shoes and socks off! If I go bare foot I'm ok! I also get itching on my r/palm of my hand. I itch it so much that it's raw! 2003 November 21, ""Jim Patterson"" (username), Behavior Therapy for Itchy Clothes?, in alt.support.ocd, Usenet: Basically I go through a half hour of trying to figure out of it is an fake OCD itch or a regular itch before I itch it (if I determine it's a ""fake"" itch, then I try not to itch it). 2003, Ray Emerson, The Riddle of Cthulhu: Ulysses thumped his side and itched his back side, then slipped into his car. 2004, Philip Smucker, Al Qaeda's Great Escape: The Military and the Media on Terror's Trail: But when we asked more about the famous man whose specter still commanded the heights, the guard just sneered at me, pointed his gun back toward the road with one hand, and itched his chin with the other.",False,False,False,False
28121,itchies,Noun,An itchy or fidgety condition, colloquial,"2011, Shirin Dubbin, Chaos Tryst You've gotta get rid of the stinging itchies if you want to keep a man.",False,False,False,False
28266,itinerant worker,Noun,"A temporary worker, particularly for exhausting manual labor."," colloquial, Southern California",,False,False,False,False
426,dadrock,Noun,"Rock music that appeals to an older generation, or that is heavily influenced by that of an earlier era.", colloquial,,False,False,False,False
697,daily,Verb,"To drive an automobile frequently, on a daily basis, for regular and mundane tasks."," US, automotive, colloquial",,False,False,False,False
1125,dambuster,Noun,An aircraft used to destroy dams by dropping bombs on them., colloquial,,False,False,False,False
1126,dambuster,Noun,The pilot of this kind of aircraft., colloquial,,False,False,False,False
1476,dance the hempen jig,Verb,To be executed by hanging., colloquial,,False,False,False,False
1769,dangling,Noun,"All out, open throttle, with all you have"," colloquial, Canada, US","[from 20th c.] 1866, Mark Lemon, Falkner Lyle, Or, The Story of Two Wives [] Falkner's quick-sighted honour would not have tolerated your brother's danglings at the skirts of beauty.",False,False,False,False
2358,dart,Noun,A cigarette," Australia, Newfoundland, colloquial","2017, April 18, Craig Little, The Guardian, Hawthorn are not the only ones finding that things can get worse The Tigers will also face Jesse Hogan, still smarting from missing a couple of games but not life inside the AFL bubble, where you cant even light up a dart at a music festival without someone filming it and sending it to the six oclock news.",False,False,False,False
2670,data rot,Noun,The gradual decay of storage media., colloquial,,False,False,False,False
2932,dateworthy,Adjective,"Worth accompanying on a date, or romantic outing.", colloquial,,False,False,False,False
4233,dead from the neck up,Adjective,Very stupid; brain-dead., colloquial,,False,False,False,False
4295,dead marine,Noun,An empty beer bottle., colloquial,,False,False,False,False
4333,dead on one's feet,Adjective,"tired to the point of exhaustion, but still awake and out of bed", colloquial,,False,False,False,False
4582,deadline fighter,Noun,"A person who only begins work on a project, assignment, etc., right before the due date and time."," Hong Kong, colloquial",,False,False,False,False
5063,dearie,Noun,A person who is dear; sweetie.," colloquial, chiefly as a term of address",,False,False,False,False
6676,decel,Noun,deceleration, colloquial,,False,False,False,False
8751,dee,Noun,Police detective, colloquial,the dees are about.,False,False,False,False
9181,dees,Noun,Police detectives, colloquial,the dees are about.,False,False,False,False
9754,deffo,Adjective,Definite," colloquial, Australia, Britain, Ireland, usually with ""for""","2003, Grace Dent, LBD: its a girl thing[1], page 45:I know for certain theyre not speaking to each other, thats for deffo, not that Ive even seen them in the same room over the last week to confirm their silence. 2009, Joe Stretch, Wildlife, unnumbered page, An infection. Nothing serious. Theyll have some colour in them soon, for deffo. 2009, Stephen Leonard Lancashire, Immaculate Deception[2], page 271:Couldnt say for deffo, probably at least fifteen years old, but I know they dont make them like these any more for exactly the reason youve just seen. The security systems shite. 2010, Simon Pegg, Nerd Do Well[3], page 25:Needles wilted under the force of Peggs demand, his eyes widened and he seemed to shrink in size, and I cant say for deffo but I think he probably wet himself.",False,False,False,False
9755,deffo,Adverb,Definitely," colloquial, Australia, Britain, Ireland","He told me that he's deffo going to be there tonight. 2009, Nick Leather, Billy Wonderful[4], page 12:And I deffo dont believe in me, cos Im a proper knobhead, arent I, and always have been. 2011, Andrew Fitzpatrick, Strictly Legal[5], page 128:Its weird, but even though Dosser was only grounded for like two weeks, I was actually starting to kind of miss him, and I deffo wouldve loved to have gone for a good old-fashioned crow-hunt that Saturday afternoon, [] . 2011, Maggie Graham, Me and My Animals[6], page 142: [] And no giving in at the slightest whimper. Agreed? Deffo! He couldnt see my fingers crossed behind my back.",False,False,False,False
12011,delicious,Adjective,Metaphorically pleasing to taste; pleasing to the eyes or mind, colloquial,"The irony is delicious! 1986, Patrick Lichfield, Courvoisier's Book of the Best (page 230) But the houses are so delicious and the way they're townscaped on to hilly bits is absolutely wonderful. 1749, Henry Fielding, The History of Tom Jones, a Foundling. In Six Volumes, volume (please specify |volume=I to VI), London: Printed by A[ndrew] Millar,[], OCLC 928184292: Jones had not travelled far before he paid his compliments to that beautiful planet, and, turning to his companion, asked him if he had ever beheld so delicious an evening?",False,False,False,False
13809,demountable,Noun,"A temporary and portable building, especially a portable classroom in a school."," Australia, colloquial",,False,False,False,False
13921,demy,Noun,"One holding a demyship, a kind of scholarship for Magdalen College, Oxford", colloquial,"1781, Samuel Johnson, Addison, Lives of the Poets, 1840, Arthur Murphy (editor), The Works of Samuel Johnson, LL. D., Volume 2, page 132, [] by whose recommendations he was elected into Magdalen College as a demy; a term by which that society denominates those elsewhere called scholars, young men who partake of the founder's benefaction, and succeed in their order to vacant fellowships; []",False,False,False,False
14921,denuke,Verb,Short for denuclearize," transitive, colloquial","2014, Jahangir Amuzegar, The Islamic Republic of Iran: Reflections on an Emerging Economy There have been suggestions by a number of American neoconservative hawks to denuke Iran with swift, massive, devastating force that decapitates the regime.",False,False,False,False
15579,dependency hell,Noun,"The situation when installed software packages have conflicting, incompatible dependencies on specific versions of other software packages."," computing, colloquial",,False,False,False,False
17484,des,Noun,Desflurane.," medicine, colloquial",,False,False,False,False
17485,des res,Noun,A desirable residence.," Britain, colloquial",,False,False,False,False
18191,designated hitter,Noun,A person who is asked to substitute for another in handling a portion of a task for which the other is less capable., colloquial,,False,False,False,False
19255,destressification,Noun,The reduction or elimination of emotional stress.," colloquial, nonce word",,False,False,False,False
19282,destroy,Verb,To defeat soundly.," colloquial, transitive",,False,False,False,False
22218,dialect,Noun,"A language existing only in an oral or non-standardized form, especially a language spoken in a developing country or an isolated region", colloquial,Synonym: vernacular,False,False,False,False
22219,dialect,Noun,"A lect (often a regional or minority language) as part of a group or family of languages, especially if they are viewed as a single language, or if contrasted with a standardized idiom that is considered the 'true' form of the language (for example, Cantonese as contrasted with Mandarin Chinese, or Bavarian as contrasted with Standard German)", colloquial,"1995, Michael Clyne Michael G. Clyne, The German Language in a Changing Europe, ISBN, page 117:The question could be put: 'Is there anything inherent in a dialect which gives it a negative stigma or is it that the status of the majority of the speakers is transferred to the dialect?' something that occurs in many regions in different countries. 2010, Mirjam Fried, Jan-Ola stman, Jef Verschueren, Variation and Change: Pragmatic perspectives, ISBN, page 61:Bloomfield, for example, noted that local dialects are spoken by the peasants and the poorest people of the towns (1933: 50) though he also thought that the lower middle class spoke 'sub-standard' speech. 2014, Elizabeth Mary Wright, Rustic Speech and Folk-Lore:Among common errors still persisting in the minds of educated people, one error which dies very hard is the theory that a dialect is an arbitrary distortion of the mother tongue, a wilful mispronunciation of the sounds, and disregard of the syntax of a standard language. Synonyms: vernacular, patois (often derogatory)",False,False,False,False
23136,diastolic,Noun,Short for diastolic blood pressure.," medicine, colloquial",,False,False,False,False
23994,dickishness,Noun,The quality of being dickish., colloquial,,False,False,False,False
23995,dickishness,Noun,Dickish behavior., colloquial,,False,False,False,False
24077,dicky,Noun,A louse., colloquial,,False,False,False,False
24091,dicky,Adjective,"doubtful, troublesome; in poor condition He had a dicky heart.", colloquial,,False,False,False,False
24116,diclox,Noun,Short for dicloxacillin.," medicine, colloquial",,False,False,False,False
24614,die,Verb,To be mortified or shocked by a situation," intransitive, colloquial, hyperbolic","If anyone sees me wearing this ridiculous outfit, I'll die.",False,False,False,False
25212,difficulties,Noun,a series of frustrations, colloquial,,False,False,False,False
25429,dig in,Verb,To begin eating, colloquial,"I wanted to say grace before dinner, but the kids were already digging in.",False,False,False,False
25430,dig in,Verb,To engage in a burst of hard work, colloquial,"I've got to dig in for a couple of weeks to secure my promotion. 2011 November 5, Phil Dawkes, QPR 2 - 3 Man City, in BBC Sport[1]:Mancini's men were far from their best but dug in to earn a 10th win in 11 league games and an eighth successive victory in all competitions to maintain their five-point lead at the top of the table.",False,False,False,False
25496,digerati,Noun,People who are considered the elite in using computers and the Internet., colloquial,,False,False,False,False
25997,digs,Noun,Lodgings," plural only, colloquial","From diggings. 1922 February, James Joyce, Ulysses, Paris: Shakespeare Co.; Sylvia Beach, OCLC 560090630; republished London: Published for the Egoist Press, London by John Rodker, Paris, October 1922, OCLC 2297483:, Episode 16 Corley at the first go-off was inclined to suspect it was something to do with Stephen being fired out of his digs for bringing in a bloody tart off the street.",False,False,False,False
26568,dilemmanade,Noun,"A notional drink, a positive thing that one makes by making the best of dilemmas one faces", colloquial,"1988, Nursery Manager: When life deals you a dilemma, just make dilemmanade If you let your attitude go bad, it doesn't take very long for that negative feeling to get passed on to your staff and then to your customers. 1993, Swami Beyondananda, Steve Bhaerman, When you see a sacred cow-- milk it for all it's worth (ISBN): This is truly a dilemma. But as my guru harry Cohen Baba once told me, when you're faced with a dilemma, the only thing to do is make dilemmanade. Yes, we need a new approach, something truly revolutionary and earth-shaking. 2013, Nathan Richendollar, Sic Semper Res Publica (ISBN), page 123: The citizens could easily obtain weapons equal to the grade of the weapons that the military was using in the 1790s. Today, that means that we have a slight bit of a dilemma, because citizens probably shouldn't have mutated Smallpox and agent orange just sitting around in their basements. but, you know the saying; if life gives you lemons, make lemonade. Conversely, if life gives you a dilemma, make dilemmanade.",False,False,False,False
26752,dim,Adjective,Not smart or intelligent, colloquial,"He may be a bit dim, but he's not stupid.",False,False,False,False
27271,dimmie,Noun,Dim sim.," Australia, colloquial",,False,False,False,False
27307,dimp,Noun,A small or short cigarette.," Britain, colloquial, chiefly Mancunian",,False,False,False,False
27308,dimp,Noun,"The butt end of a cigarette, before it has been completely smoked; a half-smoked cigarette."," Britain, colloquial, by extension",,False,False,False,False
27436,ding,Noun,A rejection, colloquial,I just got my first ding letter.,False,False,False,False
27440,ding,Verb,To fire or reject," transitive, colloquial",His top school dinged him last week.,False,False,False,False
27441,ding,Verb,"To deduct, as points, from another, in the manner of a penalty; to penalize"," transitive, colloquial","My bank dinged me three bucks for using their competitor's ATM. 2015 August 7, Ron Lieber, Bringing paternity leave into the mainstream [print version: Paid leave expands for fathers, but will there be any takers?, International New York Times, 10 August 2015, p.14], in The New York Times[1]: [] [E]mployees don't feel like they're going to get dinged on performance reviews because they had the same goals as a guy who had been there all 12 months with no leave.",False,False,False,False
27463,ding dong,Noun,An idiot," colloquial, derogatory",My girlfriend's math teacher is a ding dong.,False,False,False,False
27799,dinosaur,Noun,"A person or organisation that is very old, has very old-fashioned views, or is not willing to change and adapt."," figuratively, colloquial",,False,False,False,False
27800,dinosaur,Noun,Anything no longer in common use or practice.," figuratively, colloquial",,False,False,False,False
27814,dinosaurish,Adjective,"Old-fashioned, outdated.", colloquial,,False,False,False,False
28149,dip,Verb,To leave," intransitive, colloquial",He dipped out of the room so fast.,False,False,False,False
28523,diplolingo,Noun,The jargon used by diplomats, colloquial,"2008 April 13, William Safire, Revanche Is Sweet, in New York Times[1]:Another McCain linguistic thrust: in diplolingo, realist was a word adopted a few years ago by foreign-policy wonks tired of being called accommodationist by Kissingerian exponents of tough-minded realpolitik.",False,False,False,False
29450,dirty weekend,Noun,"A weekend break for a couple, without their children, giving them the opportunity to have sex.", colloquial,,False,False,False,False
34546,dissental,Noun,A dissent from an order denying rehearing en banc," US, law, colloquial","Alex Kozinski James Burnham, ""I Say Dissental, You Say Concurral"", The Yale Law Journal Online Increasing numbers of circuit judges are writing dissents from, and concurrences in, orders denying rehearing en banccolloquially known as dissentals and concurrals.",False,False,False,False
36521,divey,Adjective,"Having the character of a dive, a disreputable bar or nightclub", colloquial,That new restaurant is kind of divey.,False,False,False,False
37024,dizzy limit,Noun,Synonym of giddy limit, colloquial,,False,False,False,False
37128,do,Noun,"A party, celebration, social function", colloquial,"Were having a bit of a do on Saturday to celebrate my birthday. 2013, Russell Brand, Russell Brand and the GQ awards: 'It's amazing how absurd it seems' (in The Guardian, 13 September 2013)[13] After a load of photos and what-not, we descend the world's longest escalator, which are called that even as they de-escalate, and in we go to the main forum, a high ceilinged hall, full of circular cloth-draped, numbered tables, a stage at the front, the letters GQ, 12-foot high in neon at the back; this aside, though, neon forever the moniker of trash, this is a posh do, in an opera house full of folk in tuxes.",False,False,False,False
37160,do-little,Noun,One who performs little though professing much, colloquial,Bishop Richardson Great talkers are commonly do-littles.,False,False,False,False
37209,do in,Verb,To kill or end," transitive, colloquial","By the eighth mile, I was sure that finishing the 10-mile hike would do me in. We very nearly did in an entire keg of beer that weekend. 2017 October 27, Alex McLevy, Making a Killing: The Brief Life and Bloody Death of the Post-Scream Slasher Revival, in The A.V. Club[1], archived from the original on 5 March 2018:Slasher fans rejoicedfor a couple years anyway, until the boom swiftly faded, done in by the same causes that fell so many other eruptions of a style or genre, of any medium: The host of imitators are never as good as what inspired the affection in the first place.",False,False,False,False
37210,do in,Verb,"To exhaust, to tire out"," transitive, colloquial",Im off to bed. Im completely done in.,False,False,False,False
37211,do in,Verb,To damage or injure," transitive, colloquial",Im off work at the moment; Ive done my back in.,False,False,False,False
37213,do it,Verb,To be appealing, colloquial,"A green shirt with orange slacks really doesnt do it for me, Im afraid.",False,False,False,False
37226,do one,Verb,"To go away, to leave; to get lost"," Britain, colloquial","2019, Daniel Lavelle, The Guardian, 20 March: I am a northerner and if any daft apeth with a cob on wants to mither me about my accent, they can do one.",False,False,False,False
37241,do out,Verb,"to decorate, tidy or clean"," colloquial, transitive",,False,False,False,False
37242,do out of,Verb,To use unfair means to deprive (someone) of (something) That swindler did me out of 100., colloquial,,False,False,False,False
37272,do time,Verb,To spend time in prison (as a prisoner), colloquial,"My wife is unavailable for three months, as she's doing time for fraud.",False,False,False,False
37276,do up,Verb,"To redecorate (a room, etc.); to make improvements to a home or domestic property"," transitive, idiomatic, colloquial",I'm going to do up the living room next. They've done up the house so that they can sell it more easily.,False,False,False,False
38097,dog's age,Noun,A long time; many years," US, colloquial","John Higgins, I haven't seen you in a dog's age.",False,False,False,False
38503,dogie,Noun,A motherless calf in a range herd of cattle; a calf separated from its cow," US, regional, colloquial","[from 19th c.] 2013, Philipp Meyer, The Son, Simon Schuster 2014, p. 49: When she was a child, her father often gave her orphaned calves to look after, and every so often, she would fold the grown ones in with the steers when they were shipped off to Fort Worth. She made enough money off her dogies to make investments in stocks []",False,False,False,False
38607,dogpile,Noun,A disorderly pile of people formed by jumping upon a victim, US colloquial,"1948 November 21, Los Angeles Times, Sect. i, p. 20: The bottom man of a 'dog pile' in a fraternity house scuffle is in a hospital with a neck dislocation.",False,False,False,False
38608,dogpile,Noun,Any similarly disorderly pile of people or things," figuratively, US colloquial","1921 November 19, The Nebraska State Journal, p. 3: Purdy tucked the pigskin under his elbow and cantered over a dog-pile for a tally. 1993, Christopher G. Jones, Object-Oriented Analysis with CASE, in Computer-aided Software Engineering[1], ISBN, page 348:Unscrambling the dogpile of objects can be messy.",False,False,False,False
38610,dogpile,Verb,To jump into a dogpile," US colloquial, transitive, intransitive, often with 'on'","c. 1947, Tamotsu Shibutani, The Derelicts of Company K, p. 273: He can either take a beating from one man or... be dogpiled by a dozen men. 1989 September 7, The Los Angeles Times, Sect. ix, p. 16: I fumbled the snap, fell on the ball and about 10 guys dog-piled on top of me. 2003, Nancy Holder, Buffy the Vampire Slayer: Chosen[2], ISBN, page 657:A vampire got her around the neck from behind; then more, dogpiling her.",False,False,False,False
38611,dogpile,Verb,"To pile on, to overwhelm in other senses"," figuratively, US, colloquial, transitive, intransitive","2005, Craig Spector, Underground[3], ISBN, page 169:But this guy was serious, using online payment services and dogpiling her e-mail box within minutes, requesting expedited shipping.",False,False,False,False
38654,dogsick,Adjective,Very unwell; sick as a dog., colloquial,,False,False,False,False
38953,dollar,Noun,"A quarter of a pound or one crown, historically minted as a coin of approximately the same size and composition as a then-contemporary dollar coin of the United States, and worth slightly more"," Britain, colloquial, historical","1990 October 28, Paul Simon, Born at the Right Time, The Rhythm of the Saints, Warner Bros. We like to go down to restaurant row / Spend those euro-dollars / All the way from Washington to Tokyo 2013 June 1, Towards the end of poverty, in The Economist[1], volume 407, number 8838, page 11:But povertys scourge is fiercest below $1.25 (the average of the 15 poorest countries own poverty lines, measured in 2005 dollars and adjusted for differences in purchasing power): people below that level live lives that are poor, nasty, brutish and short.",False,False,False,False
38983,dollarette,Noun,A dollar whose value has depreciated.," colloquial, derogatory",,False,False,False,False
39169,dolphin hugger,Noun,An environmentalist who is considered to be too earnest.," colloquial, derogatory",,False,False,False,False
39170,dolphin hugger,Noun,A would-be marine biologist who wants to work with animals but has little interest in science and academia.," colloquial, derogatory",,False,False,False,False
39729,doney,Noun,"girl, sweetheart, darling, young woman, woman May 7, 1927, Uncle Dave Macon, ""Tell Her To Come Back Home"", Vocalion 5153 1951, Elmore James, Dust My Broom a no-good doney, shouldn't allow her on the street late 20th century, Mississippi blues musician R", colloquial,"L. Burnside, ""Long Haired Doney""",False,False,False,False
39913,doo-doo,Noun,Difficulty; trouble, colloquial,Profit margins are down and we're all in deep doo-doo.,False,False,False,False
40540,dorkus,Noun,A silly or foolish person, colloquial,"2000, Luis Gabriel Aguilera, Gabriel's Fire, page 70:""Push the door,"" screamed Carlos. ""You dorkus!""""Oh."" I grabbed the handle of the door and moved forward. 2010, Nahall Nikoo Fells, Drowning in the Mainstream: Confessions of a Sister, page 87:No, I don't hate you, dorkus! Believe me, I know you wouldn't do something like this on purpose.",False,False,False,False
40944,dot,Verb,To punch (a person), colloquial,"2016, Kerry Greenwood, Murder and Mendelssohn, Sydney: Allen and Unwin, page 332:`Which means,' said John, `that someone dotted him a good one, shoved him into the bathtub, ran the water, then opened his mouth and poured champagne into it until he drowned.'",False,False,False,False
40972,dot dot dot,Noun,An ellipsis, colloquial,"2001 May 8, Darin Horton, build button, dot dot dot, ellipse, in microsoft.public.access.forms, Usenet[1], message-ID urUrrh71AHA.956@tkmsftngp03: Is there a way, other then creating my own command button, that I can get the dot dot dot button next to a field on my form in Access 2000. 2001 October 29, Matt Lane, Making a Recordset Field Cut short with dot dot dot! Help!, in macromedia.ultradev, Usenet[2], message-ID B802F5BA.25E0%mlane@thefoundationdesign.com: [the words dot dot dot are in the title] How do I make a recordset field which may be cut short like on a search engine so it only displays a certain ammount of characters and then ends ...? 2009 September 27, Chip Eastham, Re: Repetition-Operator in mathematical formulas?, in sci.math, Usenet[3], message-ID 601c1c83-5906-4713-95de-8cb76d47762e@p23g2000vbl.googlegroups.com: The ""dot-dot-dot"" (ellipsis) is commonly used to indicate omitted terms or signs of the kind you ask about.",False,False,False,False
41129,dotty,Adjective,"Mildly insane or eccentric; often, senile"," Britain, colloquial",My nan has got dottier and dottier since passing the age of eighty.,False,False,False,False
41283,double-dink,Verb,"To ride two on a horse, bicycle etc"," Australia, colloquial","1985, Peter Carey, Illywhacker, Faber and Faber 2003, p. 500: Any mug could see we were not discussing bicycles. You're going to double-dink me, she said. [] Put me in my ball gown on your bar. I'll double-dink you, I said. It'd be a pleasure.",False,False,False,False
41298,double-dog-dare,Verb,Alternative form of double dog dare, colloquial,,False,False,False,False
41299,double-dog-dare,Noun,Alternative form of double dog dare, colloquial,,False,False,False,False
41304,double-dog dare,Verb,Alternative form of double dog dare, colloquial,,False,False,False,False
41305,double-dog dare,Noun,Alternative form of double dog dare, colloquial,,False,False,False,False
41502,double Dutch,Noun,Sex using a condom and the contraceptive pill at the same time., colloquial,,False,False,False,False
