Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term
47815,dual-citizenship,Noun,attributive form of dual citizenship dual-citizenship status,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,dual citizenship dual-citizenship status
48444,due-process,Noun,attributive form of due process,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,due process
49358,dungaree,Noun,"attributive form of dungarees 1928, Lawrence R",,"Bourne, chapter 2, in Well Tackled![1]:Meanwhile, Macpherson stood just outside the door, holding a cold chisel which he had taken from a dungaree pocket [...] and there Mr. Willison found him.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"dungarees 1928, lawrence r"
1455,quantum-limit,Noun,attributive form of quantum limit,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,quantum limit
1722,quarter-past,Noun,attributive form of quarter past His quarter-past bathroom break,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,quarter past his quarter-past bathroom break
1738,quarter-to,Noun,attributive form of quarter to his quarter-to bathroom break,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,quarter to his quarter-to bathroom break
3081,question-mark,Noun,attributive form of question mark question-mark key,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,question mark question-mark key
4761,quotation-mark,Noun,attributive form of quotation mark quotation-mark use,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,quotation mark quotation-mark use
4826,quotient-space,Noun,attributive form of quotient space quotient-space map,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,quotient space quotient-space map
2421,zoological-garden,Noun,attributive form of zoological garden zoological-garden denizens,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,zoological garden zoological-garden denizens
2980,odd-job,Noun,Attributive form of odd job,,"2012, Tom Quinn, They Also Serve: The real life story of my time in service as a butler, ISBN:We had the logs delivered and an odd-job man carted them upstairs, but in the absence of a footman I had to make sure all the fires were lit and kept going in winter. 2014, Javaid Syed, Those Houses on the Ridge: Lone Suicide, ISBN:On Jaffer's second day of joining this group of odd-job seekers, a man who came in his car and hired a fat man from the queue with a ladder and a bucket in his hand, to whitewash his house, also took Jaffer as an extra hand, at almost half the rate which the man was to be paid. 2016, Gregory Eliyu Guldin, Farewell to Peasant China, ISBN:This makes it easier to understand why odd-job workers become the target every time the government cleans up the city, although they toil for the least pay and are subject to all kinds of injustices.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,odd job
3601,off-brand,Noun,attributive form of off brand off-brand sugar,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,off brand off-brand sugar
8692,open-book,Noun,attributive form of open book open-book decomposition,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,open book open-book decomposition
9149,operating-room,Noun,attributive form of operating room operating-room procedures,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,operating room operating-room procedures
9150,operating-system,Noun,attributive form of operating system,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,operating system
9151,operating-theatre,Noun,attributive form of operating theatre operating-theatre procedures,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,operating theatre operating-theatre procedures
11278,ordinal-number,Noun,attributive form of ordinal number,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,ordinal number
14740,other-woman,Noun,attributive form of other woman other-woman status,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,other woman other-woman status
16172,outer-space,Noun,attributive form of outer space,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,outer space
1440,wall-clock,Noun,attributive form of wall clock wall-clock imperturbability,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,wall clock wall-clock imperturbability
4215,water-buffalo,Noun,attributive form of water buffalo water-buffalo smell,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,water buffalo water-buffalo smell
4267,water-vapor,Noun,attributive form of water vapor water-vapor production,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,water vapor water-vapor production
5934,weak-tea,Noun,attributive form of weak tea,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,weak tea
6175,wear-and-tear,Noun,attributive form of wear and tear the wear-and-tear exemption to the warranty,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,wear and tear the wear-and-tear exemption to the warranty
6354,weather-gauge,Noun,attributive form of weather gauge,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,weather gauge
6591,web-browser,Noun,attributive form of web browser,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,web browser
10961,white-cell,Noun,attributive form of white cell white-cell count,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,white cell white-cell count
11009,white-hole,Noun,attributive form of white hole,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,white hole
11032,white-meat,Noun,attributive form of white meat white-meat patty,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,white meat white-meat patty
11054,white-stork,Noun,attributive form of white stork It had a white-stork look.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,white stork it had a white-stork look.
12021,whole-note,Noun,attributive form of whole note,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,whole note
12248,whooping-crane,Noun,attributive form of whooping crane,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,whooping crane
13223,wild-boar,Noun,attributive form of wild boar,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,wild boar
13919,wind-instrument,Noun,attributive form of wind instrument wind-instrument manufacturer,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,wind instrument wind-instrument manufacturer
14384,windscreen-washer,Noun,attributive form of windscreen washer windscreen-washer malfunction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,windscreen washer windscreen-washer malfunction
15570,wisdom-tooth,Noun,attributive form of wisdom tooth wisdom-tooth pain,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,wisdom tooth wisdom-tooth pain
18004,woolly-bear,Noun,attributive form of woolly bear My snack had a woolly-bear crunch.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,woolly bear my snack had a woolly-bear crunch.
18008,woolly-worm,Noun,attributive form of woolly worm,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,woolly worm
18443,work-release,Noun,attributive form of work release work-release program,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,work release work-release program
339,baby-oil,Noun,attributive form of baby oil baby-oil application,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,baby oil baby-oil application
2757,bad-boy,Noun,"attributive form of bad boy 2012, Jackie Collins, L.A",,"Connections, ISBN:Cherie lasted exactly one week before being discovered by one of the customers Howie Powers the bad-boy son of a rich business executive. 2013, Dennis Rodman, Jack Isenhour, I Should Be Dead By Now: The Wild Life and Crazy Times of the NBA's Greatest Rebounder, ISBN:While I had my crazy moments, mostly surrounding the breakup with my first wife and separation from daughter Alexis, I didn't really begin racking up my own bad-boy credentials until my first season with the San Antonio Spurs in 1993-94. 2013, CJ Carmichael, Promise Me, Cowboy, ISBN:As for Chelseawas it really possible she was in the midst of a hot and heavy affair with that rich, bad-boy, oil magnate from California? bad-boy attitude",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"bad boy 2012, jackie collins, l.a"
2760,bad-faith,Noun,attributive form of bad faith bad-faith claim,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bad faith bad-faith claim
3241,baggage-claim,Noun,attributive form of baggage claim baggage-claim employee,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,baggage claim baggage-claim employee
3353,bagpipe,Noun,attributive form of bagpipes,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bagpipes
3917,balance-beam,Noun,attributive form of balance beam That gymnast is a balance-beam expert.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,balance beam that gymnast is a balance-beam expert.
6931,barber-shop,Noun,attributive form of barber shop barber-shop employee,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,barber shop barber-shop employee
7177,bare-metal,Noun,attributive form of bare metal,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bare metal
7639,barley-sugar,Noun,attributive form of barley sugar,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,barley sugar
7714,barn-owl,Noun,attributive form of barn owl,,My grandfather had a barn-owl look.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,barn owl
8672,base-metal,Noun,attributive form of base metal base-metal sample,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,base metal base-metal sample
11521,bead-breaker,Noun,attributive form of bead breaker,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bead breaker
12109,bearded-mussel,Noun,attributive form of bearded mussel,,It had a bearded-mussel taste to it.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bearded mussel
16294,belly-dance,Noun,attributive form of belly dance belly-dance expert,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,belly dance belly-dance expert
19307,bet-exchange,Noun,attributive form of bet exchange Congress is looking to pass a bet-exchange law.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bet exchange congress is looking to pass a bet-exchange law.
21751,big-enchilada,Noun,attributive form of big enchilada big-enchilada complex,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,big enchilada big-enchilada complex
23582,binocular,Noun,attributive form of binoculars,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,binoculars
24895,biological-weapon,Noun,attributive form of biological weapon biological-weapon production,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,biological weapon biological-weapon production
26958,birthday-boy,Noun,attributive form of birthday boy birthday-boy smile,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,birthday boy birthday-boy smile
26959,birthday-cake,Noun,attributive form of birthday cake birthday-cake calories,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,birthday cake birthday-cake calories
26960,birthday-card,Noun,attributive form of birthday card birthday-card sentiment,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,birthday card birthday-card sentiment
26961,birthday-girl,Noun,attributive form of birthday girl birthday-girl smile,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,birthday girl birthday-girl smile
27652,bit-bucket,Noun,attributive form of bit bucket,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,bit bucket
