Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2106,ignipuncture,Noun,The original procedure of closing a retina break in retinal separation by transfixation of the break with cautery.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,,procedure,,,,,,,,,,,,,,,,,
2136,ignition tube test,Noun,"An analytical technique in which a sample is heated in a sealed tube, volatile metals being removed by sublimation to a cooler part of the tube from where they can be removed and weighed", inorganic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
2307,ikejime,Noun,A method of draining blood from a live fish to keep it fresh,,"2018, Hamada, Shingo; Wilk, Richard Ralph, Seafood: Ocean to the Plate, Routledge, ISBN, OCLC 1111619572, page 176:In Japan, fish and crustaceans are killed by pushing a wire through their spinal cord, a method called ikejime.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
2506,ill-doing,Noun,"A wicked act or behavior, especially a crime.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or behavior ,,act,or,behavior,,,,,,,,,,,,,,,
2660,illegalism,Noun,"Illegal activity, especially seen as systemic or as part of a general philosophy or ideology",,"1989, Brenda Danet, Pulling Strings, p. 116: Sprinzak argued that the rule of law has never been fully institutionalized in Israel and that illegalism is a basic characteristic of political culture. 2011, Thomas Penn, Winter King, Penguin 2012, p. 267: Even where illegalism was the norm, he stood out, his career littered with examples of extortion, bribery and intimidation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activity ,,activity,,,,,,,,,,,,,,,,,
2665,illegalization,Noun,The act or process of illegalizing,,"2008 May 4, Benedict Carey, A Psychedelic Problem Child Comes Full Circle, in New York Times[1]:Once the drug illegalization crowd gets hold of it, thats that, said Alexander Shulgin, a former Dow chemist who discovered the effects of MDMA, or ecstasy, which has also been made a controlled substance.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
2736,illiberality,Noun,An illiberal word or action, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,word or action,,word,or,action,,,,,,,,,,,,,,,
2991,illutation,Noun,"The act or operation of smearing the body with mud, especially with the sediment from mineral springs; a mud bath.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or operation,,act,or,operation,,,,,,,,,,,,,,,
3164,imaging,Noun,"The technique or practice of creating images of otherwise invisible aspects of an object, especially of body parts.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique or practice,,technique,or,practice,,,,,,,,,,,,,,,
3299,imbecility,Noun,"Something imbecilic; a stupid action, behaviour, etc",,"1895, Degeneration[1], New York: D. Appleton and Company, translation of Entartung by Max Simon Nordau, page 270:The Parnassian theory of art is mere imbecility.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"action , behaviour ",,action,",",behaviour,,,,,,,,,,,,,,,
3332,imbibement,Noun,The act or process of imbibing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
4034,immixture,Noun,"The act, or the result of immixing",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , or",,act,",",or,,,,,,,,,,,,,,,
4051,immobilization,Noun,The act or process of preventing a thing from moving,,"The broken bones were able to heal, thanks to the immobilization of her leg in a cast.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
4052,immobilization,Noun,"The process in which organic soil matter is decomposed and absorbed by microorganisms, and thus not available to plants.", soil science,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,,process,,,,,,,,,,,,,,,,,
4100,immorality,Noun,An immoral act or practice, countable,"The Qur'an (Saheeh International Translation), surah 7, verse 28 And when they commit an immorality, they say ""we found our fathers doing it, and God has ordered us to do it""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or practice,,act,or,practice,,,,,,,,,,,,,,,
4262,immunoadsorption,Noun,A method of blood purification used to eliminate pathogenic antibodies, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
4357,immunochromatography,Noun,A chromatographic method of immunoassay, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
4490,immunodiffusion,Noun,a technique used to detect the reaction between an antigen and an antibody by observing the behavior of a combination of such species as they diffuse through a gel,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4504,immunodot,Noun,"An analytical technique similar to Western blot 2015 November 14, The Divergent CD8 + T Cell Adjuvant Properties of LT-IIb and LT-IIc, Two Type II Heat-Labile Enterotoxins, Are Conferred by Their Ganglioside-Binding B Subunits, in PLOS ONE[1], DOI:10.1371/journal.pone.0142942:To ensure that the chimeric HLT adjuvants preserved their parental ganglioside binding profiles, modified immunodot blots using commercially prepared gangliosides were performed (Fig 2A ).",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4526,immunoelectrophoresis,Noun,"A technique, using a combination of protein electrophoresis and an antigen-antibody interaction to separate mixtures of proteins and identify them.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique ,,technique,,,,,,,,,,,,,,,,,
4576,immunofluorescence,Noun,a technique that uses a fluorochrome to indicate a specific antigen-antibody reaction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4642,immunohistochemistry,Noun,The analytical process of finding proteins in cells of a tissue microtome section exploiting the principle of antibodies binding specifically to antigens in biological tissues.," biology, chemistry",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,,process,,,,,,,,,,,,,,,,,
4703,immunolabeling,Noun,A method of identifying antigens by using antibodies containing a fluorescent tag, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
4744,immunoluminescence,Noun,A technique in which antibodies are detected via a luminescent reaction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4749,immunomagnetic separation,Noun,"A laboratory technique for separating cells by means of their antigens becoming bound to antibodies coating microscopic paramagnetic beads, which can then be separated from the medium by magnetic attraction.", biochemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,laboratory technique,,laboratory,technique,,,,,,,,,,,,,,,,
4875,immunophenotyping,Noun,A technique that uses antibodies to study the expression of proteins by cells, biochemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4885,immunoplaque,Noun,A technique that uses filter paper to assay the presence of antibodies,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
4915,immunoprecipitation,Noun,"A technique in which an antigen is precipitated from solution by using an antibody, or a particular use of this technique", immunology,We carried out sequential immunoprecipitations of cell lysates.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
5024,immunoscintigraphy,Noun,An imaging procedure involving administration of radioactively-labelled monoclonal antibodies, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,,procedure,,,,,,,,,,,,,,,,,
5025,immunoscope,Noun,"An analysis technique in which a population is divided into a ""spectrum"" of some variable", immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis technique,,analysis,technique,,,,,,,,,,,,,,,,
5149,immunosurgery,Noun,A method of removing an external cell layer of an object by exposing it to a solution containing antibodies.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
5152,immunosurveillance,Noun,The continuous monitoring process of the immune system whereby abnormal cells are recognized and destroyed, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,monitoring process,,monitoring,process,,,,,,,,,,,,,,,,
5427,impanelment,Noun,"The act or process of impaneling, or the state of being impaneled.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
5641,impedance plethysmography,Noun,A technique in which the volume of segments of the body can be continuously measured via electrical impedance; used to study the cardiovascular system and other physiological functions., medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
5749,imperative,Noun,"An essential action, a must: something which is imperative", countable,"Visiting Berlin is an imperative. 2014 March 1, Rupert Christiansen, English translations rarely sing, in The Daily Telegraph (Review), page R19:Anything grandiose or historically based tends to sound flat and banal when it reaches English, partly because translators get stuck between contradictory imperatives: juggling fidelity to the original sense with what is vocally viable, they tend to resort to a genteel fustian which lacks either poetic resonance or demotic realism, adding to a sense of artificiality rather than enhancing credibility.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action ,,action,,,,,,,,,,,,,,,,,
5995,impersonator,Noun,Entertainer whose act is based upon performing impressions of others.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,,act,,,,,,,,,,,,,,,,,
6074,impetus,Noun,An activity in response to a stimulus.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activity,,activity,,,,,,,,,,,,,,,,,
6090,impiety,Noun,An impious act., countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act ,,act,,,,,,,,,,,,,,,,,
6099,imping,Noun,The act or process of grafting or mending.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
6166,implantment,Noun,The act or process of implanting something; implantation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
6328,implosion,Noun,The act or action of bringing to or as if to a center.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or action,,act,or,action,,,,,,,,,,,,,,,
6375,impolicy,Noun,The state or act of being impolitic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,state or act,,state,or,act,,,,,,,,,,,,,,,
6440,importation,Noun,The act or an instance of importing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,,act,or,,,,,,,,,,,,,,,,
6441,importation,Noun,"The act or an instance of carrying or conveying, especially into some system, place, area or country.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,,act,or,,,,,,,,,,,,,,,,
6582,imposture,Noun,"The act or conduct of an impostor; deception practiced under a false or assumed character; fraud or imposition 1820, Charles Maturin, Melmoth the Wanderer, volume 1, page 292-293: There is something very horrible in the laugh of a dying man: Hovering on the verge of both worlds, he seems to give the lie to both, and proclaim the enjoyments of one, and the hopes of another, alike an imposture",,Synonym: cheating,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or conduct,,act,or,conduct,,,,,,,,,,,,,,,
6712,impregnation,Noun,"The fact or process of imbuing or saturating with something; diffusion of some element, idea etc",,through a medium or substance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fact or process,,fact,or,process,,,,,,,,,,,,,,,
6954,impropriety,Noun,An improper act., countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act ,,act,,,,,,,,,,,,,,,,,
7020,improvisation,Noun,"The act or art of composing and making music, poetry, and the like, extemporaneously He played a quick improvisation on the keyboard.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or art,,act,or,art,,,,,,,,,,,,,,,
7022,improvisation,Noun,"Musical technique, characteristic of blues music.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"technique , characteristic",,technique,",",characteristic,,,,,,,,,,,,,,,
7076,imprudence,Noun,An imprudent act, countable,"1753, Theophilus Cibber, The Lives of the Poets of Great Britain and Ireland (1753)[1]:At about the age of twenty-three, to crown his other imprudences, he married, without improving his reduced circumstances thereby. 1891, Francois Coppee, Ten Tales[2]:Yes, for six months he threw all his medicines in the fire, and designedly committed all sorts of imprudences. 1903, S.C. Hill, Three Frenchmen in Bengal[3]:This man finally fell a victim to his diplomacies, perhaps also to his imprudences. 1906 1921, John Galsworthy, Encounter, in The Forsyte Saga, volume 1:He [Timothy Forsyte] had never committed the imprudence of marrying or encumbering himself in any way with children.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,imprudent act,,imprudent,act,,,,,,,,,,,,,,,,
7117,impulse,Noun,"A wish or urge, particularly a sudden one prompting action",,"The impulse to learn drove me to study night and day. When I saw the new dictionary, I couldn't resist the impulse to browse through it. Dryden These were my natural impulses for the undertaking. 1907, Harold Bindloss, chapter 20, in The Dust of Conflict[1]:Tony's face expressed relief, and Nettie sat silent for a moment until the vicar said It was a generous impulse, but it may have been a momentary one, [] .",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action,,action,,,,,,,,,,,,,,,,,
7180,impurification,Noun,The act or process of impurifying.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
7954,inblow,Noun,The act or process of blowing in or into; inflation,,"1949, Institution of Mining Engineers (Great Britain), Transactions of the Institution of Mining Engineers: Volume 109: During the full gasification stage, after piercing has been effected, the enlargement of the cracks requires a progressively increasing inblow. 1980, O. (Otto) Neugebauer, Akademie der Wissenschaften der DDR., Heidelberger Akademie der Wissenschaften, Mathematics abstracts: Volume 419: Within the frame of the Pandtl model the evident formula for the principle of rate defect in a turbulent boundary layer are obtained when unregular inblow takes place as well as in tubes with exhausting and inblow.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
7992,inbox zero,Noun,A technique for avoiding clutter in one's e-mail inbox by immediately dealing with incoming messages according to various strategies.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,,technique,,,,,,,,,,,,,,,,,
8077,incalmo,Noun,The glasswork technique of joining together two separately blown glass bubbles while they are still hot.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,glasswork technique,,glasswork,technique,,,,,,,,,,,,,,,,
8105,incantation,Noun,"The act or process of using formulas and/or usually rhyming words, sung or spoken, with occult ceremonies, for the purpose of raising spirits, producing enchantment, or creating other magical results",,"2008, Red Letter Year, in Red Letter Year[1], performed by Ani Difranco:new years eve we dropped mushrooms / and danced around the house / making music with everything that we found / incantation replaced resolution",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
8254,incelibacy,Noun,Sexual activity by one who is supposed to remain celibate,,"1989, The Discourse on the Fruits of Recluseship:Having abandoned incelibacy, he leads the holy life of celibacy. 1997, Dinty W. Moore, The Accidental Buddhist: Mindfulness, Enlightenment, and Sitting Still, ISBN:I undertake the training rule to abstain from incelibacy. 2013, William M. Johnston, Encyclopedia of Monasticism, ISBN:The Buddha not only commended celibacy as an ideal but also knit it into the fabric of monastic life through the disciplinary code of the Vinaya. The third precept undertaken by the novice is abstaining from incelibacy.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,activity,,activity,,,,,,,,,,,,,,,,,
8261,incendiarism,Noun,The act or practice of burning property; arson,,"1933, Public Management (volume 15, page 263) Incendiarism is a major fire problem in many cities; Mr. Fairtrace here recommends needed changes in insurance and fire protection methods.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or practice,,act,or,practice,,,,,,,,,,,,,,,
8262,incendiarism,Noun,Inflammatory or provocative action; instigation, figuratively,"2012, Piers Brendon, Beginning the Dissent, Literary Review, vol. 401: But the charge sheet is not just a recapitulation of instances of imperial incendiarism, such as the Amritsar massacre or the bombings of Iraqi villages.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,Inflammatory or action ; instigation,,inflammatory,or,action,;,instigation,,,,,,,,,,,,,
8340,incentivization,Noun,The act or process of incentivizing," US, business, economics","2007 May 20, Quality Control in Health Care (3 Letters), in New York Times[1]:Its about time that the sleeping giant (the health care industry) wakes up, smells the coffee and learns from other giants (like the manufacturing industry): process improvement, incentivization and healthy competition are drivers of change to control costs in the current health care system.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,,act,or,process,,,,,,,,,,,,,,,
9495,incremation,Noun,"Burning; especially, the act of burning a dead body; cremation.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,,act,,,,,,,,,,,,,,,,,
9512,incremental backup,Noun,A backup method where only the information that has changed since a previous backup is saved., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,backup method,,backup,method,,,,,,,,,,,,,,,,
9514,incrementalism,Noun,"Any method of achieving a goal by means of a series of gradual increments, or small steps.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,,method,,,,,,,,,,,,,,,,,
