Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term
22029,diag,Noun,Abbreviation of diagnosis.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diagnosis.
22030,diag,Noun,Abbreviation of diagram.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diagram.
22031,diag,Adjective,Abbreviation of diagnostic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diagnostic.
22185,dial.,Adjective,Abbreviation of dialectal., linguistics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,dialectal.
22471,diam.,Noun,Abbreviation of diameter,,"1992, Rudolf M[athias] Schuster, The Hepaticae and Anthocerotae of North America: East of the Hundredth Meridian, volume V, New York, N.Y.: Columbia University Press, ISBN, page 6:The latter has the sporophyte seta 4 cells in diam. and has thecal Lejeunea-type androecial branches []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diameter
25019,diff,Noun,Abbreviation of differential: differential of types of white blood cell in a complete blood count., medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,differential: differential of types of white blood cell in a complete blood count.
26766,dim.,Noun,Abbreviation of diminutive., grammar,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diminutive.
26767,dim.,Adverb,Abbreviation of diminuendo., musical notation,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,diminuendo.
28940,dir,Noun,Abbreviation of direction.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,direction.
28941,dir,Noun,Abbreviation of directory., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,directory.
28942,dir,Noun,Abbreviation of director.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,director.
28943,dir,Adjective,Abbreviation of direct.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,direct.
28944,dir,Adverb,Abbreviation of directly.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,directly.
34924,dist.,Noun,Abbreviation of distance.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,distance.
34925,dist.,Verb,Abbreviation of distributed,,dist. by Colgate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,distributed
36239,div.,Noun,Abbreviation of division., law,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,division.
36889,divs.,Noun,Abbreviation of divisions., law,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,divisions.
37095,dmg,Noun,Abbreviation of damage.," role-playing games, video games",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,damage.
39209,dom.,Adjective,Abbreviation of domestic.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,domestic.
43442,doz,Noun,Abbreviation of dozen,,(twelve),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,dozen
43488,dr,Noun,"Abbreviation of debtor, debit", accounting,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"debtor, debit"
46953,drs.,Noun,Abbreviation of drams,,"1819, Abraham Rees, The Cyclopaedia, Vol. XXX, s.v. ""Rottolo"": At Smyrna, the cantaro, or kintal, contains 45 okes, or 100 rottoli. The batman is 6 okes, or 2400 drachms; and the oke is 400 drachms, and the rottolo = 180 drachms. The cantaro of 45 okes weighs 123 lbs. 4 oz. avoirdupois; and, therefore, the oke is = 2 lbs. 11 oz. 13 drs. avoirdupois.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,drams
47783,dst,Noun,Abbreviation of destination.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,destination.
47788,dtor,Noun,Abbreviation of destructor., object-oriented programming,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,destructor.
47791,du.,Adjective,Abbreviation of dual., grammar,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,dual.
50561,dwg,Noun,Abbreviation of drawing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,drawing.
51592,dz,Noun,Abbreviation of dozen.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,dozen.
3,q'ty,Noun,Abbreviation of quantity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quantity.
200,qr,Noun,Abbreviation of quarter (of the year).,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quarter (of the year).
204,qt,Noun,Abbreviation of quart.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quart.
209,qto,Noun,Abbreviation of quarto.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quarto.
210,qtr,Noun,Abbreviation of quarter.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quarter.
211,qtr,Adjective,Abbreviation of quarterly.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quarterly.
213,qty,Noun,Abbreviation of quantity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quantity.
4740,quot.,Noun,Abbreviation of quotation,,"Senses indistinct in early use; see quots. 1989: Oxford English Dictionary, explicate, v. Hence explicated ppl. a., unfolded, expanded; explained. explicating vbl. n., the action of the verb explicate. explicating ppl. a., that unfolds; in quot. intr. for refl. expansive.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quotation
4741,quot.,Adjective,Abbreviation of quoted,,N/A as quot.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,quoted
1844,zl.,Noun,Abbreviation of zloty (or zoty),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,zloty (or zoty)
2400,zool.,Noun,Abbreviation of zoology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,zoology.
270,obb,Noun,Abbreviation of obbligato., music,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obbligato.
507,obj,Noun,Abbreviation of object.," grammar, programming",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,object.
1062,obs,Adjective,Abbreviation of obsolete (as a gloss for words in dictionaries),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obsolete (as a gloss for words in dictionaries)
1346,obstetr.,Noun,Abbreviation of obstetrics,,"1997: Oxford English Dictionary, lithotomy, n. (additions series 1997) Add:3. Special Comb. lithotomy position Obstetr., a position of the body similar to that required for lithotomy, in which a person lies supine with the legs raised in stirrups, flexed and apart.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obstetrics
1598,obv.,Adjective,Abbreviation of obvious.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obvious.
1599,obv.,Adverb,Abbreviation of obviously.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obviously.
1600,obv.,Noun,Abbreviation of obverse.[1],,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,obverse.[1]
1919,occupn.,Noun,Abbreviation of occupation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,occupation.
3752,off.,Noun,Abbreviation of office.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,office.
3753,off.,Noun,Abbreviation of offence.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,offence.
