Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure
24805,ionic compound,Noun,A chemical compound consisting of cations and anions held together by electrostatic forces, chemistry,"[1], Lumen: When writing the formula for the ionic compound, the cation comes first, followed by the anion, both with numeric subscripts to indicate the number of atoms of each.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25324,iron(II) oxide,Noun,"The chemical compound FeO, iron oxide where iron has a valence of +2.", chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25327,iron(III) oxide,Noun,"The chemical compound Fe2O3, iron oxide where iron has a valence of +3.", chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25352,iron bloom,Noun,"A mixture of fine iron particles, unreacted iron oxide (ore), slag and charcoal residue.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
27898,isovanilloid,Noun,Any chemical compound possessing an isovanillyl group; they are isomers of the vanilloids.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
5142,deasphalter bottoms,Noun,A mixture of tar and asphalt that is produced as a byproduct of the deasphalting process,,"2014, R Luque, J Speight, Gasification for Synthetic Fuel Production, ISBN:The deasphalter unit is usually placed after the vacuum distillation tower, where, by the use of a low-boiling liquid hydrocarbon solvent, such as propane or butane under pressure, the insoluble asphalt-like product (deasphalter bottoms) is .separated from the feedstock. 2015, James G. Speight, Fouling in Refineries, ISBN, page 210:Propane (or sometimes propane/butane mixtures) is extensively used for deasphalting and produces a deasphalted oil (DAO) and deasphalter bottoms (propane deasphalter asphalt, PDA, PD tar) (Dunning and Moore, 1957).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
22723,dianisyldiethynylsilane,Noun,"A chemical compound, C18H16O2Si.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
22983,diarsenate,Noun,Any chemical compound containing two arsenate groups in each molecule or unit cell, chemistry,"1884, National cyclopaedia, The national encyclopdia. Libr. ed, page 460: Arsenite of silver affords a fine yellow colour. Salts which contain arsenic acid are termed arsenates. The arsenate of ammonia forms large rhombic crystals which may easily be converted into octahedral crystals of diarsenate of ammonia. 1994, Russian Journal of Inorganic Chemistry: With an increase in the arsenic content in the system, sodium arsenate, magnesium diarsenate, and, finally, iron diarsenate are formed in that order. Hence, the investigated arsenates can be arranged in the following sequence [...]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
22988,diarsenite,Noun,Any chemical compound containing two arsenite groups in each molecule or unit cell., chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
23469,dibenzothiazepine,Noun,Any chemical compound that is a derivative of thiazepine with two benzene rings., chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
23680,dichloralphenazone,Noun,"A 1:2 mixture of antipyrine with chloral hydrate, used in headache medications.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
23740,dichlorophene,Noun,"A chemical compound used as a fungicide, germicide, and antimicrobial agent.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
23742,dichlorophenolindophenol,Noun,A blue chemical compound used as a redox dye., chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
24360,dicyclohexylphenylphosphine,Noun,A chemical compound with molecular formula C18H27P, chemistry,"1996, Advances in Molecular Structure Research (volume 2, page 201) Schraml and co-workers, looking at dicyclohexylphenylphosphine, have shown that when one-bond 13C connectivities cannot completely solve a structure, then a long-range INADEQUATE experiment may provide the requisite data. 2009, Inorganic Syntheses (volume 18, page 172) The oily crude dicyclohexylphenylphosphine crystallizes on removal of the last traces of solvent and may be recrystallized by slow cooling of a hot, oxygen-free ethanol solution of the phosphine []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
24598,didymium,Noun,A mixture of praseodymium and neodymium once thought to be an element (symbol Di).,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
26125,dihydrochrysene,Noun,"A chemical compound, C18H14.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
26920,dimercaptosuccinic acid,Noun,"A chemical compound (C4H6O4S2), used as a tracer to obtain scintigrams of the kidney"," chemistry, medicine",Abbreviated as DMSA.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
26921,dimercaptotoluene,Noun,A chemical compound with the formula CH3C6H3(SH)2, chemistry,"1983, Warren K. Miller, Syntheses and structures of new molybdenum complexes with dithiobenzoate and dimercaptotoluene ligands. Structural comparisons in a series of dithiolate-bridged dimers of molybdenum(III), Inorganic Chemistry The reaction of [C5H5Mo(CO)3]2 with dimercaptotoluene also results in the formation of two new products.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
27111,dimethylsulfoniopropionate,Noun,A chemical compound produced especially by marine algae.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
27608,dinitrodiphenylamine,Noun,"A chemical compound obtained from the reaction of aniline, dinitrochlorobenzene, and soda ash, and used in producing hexanitrodiphenylamine.", chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
28258,diphenylcyanoarsine,Noun,"A chemical compound that forms colourless, garlic-smelling crystals and causes nausea and headaches, used as a weapon by the Germans during World War I.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
35735,disulfitopalladate,Noun,"A chemical compound containing palladium and two sulfite groups Pd ( SO 3 ) 2 {\displaystyle {\ce {Pd(SO3)2}}} , for example potassium disulfitopalladate K 2 Pd ( SO 3 ) 2 {\displaystyle {\ce {K2Pd(SO3)2}}} .", inorganic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
35985,dithiazanine iodide,Noun,A chemical compound used as a veterinary anthelmintic for dogs.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
37782,dodecacarbonate,Noun,A chemical compound containing twelve carbonate ions," chemistry, in combination",(CO3)12.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
37783,dodecachloride,Noun,A chemical compound containing twelve chloride ions or chlorine atoms," chemistry, in combination",Cl12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
37817,dodecahydroxide,Noun,A chemical compound containing twelve hydroxide ions," chemistry, in combination",(OH)12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
39078,dolmadaki,Noun,"A rice mixture with fresh herbs such as mint and parsley and, sometimes, pine nuts, with tender grape leaves, served with a thick and creamy, lemony sauce", Greek cuisine,"Also, in some regions, minced meat is added tightly wrapped.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
40622,doronenine,Noun,"A chemical compound, C18H25NO5.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
45333,dried fruit,Noun,"A mixture of sultanas, raisins, citrus peel, and cherries, used as an ingredient in fruit cakes.", Australia,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
46179,drometrizole,Noun,A chemical compound used in sunscreen.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
47944,dubbin,Noun,"A mixture of tallow and oil used to soften leather, and make it waterproof",,"1978, Andr Brink, Rumours of Rain, Vintage 2000, p. 295: He brought me a pail and a stool, and held out the round tin of dubbin for me to grease the teats.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
3911,quinetum,Noun,A mixture of the sulphates of the cinchona alkaloids: a cheap substitute for quinine sulphate., historical,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
751,zeotrope,Noun,A mixture of liquids that may be separated via the gas phase (i.e," physics, chemistry",by distillation),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
1972,zoletil,Noun,"A mixture of zolazepam and tiletamine used as an anaesthetic 2015 September 1, Long Term Liver Engraftment of Functional Hepatocytes Obtained from Germline Cell-Derived Pluripotent Stem Cells, in PLOS ONE[1], DOI:10.1371/journal.pone.0136762:Two weeks after the last injection, mice were anesthetized using a mixture of zoletil and rompun and 2 liver lobes were excised (equivalent to 50% hepatectomy).",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
5835,oligonol,Noun,A mixture of low-molecular-weight polyphenols found in the lychee,,"2015 August 4, Gerhard Litscher et al., High-Tech Acupuncture and Integrative Laser Medicine 2014, in Evidence-based Complementary and Alternative Medicine: eCAM[1], volume 2015, DOI:10.1155/2015/878620:The authors found a synergistic effect for oligonol plus quantum light combination, whereas monotherapy with oligonol showed a superior anti-inflammatory efficacy as compared to quantum light and acupuncture monotherapies.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
8205,oobleck,Noun,A mixture of cornstarch and water with unusual physical properties,,"1995, Nancy Lee Cecil, The Art of Inquiry: Questioning Strategies for K-6 Classrooms How many people found that the oobleck was different from the flour? 1998, Kathy Charner, The Giant Encyclopedia of Science Activities for Children 3 to 6 Pour the oobleck into a water table or into plastic tubs to place on tables. 2002, Joe Schwarcz, That's the Way the Cookie Crumbles I know from personal experience that it's not fun to be covered with oobleck.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
10663,orangeade,Noun,A mixture of soda water and orange juice.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
12065,orgonite,Noun,"A mixture of fiberglass resin, metal shavings, quartz, etc., supposed to convert negative energy into positive.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
14872,otjize,Noun,"A mixture of butterfat and ochre pigment, used by the Himba people of Namibia to protect themselves from the desert climate.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25369,oxyacetylene,Noun,A mixture of oxygen and acetylene; burns at a high temperature and is used for cutting and welding metals.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25488,oxygen,Noun,"A mixture of oxygen and other gases, administered to a patient to help them breathe.", medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25626,oxymel,Noun,"A mixture of honey, water, and vinegar, boiled to a syrup, sometimes mixed with herbs or spices"," historical, medicine","1621, Democritus Junior [pseudonym; Robert Burton], The Anatomy of Melancholy, Oxford: Printed by Iohn Lichfield and Iames Short, for Henry Cripps, OCLC 216894069; The Anatomy of Melancholy:[], 2nd corrected and augmented edition, Oxford: Printed by John Lichfield and James Short, for Henry Cripps, 1624, OCLC 54573970, partition II, section 5, member 3, subsection i:If it long continue, vomits may be taken after meat, or otherwise gently procured with warm water, oxymel, etc., now and then.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
1626,walling wax,Noun,"A mixture of wax and tallow used by etchers and engravers to make a bank, or wall, round the edge of a plate, so as to form a trough for holding the acid used in etching, etc",,(Can we find and add a quotation of Fairholt to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
3420,wash,Noun,"A mixture of dunder, molasses, water, and scummings, used in the West Indies for distillation",,(Can we find and add a quotation of B. Edwards to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
4448,water gas,Noun,A mixture of hydrogen and carbon monoxide produced by passing steam over hot coke; used as a domestic fuel,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
11279,white latten,Noun,A mixture of brass and tin.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
15233,wintry mix,Noun,"A mixture of freezing rain, ice pellets, and snow."," US, meteorology",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
3425,baharat,Noun,A mixture of spices commonly used in Middle Eastern cuisine.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
17492,benzaldehyde,Noun,A chemical compound (C6H5CHO) consisting of a benzene ring with an aldehyde substituent.," organic chemistry, uncountable",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
17543,benzenebiphenylchromium,Noun,"A chemical compound, C18H16Cr.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
17779,benzothiazepine,Noun,Any chemical compound that is a derivative of thiazepine with one benzo ring.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
19483,betamipron,Noun,A chemical compound used with panipenem to inhibit panipenem uptake into the renal tubule and prevent nephrotoxicity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
22533,bile soap,Noun,A mixture of bile from slaughtered animals and soap; once used to remove heavy stains from textiles.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
23269,binary compound,Noun,A chemical compound composed of only two elements., chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
24136,biocompound,Noun,Any chemical compound of biological origin,,"2016 March 2, Phenolic Compounds in Extra Virgin Olive Oil Stimulate Human Osteoblastic Cell Proliferation, in PLOS ONE[1], DOI:10.1371/journal.pone.0150045:Accordingly, and as EVOO phenolic compounds metabolism is still unknown, it is necessary to perform further in vitro studies where the intestinal absorption and biotransformation of biocompounds are considered.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
24151,bioconcrete,Noun,A mixture of concrete and bacteria for use as a self-mending road material,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
24584,biogas,Noun,"A mixture of methane and carbon dioxide, produced by anaerobic digestion of organic waste matter, used as a fuel",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
25158,biomixture,Noun,"A mixture of biochemicals 2015 December 23, Fatty Acid Methyl Ester (FAME) Succession in Different Substrates as Affected by the Co-Application of Three Pesticides, in PLOS ONE[1], DOI:10.1371/journal.pone.0145501:In a previous study [10 ], we investigated the effect of three pesticides (azoxystrobin, chlorotoluron and epoxiconazole) on the microbial community structure in a compost biomixture by extracting the fatty acid methyl ester derivatives (FAMEs) profiles with the microbial identification system (MIDI) and ester-linked method (EL).",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
26344,bipp,Noun,"A mixture of one part bismuth, two parts iodoform, and one part paraffin, blended to form a paste, applied as an antiseptic to wounds previously cleaned and dried.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
28356,biuret,Noun,Chemical compound with the chemical formula CHNO that is also known as carbamylurea and is an impurity in urea-based fertilizers.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
28982,black flux,Noun,"A mixture of potassium carbonate and charcoal, obtained by deflagrating tartar with half its weight of niter.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
30035,bland,Noun,Mixture; union., Britain dialectal,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
30945,blend,Noun,A mixture of two or more things,,Their music has been described as a blend of jazz and heavy metal. Our department has a good blend of experienced workers and young promise.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
33722,blue light,Noun,"A mixture of chemicals (including nitre, sulfur and antimony) used in eighteenth and nineteenth centuries for pyrotechnics, night-time signaling and general illumination"," historical, uncountable","1828, Gray, Samuel Frederick, The Operative Chemist, page 499:Blue lights, or blue fire, is a preparation in which zinc and sulphur, or sulphur alone, are used. The particular colour is communicated by the zinc and sulphur. 2015, Ragan, Mark K., quoting Robert Fleming, Proceedings of a Naval Court of Inquiry into the Sinking of the Housatonic, 1864, quoted in 'Confederate Saboteurs', Texas AM University Press, ISBN, page 98:When the 'Canandaigua' got astern, and was lying athwart, of the 'Housatonic,' about four ship lengths off, while I was in the fore rigging, I saw a blue light on the water just ahead of the 'Canandaigua,' and on the starboard quarter of the 'Housatonic.'",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
40283,bouillabaisse,Noun,A mixture, figuratively,intellectual bouillabaisse the radical bouillabaisse that is American politics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
40634,bouquet garni,Noun,"A mixture of herbs or dried herbs placed in a small bag, used as a flavouring for stews, soups and sauces.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
43264,brasque,Noun,"A mixture of charcoal, clay, etc",,used in smelting.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
44627,breathing gas,Noun,"A mixture of gases used for respiration in breathing equipment, typically in scuba diving.", underwater diving,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
45030,breviscapine,Noun,"A mixture of flavonoids, extracted from Erigeron breviscapus, used to treat cardiovascular and cerebrovascular disease",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
45050,brew,Noun,"The mixture formed by brewing; that which is brewed; a brewage, such as a cup of tea.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
48407,brunoise,Noun,"A mixture of leeks, celery, and carrots chopped in this way.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
52126,bupicomide,Noun,A chemical compound used as a vasodilator.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
53937,butanoic acid,Noun,"The chemical compound with the formula CH3(CH2)2COOH, a short chain fatty acid; its glyceride is one of the principle components of the flavour of butter.", organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
2353,half and half,Noun,"A mixture of two things, generally in about equal proportions",,"(US) A mixture of cream and milk often used in coffee, defined by the US Food and Drug Administration to contain between 10.5% and 18% milk fat. A mixture of two alcoholic beverages, most frequently those brewed from malt, such as porter and ale or mild and bitter beers, in about equal parts; also used for equal parts of an alcoholic beverage and water. A pizza with two different sets of toppings, one on each half. A person of mixed race or with dual nationality. (Britain, Ireland) A combination of both rice and chips as an accompaniment to a curry, as opposed to one or the other. (Britain) A combination of beer and ale (or similar alcoholic drinks) in equal quantities. (slang) Both oral sex and vaginal sex performed in sequence by a prostitute (US) A mixture of half lemonade and half iced tea.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
7182,hash,Noun,A new mixture of old material; a second preparation or exhibition; a rehashing,,"Walpole I cannot bear elections, and still less the hash of them over again in a first session.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
10597,heather-mixture,Noun,a mixture of interwoven yarns that gives a muted appearance with flecks of colour,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,True,False,False
