Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure
8528,incidence,Noun,"A measure of the risk of a person developing a new condition within a specified period of time, usually a year.", epidemiology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
9502,increment,Noun,The amount of increase.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
9504,increment,Noun,The amount of time added to a player's clock after each move., chess,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
9521,incrementality,Noun,The amount of change caused by a small increment of input.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10141,indentation,Noun,A measure of the distance from the flush line an indentation of one em,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
11292,inductivity,Noun,A measure of the capacity for magnetic inductance., physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
11730,inertance,Noun,A measure of the inertia to flow of a fluid, physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
13089,information entropy,Noun,"A measure of the uncertainty associated with a random variable; a measure of the average information content one is missing when one does not know the value of the random variable (usually in units such as bits); the amount of information (measured in, say, bits) contained per average instance of a character in a stream of characters", information theory,"A passphrase is similar to a password, except it can be a phrase with a series of words, punctuation, numbers, whitespace, or any string of characters you want. Good passphrases are 10-30 characters long, are not simple sentences or otherwise easily guessable (English prose has only 1-2 bits of entropy per character, and provides very bad passphrases), and contain a mix of upper and lowercase letters, numbers, and non-alphanumeric characters. BSD General Commands Manual: ssh-keygen(1), October 2, 2010. Imagine a full binary tree in which the probability of getting from any parent node to one of its child nodes is 50%. Associate labels of '0' and '1' to the paths to the child nodes of each parent node. Then the probability of getting from the root to a leaf node is a negative power of 2, and the length of the path (from the root to that leaf node) is the negated base-2 logarithm of that probability. Now imagine a random bit stream in which each bit has an equal chance of being either 0 or 1. Think of the full binary tree as describing a Huffman encoding for a script whose characters are located at the leaf nodes of the said full binary tree. Each character decodes a string of bits whose length is the length of the path from the root node to the leaf node corresponding to that character. Now use ""Huffman decoding"" to convert the bit stream to a character stream (of the given script). The average compression ratio between the bit stream and the character stream can be seen to be equal to the information entropy of the character stream.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
15998,inside lag,Noun,The amount of time it takes for the government or the central bank to respond to a shock in the economy.," economics, banking",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
17870,interactance,Noun,A measure of the interaction of infra-red radiation with bodily tissue that is used to estimate the fat content of such tissue,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
24833,ionizability,Noun,A measure of the extent to which something is ionizable., countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
3651,daysworth,Noun,The amount of something that is expected to last for or be produced in one day,,"2002, John Barth, Coming Soon!!!: A Narrative, Houghton Mifflin Harcourt ISBN, page 333 [...] they will have topped off their aging auto's fuel tank and laid in a few daysworth of standby provisions and spare cash. Just In Case. 2004, Harold Strachan, Make a Skyf, Man!, Jacana Media ISBN, page 141 Spiers gives us the whole daysworth of exercise in one whack, a solid hour, and by the end of it I'm ready for my solitary, where I'll have to lie down a bit, exhausted, and wonder at the perplexing frenetic nature of life out there [...] 2012, John Barth, Final Fridays: Essays, Lectures, Tributes Other Nonfiction, 1995-, Counterpoint Press ISBN, page 154 Even among the skeptical and conservative, we're told, many withdrew a wad of extra cash and laid in some daysworth of nonperishable food and jugged water, as their government's Y2K advisors recommended.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
6119,decadeful,Noun,The amount that fills or is produced in a decade,,"1979 December 3, Nancy McKeon, Best Bets, in New York Magazine, volume 12, number 47, page 89:A retrospective gives us a decadeful of his watercolors. 1983, N. C. Manganyi, Exiles and Homecomings: A Biography of Es'kia Mphahlele, page 287:Because really I've come to measure my life in decadefuls. 2001, Kurt Gnzl, The Encyclopedia of the Musical Theatre: A-Gi, page 241:At first a performer, then a conductor in the musical theatre, Bratton later moved into the production of ""dollar circuit"" touring plays and musical comedies (The Dingbat Family, The Newlyweds and Their Baby, Let George Do It, etc), in partnership with Johnny Leffler, whilst also composing more than a decadeful of songs, which were used both as decoration for his own productions and, interpolated into musical comedies on both sides of the Atlantic, in those of others. 2007, Joyelle McSweeney, Flet: A Novel, page 14:The moment has slipped free of time. It could exist in decadesful of instants.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
6523,decastere,Noun,A measure of capacity equal to ten steres or cubic metres.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
6943,deciare,Noun,"A measure of area, equivalent to one tenth of an are, or ten square metres.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
7278,deckful,Noun,The amount that comprises a deck (of cards),,"1966, Thomas Pynchon, The Crying of Lot 49, ISBN, page 6:...then through the sunned gathering of her marjoram and sweet basil from the herb garden, reading of book reviews in the latest Scientific American, into the layering of a lasagna, garlicking of a bread, tearing up of romaine leaves, eventually, oven on, into the mixing of the twilight's whisky sours against the arrival of her husband, Wendell (Mucho) Maas from work, she wondered, wondered, shuffling back through a fat deckful of days which seemed (wouldn't she be first to admit it?) more or less identical, or all pointing the same way subtly like a conjurer's deck, any odd one readily clear to a trained eye. 2013, Ivan Doig, Bucking the Sun: A Novel, ISBN, page 134:In contrast, Colonel Parmenter having graduated from Choate and West Point, and been a high-ranking Kansas City officer, Mrs. Parmenter sat there with an entire deckful of aces. 2016, Alan Tootill, Cole In The Country, page 197:I seem to have met a playing card deckful of Jacks lately.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
7279,deckful,Noun,The amount that a deck will hold,,"1928, Cameron Rogers, Drake's Quest, page 39:Next morning it made a brave sight even for English eyes as it sailed statelily in, capitana and almiranta leading, flying wondrous fair flags betokening the eminence of their commanding noblemen, and decksful of armed men. 1994, Jack Butler, Living in Little Rock with Miss Little Rock, ISBN, page 98:He was a whole deckful of loose cannons, rumbling this way and that with the pitch of every wave. 2005, Andrew Carnegie, Round the World, ISBN, page 26:We are only twenty miles from the Morrell Islands. How I long for a deckful of my friends to exult with me in this delight! 2011, Ian Young, The Private Life Of Islam: An Algerian Diary, ISBN:Three deckfuls of refugees at rest. 2012, Chris Bunch, The Warrior King: Book Three of the Seer King Trilogy, ISBN:One galley rowed alongside a boat and came back with a deckful, some of which were hoisted aboard to be steamed for our dinner.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
9607,defense-independent pitching statistics,Noun,A measure of a pitcher's effectiveness based only on plays that do not involve fielders, baseball,"Originally included only hit-by-pitch, walks, strikeouts, and home runs allowed, but more recently incorporates fly ball percentage, ground ball percentage, and line drive percentage.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10069,deflection difference,Noun,The amount that a piece in a battery is traversed toward or away from a given piece (usually the base piece) to vary the width of the sheaf.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10241,deformability,Noun,A measure of the extent to which something is deformable (under standard conditions), countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10737,degradability,Noun,A measure of the extent to which something is degradable, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10823,degree,Noun,"The amount that an entity possesses a certain property; relative intensity, extent",,"[from 14th c.] 1898, Winston Churchill, chapter 1, in The Celebrity:In the old days, to my commonplace and unobserving mind, he gave no evidences of genius whatsoever. He never read me any of his manuscripts,[], and therefore my lack of detection of his promise may in some degree be pardoned. To what degree do the two accounts of the accident concur?",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10842,degree day,Noun,"A measure of heating or cooling, computed as the integral of a function of time that generally varies with temperature.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
12696,demand,Noun,The amount of a good or service that consumers are willing to buy at a particular price., economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
14650,density,Noun,A measure of the mass of matter contained by a unit volume, physics,"2013 May-June, Kevin Heng, Why Does Nature Form Exoplanets Easily?, in American Scientist, volume 101, number 3, page 184:In the past two years, NASAs Kepler Space Telescope has located nearly 3,000 exoplanet candidates ranging from sub-Earth-sized minions to gas giants that dwarf our own Jupiter. Their densities range from that of styrofoam to iron. 2018 October 3, Youn Young Shim; Rana Mustafa; Jianheng Shen; Kornsulee Ratanapariyanuch; Martin J. T. Reaney, Composition and Properties of Aquafaba: Water Recovered from Commercially Canned Chickpeas, in Journal of Visualized Experiments[1], volume 132, DOI:10.3791/56305, PMID 29553544:Aquafaba was recovered from 10 commercial canned chickpea products and correlations among aquafaba composition, density, viscosity and foaming properties were investigated. Proton NMR was used to characterize aquafaba composition before and after ultrafiltration through membranes with different molecular weight cut offs (MWCOs of 3, 10, or 50 kDa).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
14659,density of light,Noun,"The amount of light falling on a given area, as measured by units such as the lumen",,Photographers use a photometer to measure the densitiy of light from a scene.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
18448,deskful,Noun,The amount that a desk will hold,,"1947, Trial of the Major War Criminals Before the International Military Tribunal, Nuremberg, 14 November 1945-1 October 1946: Proceedings:So far as you know, after Ribbentrop had received this deskful of complaints from the Vatican, which he neither read nor acknowledged, did Ribbentrop take any steps or do anything to find out whether those complaints were justified and true, or did he not? 1974, Glen Love, Lucile Aly, Mildred Gilbertson, Plots and plans: structure for rhetoric, page 105:The main idea generates other ideas, which follow in natural order: He hated to go home because he knew he would have to face his nagging wife and a deskful of unpaid bills and his unruly children. 2002, Boena Shallcross, Framing the Polish Home:And why have so many pages, tons, desksful of pages, been written, if I can only babble as though I were the first to emerge from the loam onto the shores of the ocean? 2006, Richard Benson, The Farm: The Story of One Family and the English Countryside:If you were to pull back further to see all of Europe you might find at the end of those roads bold new headquarters of chemical companies which employed deskfuls of economists to monitor subsidy payments and adjust pricing in accordance with any change in them, and laboratoryfuls of people working on genetic modifications which would allow their employers to patent seeds themselves. 2013, E. F. Benson, As We Were - A Victorian Peep Show:Browning bounded in his chair, ""Lyrics?"" he said. I've got deskfuls of them.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
20050,detonability,Noun,A measure of the readiness with which an explosive will detonate under specified conditions,,"1993, K. W. Boyack et al., ""Internal Pressure Loads Due to Gaseous Detonations,"" Proceedings: Mathematical and Physical Sciences, vol. 443, no. 1918, p. 344, Hydrogen-air-steam was chosen for this analysis since its flammability and detonability limits are well known.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
25317,diffusibility,Noun,A measure of the speed of diffusion.," physics, of a gas or other fluid",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
26850,dimension,Noun,"A measure of spatial extent in a particular direction, such as height, width or breadth, or depth",,"2012 January 1, Robert L. Dorit, Rereading Darwin, in American Scientist[1], volume 100, number 1, page 23:We live our lives in three dimensions for our threescore and ten allotted years. Yet every branch of contemporary science, from statistics to cosmology, alludes to processes that operate on scales outside of human experience: the millisecond and the nanometer, the eon and the light-year.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
29100,directionality,Noun,A measure of the extent to which something is directional, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
29121,directivity,Noun,A measure of the performance of an antenna compared to an isotropic antenna; the ratio of the maximum value of radiation intensity to the average radiation intensity.," physics, electrical engineering",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
30119,disbursal,Noun,"The amount of money paid for something, especially the amount that may be tax-deductible.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
33666,dispersibility,Noun,A measure of the relative extent to which something is dispersible, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
33901,disposable income,Noun,"The amount of a person's or group's monetary income which is available to be saved or spent (on either essential or non-essential items), after deducting all taxes and other governmental fees.", economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
34973,distance,Noun,"The amount of space between two points, usually geographical points, usually (but not necessarily) measured along a straight line", countable,"The distance to Petersborough is thirty miles. From Moscow, the distance is relatively short to Saint Petersburg, relatively long to Novosibirsk, but even greater to Vladivostok. 1918, W. B. Maxwell, chapter 5, in The Mirror and the Lamp:Then everybody once more knelt, and soon the blessing was pronounced. The choir and the clergy trooped out slowly,[], down the nave to the western door. [] At a seemingly immense distance the surpliced group stopped to say the last prayer.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
41082,dots per inch,Noun,"The measure of a number of pixels per inch used in a graphic or supported by a digital display device, used to specify type or image resolution"," graphic design, typography",My printer prints at 300 dots per inch.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
43217,downtime,Noun,"The amount of time lost due to forces beyond one's control, as with a computer crash",,(compare: idle time),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
44566,drawdown,Noun,"A measure of the decline from a historical peak in some variable, typically the cumulative profit or total open equity of a financial trading strategy.", economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
49891,duration,Noun,"A measure of the sensitivity of the price of a financial asset to changes in interest rates, computed for a simple bond as a weighted average of the maturities of the interest and principal payments associated with it.", finance,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
1449,quantum,Noun,The amount of time allocated for a thread to perform its work in a multithreaded environment., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
2137,quasienergy,Noun,A measure of the heat energy produced per unit mass of an organism, biology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
4185,quintal,Noun,"A measure of weight originally equal to a hundred pounds; later, a hundredweight", historical except India,"Synonym: hundredweight 2011, Thomas Penn, Winter King, Penguin 2012, page 204: In one import license alone, the merchant in question was instructed to bring in 13,000 quintals of alum, which, snapped up by industries in England and the Low Countries, would yield the king a cool 8,666 13s 4d.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
1118,zettaton,Noun,A measure of the strength of an explosion or a bomb based on how many sextillion tons of TNT would be needed to produce the same energy.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
1161,observability,Noun,A measure of the extent to which something is observable, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
2374,octane number,Noun,"A measure of the antiknock properties of an automobile fuel; isooctane having an octane number of 100, a fuel with the same antiknock properties as a mixture of 90% isooctane and 10% heptane having an octane number of 90.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
2836,ocularity,Noun,"A measure of the number of eyes needed to see something, i.e",,monocular or binocular.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
4064,officeful,Noun,The amount that fills an office,,"1971, Laser Focus - Volume 7, Issues 7-12, page 28:To cope with its need to generate about 400 engineering drawings a day, the Consolidated Edison Co. of New York employs six officefuls of draftsmen. 1995, Mary Kay Blakely, Donna Ng, American Mom: Motherhood, Politics, and Humble Pie, page 167:I remember 3:45 p.m. at the Allen County Auditor's Office, where I worked with Joan and an officeful of working mothers. 2003, Gabrielle Glaser, The Nose: A Profile of Sex, Beauty, and Survival, page 78:Day warned that the use of the radium rodswhich could be used successively on an ""officeful of patients""could become a lucrative source of income for the user. 2009, Connie Podesta, How to Stay Employed in Tough Times:Listen to this CEO: I don't want an officeful of robots, but I also don't want people who bring their negative feelings to work every day.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
8560,opacity,Noun,A measure of relative impenetrability to electromagnetic radiation such as light," optics, countable",The opacity of a clean glass window is near zero.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10178,optical activity,Noun,A measure of the amount of optical rotation produced by a standard amount of a substance, chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
10531,oracy,Noun,A measure of this ability, countable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
15402,out-tray,Noun,The amount of work that has been done., by extension,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
15482,outage,Noun,The amount of something lost in storage or transportation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
15808,outcast,Noun,The amount of increase in bulk of grain in malting.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
22500,overpull,Noun,"The amount of force that must be exerted on a pipe to pull it upward, above and beyond its own weight, due to drag and other forces.", in an oil well,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
24351,overyielding,Noun,The amount of biomass an ecological community (e.g,,"a grassland patch) yields, compared to any of its member species alone.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
25504,oxygen debt,Noun,the amount of extra oxygen required to oxidize lactic acid in the muscles built up during vigorous exercise,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
506,wagonful,Noun,"the amount that will fit in a wagon 1893, Bradford Torrey, The Foot-path Way[1]:So I reflected, having nothing better to do, when my wagonful of pilgrims had dropped out of sight in the fog--as a pebble drops into the lake--leaving me with the house to myself; and presently, as I sat at the window, I heard a white-throated sparrow singing outside",,"1911, Martha Summerhayes, Vanished Arizona[2]:We were obliged to wait at Camp MacDowell for Sergeant Stone to arrive with our wagonful of household goods, and then, after a mighty weeding out and repacking, we set forth once more, with a good team of mules and a good driver, to join the command.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
511,wagonload,Noun,The amount that can be loaded onto a wagon.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
2656,wardrobeful,Noun,The amount that fills a wardrobe.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
4387,water content,Noun,"The amount of water contained in a material, such as soil, rock or wood.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
4441,water footprint,Noun,"A measure of the amount of freshwater used by a person, organization or state in a given time.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
5436,wavenumber,Noun,A measure of the number of waves in unit distance; inversely proportional to its wavelength.," mathematics, physics",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
7497,weight/volume percent,Noun,A measure of the concentration of a solution obtained by dividing the mass of the solute by the volume of the solution and multiplying by one hundred,,Often abbreviated to w/v(%).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
8085,wellful,Noun,The amount that fills a well.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
13945,wind chill,Noun,"A measure of how cold the atmosphere feels, taking not just actual temperature into account, but also wind, which can make the air considerably colder", meteorology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
18808,working set,Noun,The amount of memory required by a process in a given time interval., computing theory,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
18847,workload,Noun,"The amount of work assigned to a particular worker, normally in a specified time period",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
18848,workload,Noun,The amount of work that a machine can handle or produce,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
19179,worldvolume,Noun,A measure of the size of a brane," physics, in supersymmetry",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,True
