Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,field,disease,object_map,object,10,11,12,13,14,15,16,17
3124,imaginary geometry,Noun,"Absolute geometry, an axiomatised geometry in which the parallel postulate is absent and not replaced by an alternative, and of which Euclidean geometry and some non-Euclidean geometries are subtypes", geometry,"1879, Frederick Pollock, Introduction, Part 1: Biographical, Leslie Stephen, Frederick Pollock (editors), William Kingdon Clifford, Lectures and Essays, Volume 1, Cambridge University Press, page 14, He[Clifford] liked talking about imaginary geometry, as a matter of pure amusement, to anyone interested in it. But at the same time he attached a serious import to it. 2011, Seth Braver, Lobachevski Illuminated, Mathematical Association of America, page 188, Claim 7. The Euclidean law of cosines holds for any infinitesimal triangle A B C {\displaystyle \triangle ABC} in imaginary geometry.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,geometry ,,geometry,,,,,,,,,,True,False,,,,,,,,,,
4370,immunocolorimetry,Noun,colorimetry in the presence of antibodies,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,colorimetry,,colorimetry,,,,,,,,,,True,False,,,,,,,,,,
4424,immunocytohistochemistry,Noun,The histochemistry of immunocytes, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,histochemistry,,histochemistry,,,,,,,,,,True,False,,,,,,,,,,
4509,immunodynamics,Noun,The dynamics of the immune system,,"2015 September 2, Serotype-Specific Transmission and Waning Immunity of Endemic Foot-and-Mouth Disease Virus in Cameroon, in PLOS ONE[1], DOI:10.1371/journal.pone.0136642:Here, we use data from FMDV serology in an endemic setting to probe strain-specific transmission and immunodynamics.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dynamics,,dynamics,,,,,,,,,,True,False,,,,,,,,,,
4549,immunoepidemiology,Noun,The epidemiology of the immune system, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,epidemiology,,epidemiology,,,,,,,,,,True,False,,,,,,,,,,
4663,immunohistopathology,Noun,"histopathology in the presence of antibodies that bind to tissue components and thus reveal their presence 2015 July 2, Laetitia Lemoine et al., Visualization of regional tau deposits using 3H-THK5117 in Alzheimer brain tissue, in Acta Neuropathologica Communications[1], volume 3, DOI:10.1186/s40478-015-0220-4:The three AD cases showed distinct differences in regional THK5117 binding that were also observed in tau immunohistopathology as well as in clinical presentation.", immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,histopathology,,histopathology,,,,,,,,,,True,False,,,,,,,,,,
4698,immunokinetics,Noun,The kinetics of the processes involved in the immune response, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,kinetics,,kinetics,,,,,,,,,,True,False,,,,,,,,,,
4764,immunometrics,Noun,The statistical analysis of immunological data, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
4849,immunopediatrics,Noun,immunology in children, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,immunology,,immunology,,,,,,,,,,True,False,,,,,,,,,,
4937,immunoprofiling,Noun,The analysis of immunoprofiles, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
4974,immunoradiometry,Noun,immunological radiometry, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,radiometry,,radiometry,,,,,,,,,,True,False,,,,,,,,,,
5120,immunosubtyping,Noun,The separation and analysis of immunosubtypes, immunology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,separation and analysis,,separation,and,analysis,,,,,,,,True,False,", separation",True,,,,,,,,
8208,incarnative,Noun,Any incarnative medicine.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine ,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
8739,inclinometer,Noun,A surveying instrument that measures angles of inclination or elevation; a clinometer.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,surveying instrument,,surveying,instrument,,,,,,,,,True,False,", instrument",True,,,,,,,,
10986,indlamu,Noun,"A traditional Zulu dance from South Africa in which the dancer lifts one foot over the head and brings it down hard, landing squarely on the downbeat",,"2007 February 22, Roslyn Sulcas, Beyond the Body, Making Spirit Move, in New York Times[1]:But there was sophistication and beauty in the way that traditional African dance motifs, like the fierce, stamping Zulu indlamu sequences, were woven together with more sinuous abstract movements.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
11306,inductura,Noun,"In gastropod anatomy, a secondary layer of lamellar shell, usually situated along the inner lip of the aperture of a shell, and in some shells extending beyond.", anatomy,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,anatomy ,,anatomy,,,,,,,,,,True,False,,,,,,,,,,
12282,inferentialism,Noun,Inferential role semantics: an approach to the theory of meaning that identifies the meaning of an expression with its (typically inferential) relationship to other expressions, philosophy,"2008 January 8, MarkosValaris, Two-dimensionalism and the epistemology of recognition, in Philosophical Studies, volume 142, number 3, DOI:10.1007/s11098-007-9195-8:This crude inferentialism about recognition, of course, is not often explicitly defended: it is extremely implausiblejust on plain phenomenological groundsthat recognition must be a matter of discursive reasoning.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,role semantics,,role,semantics,,,,,,,,,True,False,,,,,,,,,,
12732,inflammopathology,Noun,The pathology of inflammation, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pathology,,pathology,,,,,,,,,,True,False,,,,,,,,,,
13044,informalism,Noun,An art movement based on abstract and gestural tendencies rather than definite form.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art movement,,art,movement,,,,,,,,,True,False,,,,,,,,,,
13083,information and communications technology,Noun,The computing and communications department of an organization., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,computing and communications department,,computing,and,communications,department,,,,,,,True,False,,,,,,,,,,
13135,informationism,Noun,A significant ideology that information has power when disseminated.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,ideology,,ideology,,,,,,,,,,True,False,,,,,,,,,,
13241,infotaxis,Noun,"Any searching strategy in which there is sparse information, especially a strategy used by biological organisms to zigzag towards the source of an odour based on sporadic clues",,"20067, Massimo Vergassola et al., ""Infotaxis as a strategy for searching without gradients"", in Nature, volume 445, pages 406409 (2007 January 25) 2008, Caihua Xiong, Honghai Liu, Yongan Huang, Youlun Xiong (editors), Intelligent Robotics and Applications: First International Conference ICIRA 2008, page 1206: Some literatures investigated the odor source localization by robots mimicking biologic behaviors, such as chemotaxis [1] and anemotaxis [2], or custom algorithms like fluxotaxis [3] and infotaxis [4]. The multi-robot system has more advantages than single robot in odor source localization. First, the expected search time can be decreased. Second, the multi-robot system does not easily fall into local maxima. 2009, M.G. Velard et al., ""Mathematical Approach to Sensory Motor Control and Memory"", Chapter 5 of Paola Arena and Luca Patan (editors), Spatial Temporal Patterns for Action-Oriented Perception in Roving Robots, Springer, ISBN, page 260: In the framework of the so-called infotaxis algorithm any search process can be thought of as acquisition of information on source location. Thus information plays a role similar to concentration in chemotaxis. Then the infotaxis strategy locally maximizes the expected rate of information gain. 2009, Huan Liu, John Salerno, Michael Young, Social Computing and Behavioral Modeling, page 94: In a recent paper, Vergassola et al. demonstrated that infotaxis, which is motion based on expected information gain, can be a more effective search strategy when the source signal is weak than conventional methods such as moving along the gradient of a chemical concentration [2]. The infotaxis algorithm combines the two competing goals of exploration of possible search moves and exploitation of received signals to guide the searcher in the direction with the highest probability of finding the source [3]. 2010, Eduardo Martin Moraud and Dominique Martinez, ""Effectiveness and Robustness of Robot Infotaxis for Searching in Dilute Conditions"", in Frontiers in Neurorobotics, 4:1",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,strategy,,strategy,,,,,,,,,,True,False,,,,,,,,,,
14284,initial point,Noun,"In surveying, the point where the principal meridian crosses the baseline.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,surveying ,,surveying,,,,,,,,,,True,False,,,,,,,,,,
14658,inkwork,Noun,Art done in ink,,The comic-book artist was renowned for his sparse yet evocative inkwork.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,Art,,art,,,,,,,,,,True,False,,,,,,,,,,
15289,inorganic chemistry,Noun,"The chemistry of the elements (including carbon), and those compounds that do not contain carbon.", chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,chemistry,,chemistry,,,,,,,,,,True,False,,,,,,,,,,
16099,insinuation,Noun,The art or power of gaining good will by a prepossessing manner.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,True,False,False,False,False,False,False,False,,art or power,,art,or,power,,,,,,,,True,False,,,,,,,,,,
16706,instinct shooting,Noun,"Art of accurately shooting instinctively, without aiming and concentrating on the target.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,Art,,art,,,,,,,,,,True,False,,,,,,,,,,
17404,integralism,Noun,"An ideology according to which a nation is an organic unit, transcending conflict between social and economic groups.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,ideology,,ideology,,,,,,,,,,True,False,,,,,,,,,,
18015,interbehaviorism,Noun,interbehavioral psychology,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,psychology,,psychology,,,,,,,,,,True,False,,,,,,,,,,
20545,interpretationism,Noun,The analysis of the mental by interpretation of the physical, philosophy,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
21403,intervalography,Noun,The construction and interpretation of intervalograms,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,construction and interpretation,,construction,and,interpretation,,,,,,,,True,False,,,,,,,,,,
23978,inverting function,Noun,An electronic logic circuit which inverts the phase of a signal, electronics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,logic circuit,,logic,circuit,,,,,,,,,True,False,,,,,,,,,,
24067,investorism,Noun,An ideology that stresses the importance of investment for the health of the economy,,"1979, A. Janell Anderson, Decisionmaking in the California P.U.C, page 57:Certainly for the foreseeable future the commission will be concerned with the contemporary issues of the day consumerism, environmentalism, inflation, and now investorism. The new investorism comes as a result of investors' feeling that the PUC has given too much attention to consumers in the past. 2009, Karen Ho, Liquidated: An Ethnography of Wall Street, ISBN, page 180:Contrary to mainstream Wall Street assumptions, it was the state that catalyzed both mass investment and investorism during the First World War through the mass selling of Liberty war bonds to some 30 million middle-class Americans. 2012, Thomas Welskopp Alan Lessoff, Fractured Modernity, ISBN:Indeed historian Julia Ott has shown how the federal government's impetus for the investing craze (known as investorism) built upon such an ideology.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,ideology,,ideology,,,,,,,,,,True,False,,,,,,,,,,
25090,irenicism,Noun,Irenical theology; belief or behaviour that tends to resolve disputes between denominations or religions; conciliation,,"1965, New Catholic World, vol. 202, p. 117: A striking feature of this volume is the pronounced irenicism of the Americans, Lindbeck of Yale and Quanbeck of the Luther Theological Seminary at St. Paul, in contrast to the unsparingly critical approach of the Europeans. 2016, Peter H. Wilson, The Holy Roman Empire, Penguin 2017, p. 122: The elector Palatine, as self-appointed Calvinist leader, promoted his own, narrow form of irenicism to remain within the Peace by finding common ground with Lutherans.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,True,False,False,False,False,False,False,False,,theology ; belief or behaviour,,theology,;,belief,or,behaviour,,,,,,True,False,,,,,,,,,,
25095,irenics,Noun,"Irenical theology, opposed to polemics.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,theology ,,theology,,,,,,,,,,True,False,,,,,,,,,,
25583,ironworking,Noun,The metallurgy of iron.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,metallurgy,,metallurgy,,,,,,,,,,True,False,,,,,,,,,,
26247,ischuretic,Noun,Any medicine that relieves ischury.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
26377,ism,Noun,"An ideology, system of thought, or practice that can be described by a word ending in -ism",,"1843, Thomas Carlyle, Past and Present, book 2, ch. XV, Practical Devotional [] his religion, his worship was like his daily bread to him; which he did not take the trouble to talk much about; which he merely ate at stated intervals, and lived and did his work upon! This is Abbot Samsons Catholicism of the Twelfth Century; something like the Ism of all true men in all true centuries, I fancy! Alas, compared with any of the Isms current in these poor days, what a thing! 1965, Bertram David Wolfe, Marxism, One Hundred Years in the Life of a Doctrine, p. 357, An ism does not have to possess the fearful implements of state power to cut off a a deviant or heretical member. 1969, Walter E. Minchinton, Mercantilism; System Or Expediency?, p. xi, In his exposition, he has failed to achieve the identification of situation, theory, and policy necessary to create an ism. 1986, Matthew Broderick (as Ferris Bueller), Ferris Buellers Day Off: Isms in my opinion are not good. A person should not believe in an ism he should believe in himself. 1994, Kenneth Kaye, Workplace Wars and How to End Them, p. 70, It is important to distinguish between an ism and a mere generalization about group differences. Generalizations that have statistical validity are not isms. An ism assumes that the generalization applies to an individual.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"ideology , system",,ideology,",",system,,,,,,,,True,False,,,,,,,,,,
110,dab,Noun,"A hip hop dance move in which the dancer simultaneously drops the head while raising an arm, briefly resting their face in the elbow, as if sneezing into their elbow.", dance,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,hip hop dance move,,hip,hop,dance,move,,,,,,,True,False,,,,,,,,,,
280,dactyliography,Noun,The art of writing or engraving upon gems.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
319,dactyloscopy,Noun,The forensic analysis and comparison of fingerprints as a means of identification of individuals,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,True,False,False,False,False,False,False,False,,analysis and comparison,,analysis,and,comparison,,,,,,,,True,False,,,,,,,,,,
904,dalamalika,Noun,"In Indian art, a figure depicted holding a branch.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art ,,art,,,,,,,,,,True,False,,,,,,,,,,
1470,dance school,Noun,A dance studio.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance studio ,,dance,studio,,,,,,,,,True,False,,,,,,,,,,
1533,dancesport,Noun,"Dance as a sport activity; often specifically competitive ballroom dancing 2009, January 25, Full list of Australia Day honours[1]:Mr Donald Alfred BLACKAM Mount Clear Vic 3350 For service to the community through philanthropic contributions to health, youth and dancesport organisations.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,Dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
1551,dancing,Noun,A dance club in France, historical,"2001, William A. Shack, Harlem in Montmartre: A Paris Jazz Story Between the Great Wars New dancings pervaded the length and breadth of Montmartre in order to suit the taste of foreign patrons. 2003, Jeffrey H. Jackson, Making Jazz French: Music and Modern Life in Interwar Paris (page 44) Different dancings also attracted different crowds. Indeed, the diversity of dancers throughout the city makes drawing a detailed portrait of them difficult.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance club,,dance,club,,,,,,,,,True,False,,,,,,,,,,
1619,dandiya raas,Noun,A dance in which the performers carry short sticks which are struck together in time to the music,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
1869,danzonete,Noun,A dance danced to such music.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
1872,danzón,Noun,A dance style associated with danzn music.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance style,,dance,style,,,,,,,,,True,False,,,,,,,,,,
3222,dawa,Noun,"A medicine, particularly a native one or one used by witch doctors.", East Africa,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine ,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
3909,de Broglie-Bohm theory,Noun,An interpretation of quantum theory,,"In addition to a wavefunction on the space of all possible configurations, it also postulates an actual configuration that exists even when unobserved.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,interpretation,,interpretation,,,,,,,,,,True,False,,,,,,,,,,
6202,decalage,Noun,"In Piagetian developmental psychology, the inability to apply a learned function across all problems (horizontal decalage) or across different developmental stages (vertical decalage).", psychology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,psychology ,,psychology,,,,,,,,,,True,False,,,,,,,,,,
7149,decipherment,Noun,"The analysis of documents written in ancient languages, where the language is unknown, or knowledge of the language has been lost.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
7185,decision theology,Noun,A theology that stresses the importance of the decision to become a Christian for salvation, Christianity,Often this decision takes the form of the sinner's prayer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,theology,,theology,,,,,,,,,,True,False,,,,,,,,,,
7195,decisionism,Noun,A theology that stresses the importance of the decision to become a Christian for salvation, Christianity,"Often this decision takes the form of the sinner's prayer. 2008, Chuck Lawless, Southern Baptist Non-CalvinistsWho Are We Really?, in E. Ray Clendenen and Brad J. Waggoner, editors, Calvinism: A Southern Baptist Dialogue, page 166:The decisionism of today's SBC is problematic, but many of us remain unconvinced that dropping decision from our evangelistic vocabulary is a necessary response [] . 2011, John MacArthur et al., Evangelism: How to Share the Gospel Faithfully, page 134:The sinner's prayer is an example of a wrong presupposition that plagues much of modern evangelism. It comes from the errant notion that a sinner's decision to receive Christ is the determining factor in salvation. The sinner's prayer is an offshoot of this concept of decisionism, despite the fact that it utterly removes the idea that it is actually God who draws people to Himself.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,theology,,theology,,,,,,,,,,True,False,,,,,,,,,,
9523,defence,Noun,A strategy and tactics employed to prevent the other team from scoring; contrasted with offence., team sports,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,strategy and tactics,,strategy,and,tactics,,,,,,,,True,False,,,,,,,,,,
