Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body
6303,imploder,Noun,A device used to create underwater shock waves by causing water to rush into a region of low pressure.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
6850,imprinter,Noun,A device that imprints.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
8477,incher,Noun,An object having a dimension of so many inches, in combination with a number,Which computer monitor did you buy? I bought the 24-incher!,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
8737,inclinometer,Noun,An instrument that displays the angle of an aircraft relative to the horizon.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
8738,inclinometer,Noun,An instrument that measures magnetic dip; a dip circle.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10170,indenture,Noun,"A document, written as duplicates separated by indentations, specifying such a contract.", law,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10900,individual,Noun,"An object, be it a thing or an agent, as contrasted to a class",,"2006, Steven French, Identity and Individuality in Quantum Theory, in Stanford Encyclopedia of Philosophy[1]:It is typically held that chairs, trees, rocks, people and many of the so-called everyday objects we encounter can be regarded as individuals. 2013 May-June, Katrina G. Claw, Rapid Evolution in Eggs and Sperm, in American Scientist, volume 101, number 3:In plants, the ability to recognize self from nonself plays an important role in fertilization, because self-fertilization will result in less diverse offspring than fertilization with pollen from another individual.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
11295,inductometer,Noun,An instrument for measuring the degree or rate of electrical induction.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
11550,inebriometer,Noun,A device that measures the response of an organism to the effects of alcohol,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
12092,infantometer,Noun,An instrument for measuring the size of young children,,"2015 July 21, Determinants of Weight Gain during the First Two Years of LifeThe GECKO Drenthe Birth Cohort, in PLOS ONE[1], DOI:10.1371/journal.pone.0133326:Length was assessed using an infantometer to the nearest 0.1 cm.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
12527,infiltrometer,Noun,A device that is used to measure the infiltration of water into soil, soil science,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
12612,infinity box,Noun,"A device used in phreaking that can be activated remotely, typically for the purpose of eavesdropping on telephone calls.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
13592,infuser,Noun,A device used for preparing infusions,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14282,initial object,Noun,"An object within a category which sends out arrows to all other objects in that category, and such that each of these arrows is unique", category theory,"In the category of sets, the initial object is the empty set, since there exists a unique function, namely the empty function, from the empty set into any other given set.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14424,injector,Noun,An object that realizes a dependency injection., object-oriented programming,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14525,ink eraser,Noun,"An instrument used to remove ink from a writing surface, either (traditionally) a metal scraper or (more recently) a special pen dispensing a chemical that eradicates ink.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
15207,inoculator,Noun,A device used for inoculating.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
15736,insectocutor,Noun,A device used to attract insects and kill them with electricity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
15859,insertion order,Noun,A document that specifies the dates and scope of a media buy," business, marketing","Used in print, online, and broadcast media.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
16415,inspirometer,Noun,"An instrument for measuring the force, frequency, or volume of the inspirations in breathing.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
16890,instrument,Noun,A device used to produce music,,"The violinist was a master of her instrument. 1568, William Cornishe [i.e., William Cornysh], In the Fleete Made by Me William Cornishe otherwise Called Nyshwhete Chapelman with the Most Famose and Noble Kyng Henry the VII. His Reygne the XIX. Yere the Moneth of July. A Treatise betwene Trouth, and Information., in John Skelton; J[ohn] S[tow], editor, Pithy Pleasaunt and Profitable Workes of Maister Skelton, Poete Laureate, Imprinted at London: In Fletestreate, neare vnto Saint Dunstones Churche by Thomas Marshe, OCLC 54747393; republished as Pithy Pleasaunt and Profitable Workes of Maister Skelton, Poete Laureate to King Henry the VIIIth, London: Printed for C. Davis in Pater-noster Row, 1736, OCLC 731569711, page 290:The Harpe. [] A harper with his wret maye tune the harpe wrong / Mys tunying of an Intrument hal hurt a true onge",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17326,intake silencer,Noun,A device that reduces the noise in an intake system., automotive,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17422,integraph,Noun,A device that determines the value of an integral by measuring the area under a curve (and drawing the curve of its integral), mathematics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17468,integrator,Noun,A device that calculates definite integrals.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
18245,interchanger,Noun,A device that interchanges something.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
18946,interference microscope,Noun,An instrument used to study the differences in the phase of light transmitted through a specimen.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
19547,interlocker,Noun,A device that interlocks,,"1933, Interstate Commerce Commission Reports Signals and interlockers. The Nickel Plate has 24 interlocking plants on its lines, of which 20 are mechanically operated and 4 electrically operated.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
19839,intermitter,Noun,A device that controls the intermittent flow of a fluid.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
20783,interrogator,Noun,A device that requests data from another device,,"2002, Mark Beaulieu, Wireless Internet applications and architecture (page 126) Any RFID interrogator within 30 meters can read an RFID tag in active mode.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
21404,intervalometer,Noun,A device that measures intervals of time.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
21712,intimascope,Noun,A device used to measure the thickness of the intima of blood vessels,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
23511,inundator,Noun,A device that saturates the sand with the appropriate amount of water when making concrete.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
23988,invertor,Noun,A device that converts direct current into alternating current., electricity,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
24245,invitation,Noun,A document or verbal message conveying an invitation,,We need to print off fifty invitations for the party.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
24841,ionizer,Noun,a device that ionizes,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
25630,irradiator,Noun,A device used to irradiate,,"2001 September 28, S. M. Bailey et al., Strand-Specific Postreplicative Processing of Mammalian Telomeres, in Science[1], volume 293, number 5539, DOI:10.1126/science.1062560, pages 2462-2465:Slides were then exposed to 365-nm ultraviolet (UV) light (Stratalinker 1800 UV irradiator) for 25 to 30 min. 1997 November 14, Diana Finzi et al., Identification of a Reservoir for HIV-1 in Patients on Highly Active Antiretroviral Therapy, in Science[2], volume 278, number 5341, DOI:10.1126/science.278.5341.1295, pages 1295-1300:These PBMCs were inactivated by irradiation with 5000 roentgens in a cesium source irradiator and then washed twice.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
25638,irradiometer,Noun,An instrument for measuring irradiation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
25801,irregularity,Noun,An object or event that is not regular or ordinary, countable,an irregularity of surface,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
27115,isolator,Noun,A device that isolates something from the surrounding environment to keep it sterile,,"2007, PHARMACEUTICAL INSPECTION CO-OPERATION SCHEME, ISOLATORS USED FOR ASEPTIC PROCESSING AND STERILITY TESTING, Recommendation, picscheme.org, p.1 The term Isolator as used in the Pharmaceutical Industry covers a variety of pieces of equipment. One group has the main objective of providing containment for the handling of dangerous materials either aseptically or not. Another group has the main objective of providing a microbiologically controlled environment within which aseptic operations can be carried out. 2011, WHO, Annex 6: WHO good manufacturing practices for sterile pharmaceutical products, WHO Technical Report Series, No. 961, 2011, who.int, p.18 The use of isolator technology to minimize human interventions in processing areas may result in a significant decrease in the risk of microbial contamination of aseptically manufactured products from the environment. There are many possible designs of isolators and transfer devices .",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
27849,isotron,Noun,A device that uses an electrical field to separate the isotopes of uranium.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
28145,item,Noun,An object that can be picked up for later use.," by extension, video games",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
28190,iterable,Noun,An object that can be iterated over., programming,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
1306,dampener,Noun,A device that moistens or dampens something.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2596,data access object,Noun,"An object in programming that provides an abstract interface to some type of persistence mechanism, providing some specific data operations without exposing details of the persistence layer.", computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
2823,datasheet,Noun,A document summarizing the performance and other technical characteristics of a product.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
4727,deaerator,Noun,A device that removes oxygen and other dissolved gases from the feedwater to a steam-generating boiler.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
5233,death certificate,Noun,"A document issued by a medical practitioner, or by a registrar, certifying the date, location and cause of a person's death as later entered in an official register of deaths.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
5675,debenture,Noun,"A document granting lenders a charge over a borrowers physical assets, giving them a means to collect a debt, as part of a secured loan"," finance, Britain","1918, W. B. Maxwell, chapter 2, in The Mirror and the Lamp[1]:That the young Mr. Churchills likedbut they did not like him coming round of an evening and drinking weak whisky-and-water while he held forth on railway debentures and corporation loans. Mr. Barrett, however, by fawning and flattery, seemed to be able to make not only Mrs. Churchill but everyone else do what he desired.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
5957,debt instrument,Noun,A document evidencing a debt; the debt so evidenced," finance, law","2005, Abbas Ali Mirza, Financial Reporting Standards (IFRS) Workbook, page 235:In this case, Entity A would be required to separate the equity conversion option (the embedded derivative) from the host debt instrument 2005, James C. Van Horne, Fundamentals of Financial Management, page 525:The creditworthiness of a publicly traded debt instrument is often judged in terms of the credit ratings assigned to it by investment rating",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
6691,decelerometer,Noun,An instrument for measuring deceleration.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
7485,declinator,Noun,An instrument for taking the declination or angle which a plane makes with the horizontal plane.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
7526,declinometer,Noun,An instrument for measuring magnetic declination.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
7604,decoder,Noun,A device that decodes a scrambled electronic signal e.g,,of a satellite television signal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
8044,decontaminator,Noun,A device that decontaminates.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
9973,definitive agreement,Noun,"A document defining the final terms of an agreement between buyer and seller, typically of a company's assets or stock.", finance,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10074,deflectometer,Noun,An instrument that measures the deflection of structures when loads are applied.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10517,degasser,Noun,A device used to degas something,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10524,degausser,Noun,A device that performs degaussing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
10615,degerminator,Noun,A device that separates the germ from the husk of a cereal grain, agriculture,"2007, Y. H. Hui, PhD, Ramesh C. Chandan, Stephanie Clark, Handbook of Food Products Manufacturing, page 374: The grains are then broken up in the degerminator, usually an impact mill.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
11119,dehydrator,Noun,A device that removes water from a material,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
11483,deionizer,Noun,A device that deionizes something.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
12399,delouser,Noun,A device that removes lice.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
12854,dematerializer,Noun,A device that dematerializes things., science fiction,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
13031,demethanizer,Noun,"A device that removes methane from a (petroleum) gas mixture 2015 December 23, Energy Return on Investment (EROI) for Forty Global Oilfields Using a Detailed Engineering-Based Model of Oil Production, in PLOS ONE[1], DOI:10.1371/journal.pone.0144141:Four different fields realize an NER tot increase by greater than 4 times the base value when the gas processing intensity is set to low processing intensity (e.g., turn off acid gas removal, demethanizer, and dehydrator).",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
13104,demicircle,Noun,"An instrument for measuring angles in surveying etc., resembling a protractor with an alidade, sights, and compass.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
13208,demineralizer,Noun,A device that demineralizes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
13290,demit,Noun,"A document certifying that a person has (honourably) demitted, as from a Masonic lodge.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14622,densiometer,Noun,A device used to measure the density of the canopy of a woodland or forest,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14636,densitometer,Noun,A device that measures the optical density of a material.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14637,densitometer,Noun,A device that measures the specific gravity of a substance; a densimeter.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14820,dentiscalp,Noun,An instrument for scraping the teeth; a toothpick.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
14974,deodand,Noun,An object forfeited to the state (and supposedly to God) because it had caused the death of a person.," historical, law",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
16282,depressor,Noun,An instrument used to push something out of the way during an examination,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17110,dermabrader,Noun,A device used to perform dermabrasion.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17202,dermatome,Noun,An instrument used surgically to remove a thin slice of skin for grafting,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17335,dermoscope,Noun,An instrument used in dermoscopy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17449,derrick,Noun,A device that is used for lifting and moving large objects.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
17510,desalinator,Noun,A device that performs desalination.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
18671,desolderer,Noun,A device that uses a vacuum to remove solder.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
19494,desuperheater,Noun,"A device that reduces the temperature of superheated steam, and recovers useful heat in the process",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
19539,desynchronizer,Noun,A device used in desynchronization,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
19998,dethermalizer,Noun,"A device that alters the aerodynamics of an airplane, glider etc, allowing it to descend quickly but safely, especially when caught in a thermal ""One of the most bittersweet joys in model aviation is an out of sight flight by a Free Flight model",,"While we all strive for our models to fly as well as we can, it is possible to have a model fly too well. Well trimmed, and with a bit of luck, a model can be caught in a thermal and climb to beyond the limits of our vision. It is the purpose of a dethermalizer to effect a change in the geometry of a model, such that it descends more rapidly, yet still safely. Getting the DT to activate after a target time is the job of a DT timer."" ~ Thayer Syme. Reprinted with permission.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
20062,detonator,Noun,A device used to detonate an explosive device etc.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
22605,diamond anvil cell,Noun,A device that is used to subject small samples of materials to exceptionally high pressures,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
22813,diaphanometer,Noun,An instrument for measuring the transparency of a fluid.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
23228,diatyposis,Noun,A document consisting of rules to live by for one's audience or for posterity., rhetoric,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
23814,dichrograph,Noun,A device that is used to measure circular dichroism,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
23858,dichroscope,Noun,An instrument for examining the dichroism of crystals.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
24627,die,Noun,A device used to cut an external screw thread,,(Internal screw threads are cut with a tap.),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
25221,difficulty,Noun,An objection.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
25272,diffractometer,Noun,A device that uses diffraction (especially X-ray diffraction) to investigate the structure of matter.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,True
