Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,instance
123,wackyparsing,Noun,An instance of a phrase being wackyparsed.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
300,wafting,Noun,An instance of wafting; the action of something that wafts,,"2007 January 31, Bryan Miller, In a Yale Dining Hall, Independent Study at the Microwave, in New York Times[1]:The following afternoon they fired up an ancient wood-frame charcoal grill and laid on the pig, suffusing the quad with the sweet waftings of barbecue that is, until the grill caught fire and collapsed.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1668,wallow,Noun,An instance of wallowing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15712,wishful thought,Noun,An instance of wishful thinking.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19697,wounding,Noun,An instance of being wounded,,Washington Irving Who is there of mine goes to this war that I should grieve for his wounding or look for his return?,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20627,wrong,Noun,An instance of wronging someone (sometimes with possessive to indicate the wrongdoer),,"1597, John Dowland, The First Booke of Songes or Ayres, Part V. Can she excuse my wrongs with Virtue's cloak? Shall I call her good when she proves unkind?",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20674,wrongdoing,Noun,An instance of doing wrong., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2235,backtab,Noun,An instance of pressing this key combination.," computing, countable",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
8953,bashing,Noun,An instance of bashing; a physical attack.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11113,baying,Noun,An instance of baying; a howl,,"1877, Homer, translated by C. B. Cayley, The Iliad, book XXI Soon as he hears bayings, and is not alarm'd nor affrighted... 1880, Mark Twain, chapter 24, in A Tramp Abroad[1]:...the distressed bayings of his dogs, ... 1885, ed. by Charles Dickens, Jr, ""The Dogs of War"" in All the Year Round, Volume XXXVI And the thrill which their ill-omened bayings send through people at large is a measure of the state of tension in which the general mind is held. 1907, Seneca, translated by Frank Justus Miller, Hercules Furens Act III Who, tossing back and forth his triple heads,/ With mighty bayings watches o'er the realm.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14253,beeping,Noun,An instance of beeping; a sound that beeps.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15236,behavior,Noun,An instance of the way a living creature behaves., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15305,beheading,Noun,An instance of a person being beheaded,,"A large crowd gathered to see the beheading. The guillotine was meant to humanize beheadings, but allowed the French Revolution to execute people at an industrial rate.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16894,benching,Noun,An instance of a person being removed temporarily from an active role in a group or team activity.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17020,bending,Noun,An instance of something being adapted or distorted,,bendings of the rules,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
18423,berthing,Noun,An instance of a ship being brought to rest at some docking facility., nautical,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26903,birth,Noun,An instance of childbirth, countable,Intersex babies account for roughly one per cent of all births.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28036,biting,Noun,An instance of something being bitten.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29653,blackout,Noun,"An instance of censorship, especially a temporary one",,media blackout the 2012 English Wikipedia blackout,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
30188,blanking,Noun,An instance of something being blanked out.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
30810,bleed out,Noun,"An instance of any system or item that loses its necessary components, such as a machine and its fuel or a company and its money.", figuratively,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33030,blow-dry,Noun,"An instance of blow-drying She went to the hairdresser's for a haircut, shampooing and a blow-dry.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
37788,bookcrossing,Noun,An instance of the practice., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
38518,bootscanning,Noun,An instance of running a bootscan.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39284,borrowing,Noun,An instance of something being borrowed,,"Horace Binney Subscriptions, borrowings of money, taxings of the citizens and their property, may all be valid, as operations by virtue of laws for the government of the City []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
43881,break,Noun,An instance of breaking something into two or more pieces,,The femur has a clean break and so should heal easily.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
43941,break and enter,Noun,An instance of breaking and entering,,"1999, Julian V. Roberts, David P. Cole, Making Sense of Sentencing, ISBN, page 139:For example, an offender convicted of two crimes, such as break and enter and possession of burglary instruments, is sentenced to a one-year term of imprisonment. It is not clear, however, what portion of the sentence was imposed for the break and enter and what portion for the possession of burglary instruments. This makes it impossible to determine the average sentence for a specific offence such as break and enter. 2006, Katherine Covell R. Brian Howe, The Challenge of Childrens Rights for Canada, ISBN, page 98:In the anti-social peer group, if one member suggests a break and enter, or car theft, as a way to pass an evening, the others are likely to agree without thinking of alternatives or possible consequences. 2017, Jeffery T. Walker, Social, Ecological and Environmental Theories of Crime, ISBN:The resulting data-set includes 11,991 violent crimes, 23,262 break and enters, and 36,720 automotive thefts.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
44610,breathhold,Noun,An instance of holding breath," uncommon, especially medicine","2012, Mark Creager, Joseph Loscalzo, Joshua A. Beckman, Vascular Medicine: A Companion to Braunwald's Heart Disease ISBN: Acquisition times can be long and prevent imaging within the time span of a single breathhold.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45738,brightening,Noun,An instance of becoming brighter.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
48538,brushing,Noun,An instance of brushing,,Give your shoes a brushing to get the mud off.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
48642,brutalization,Noun,An instance of being brutalized.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
51795,bungee jump,Noun,An instance of bungee jumping.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1452,hailfall,Noun,An instance of hail falling., meteorology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3744,hamstringing,Noun,An instance of somebody being hamstringed.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3808,hand,Noun,An instance of helping,,"Bob gave Alice a hand to move the furniture. 1898, Winston Churchill, chapter 4, in The Celebrity:The Celebrity, by arts unknown, induced Mrs. Judge Short and two other ladies to call at Mohair on an afternoon when Mr. Cooke was trying a trotter on the track. The three returned wondering and charmed with Mrs. Cooke; they were sure she had had no hand in the furnishing of that atrocious house.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4790,hang,Noun,An instance of ceasing to respond to input devices, computing,We sometimes get system hangs.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5268,haplograph,Noun,An instance of haplography in a text.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5315,haplology,Noun,An instance of deleting one of two almost identical syllables within a word.," phonology, countable",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6256,hardness,Noun,An instance of this quality; hardship.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14195,henpecking,Noun,An instance of henpecking or nagging.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19203,hijack,Noun,An instance of hijacking; the illegal seizure of a vehicle; a hijacking.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19204,hijack,Noun,An instance of a seizure and redirection of a process.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19217,hijacking,Noun,The instance of such an act; the seizure of a vehicle,,"2014 August 21, A brazen heist in Paris [print version: International New York Times, 22 August 2014, p.8], in The New York Times[1]:The audacious hijacking in Paris of a van carrying the baggage of a Saudi prince to his private jet is obviously an embarrassment to the French capital, whose ultra-high-end boutiques have suffered a spate of heists in recent months.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19358,hillclimb,Noun,"An instance of climbing (ascending) a hill in a car, especilly competitively",,"1971, Anthony Harding, Car facts and feats (ISBN): The first speed hillclimb in the Isle of Man was held at Port Vuillen on 11th May 1904 as part of the eliminating trials for that year's Gordon Bennett Cup Race. 1989, Car and Driver: The Cadillacs took first and second in acceleration, cornering, the slalom, and the hillclimb. 2012, Gary LaPlante, How to Ride Off-Road Motorcycles (ISBN), page 70: As with any hillclimb, take a good look at the hill ahead of time and choose what you feel is the easiest, smoothest line. Begin your climb by being back far enough from the base to get the most possible speed that you can safely hit at the start... 2013, Robert Dick, Auto Racing Comes of Age (ISBN), page 215: On 5 October 1919, Antonio Ascari drove his 4.5-liter S57 to victory in the 50.9-km hillclimb between Parma and Poggio di Berceto in 38 min 11 sec, averaging 83.2 km/h.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20718,hit-out,Noun,An instance of knocking the ball out of a ruck contest., Australian rules football,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
22018,hold,Noun,"An instance of holding one's service game, as opposed to being broken.", tennis,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25563,hook,Noun,"An instance of playing a word perpendicular to a word already on the board, adding a letter to the start or the end of the word to form a new word", Scrabble,"2003, Andrew Fisher, David Webb, The Art of Scrabble[4], ISBN, page 58:Setup plays can also be made when you do not have the needed letter but believe your opponent doesn't know the hook owing to its obscurity.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34340,hyperbolism,Noun,An instance of hyperbole, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
37243,hypocrisy,Noun,An instance of any or all of the above.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3832,edit conflict,Noun,An instance of two people trying to edit the same file or document simultaneously., computing,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4655,efold,Noun,An instance of e-folding,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6580,electric shock,Noun,An instance of subjecting (someone or something) to an electric shock,,The newer taser delivered a more powerful electric shock to the target than the older one did.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15717,enquiring,Noun,An instance of making an enquiry; an asking,,"1876, Rev. James Vaughan, The Trident, the Crescent, and the Cross We are thankful for what God has already wrought; for those thousands who now acknowledge the Lord Jesus Christ; [] for the earnest enquirings after true religion which are found in some; []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20073,epsilontics,Noun,An instance of reasoning performed using this approach, mathematics,"1973, American Mathematical Society, Notices of the American Mathematical Society Key abstract theorems are explained largely by physical reasoning, and are presented in the most concrete, intelligible fashion possible. Epsilontics are minimized. 1999, Roland Omns, Understanding Quantum Mechanics, Princeton University Press ISBN, page 185 One might be more precise by giving an error for equation (16.2) or by considering the much smaller errors on the exclusion of other classical properties, but these epsilontics will be omitted. 2001, Peter Schuster, Ulrich Berger, Horst Osswald, Reuniting the Antipodes - Constructive and Nonstandard Views of the Continuum, Springer Science Business Media ISBN, page 137 Thus, Hadamard avoids Weierstrassian epsilontics in his text for engineering students. 2007, C Haines, P Galbraith, W Blum, S Khan, Mathematical Modelling: Education, Engineering and Economics - ICTMA 12, Elsevier ISBN, page 330 The sequence of Riemann sums is a constant sequence and converges to its constant value s(b) s(a). No epsilontics are needed.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
24053,ethopoeia,Noun,An instance of this technique, countable,"1976, E. Michael Gerli, Alfonso Martnez de Toledo, ISBN, page 115:In their ethopoeias of the ideal lover, de la Torre, Ribera, and Luduefia emphasize, as we have seen, eloquence, good physical proportions, youth, elegance, discretion and honesty. 2001, Ralph W. Mathisen Danuta Shanzer, Society and Culture in Late Antique Gaul, page 302:The speeches in the De Gelesuintha all can be described as ethopoeiae, that is speeches intended to communicate the emotional condition of their speakers. 2003, George Alexander Kennedy, Progymnasmata, ISBN:An ethopoeia is delimited by some few arguments from past, present, and future time, while exhortation, as an hypothesis dealing with acknowledged particulars, takes its amplification from final headings. 2012, Irene Peirano, The Rhetoric of the Roman Fake, ISBN, page 258:One of the most elaborate extant examples of this genre is a speech by Libanius, an ethopoeia of Medea as she is about to kill her children.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28643,exhibit,Noun,An instance of exhibiting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28659,exhibition,Noun,"An instance of exhibiting, or something exhibited.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
30730,exposure,Noun,An instance of taking a photograph., photography,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32326,extravaganza,Noun,An instance of fantastical or chaotic behaviour or conduct.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32611,exuberance,Noun,An instance of exuberant behaviour.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1623,paintover,Noun,"An instance of painting over the top of something, such as an existing artwork or a graffiti tag.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2331,palatalization,Noun,An instance of pronunciation in which a sound is palatalized.," phonology, countable",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7342,parallel giant slalom,Noun,"An instance of the sports discipline, a course, run or competition."," countable, skiing",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7366,parallel slalom,Noun,"An instance of the sports discipline, a course, run or competition."," countable, skiing",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
12116,patch-up,Noun,An instance of patching or repairing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17562,penny-pinching,Noun,Instance of extreme economy.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
31687,pick off,Noun,An instance of throwing out a batter leading off base, baseball,The final out of the game was determined by a pick off.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
31943,pickling,Noun,An instance of processing something in brine or other solution.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32006,pickup,Noun,"An instance of approaching someone and engaging in romantic flirtation and courting with the intent to pursue romance, a date, or a sexual encounter",,"See also pick-up line, pick-up joint, pickup artist. Hey, thanks for the drink, but if this is a pickup, I'm not interested. 1984, Steven Carter, What every man should know about the ""new woman"": a survival guide But what about the women who still go to bars are they completely unaffected by these negative connotations? Hardly. No woman wants to think of herself as being an easy pick-up []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32756,pieing,Noun,"An instance of throwing a pie at someone, most prominently a politician or other powerful or influential person as a means of protest",,The Canadian prime minister was the victim of a pieing.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33369,pigroot,Noun,An instance of pigrooting,,"2015, Fiona McCallum, Return to the Adelaide Hills, page 418:Howie showed his objection to the early hour with a few pigrootshe impressed the television people but merely caused the sure-seated Maddie to laugh.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34810,ping pong,Noun,An instance of figuratively bouncing something or someone back and forth, figuratively,"1909, Thaddeus L. Bolton, On the Efficacy of Consciousness, in Frederick James Eugene Woodbridge and Wendell T. Bush, editor, The Journal of Philosophy, Psychology and Scientific Methods[2], volume 6, New York: The Science Press, page 424:To be conscious is to be subject to just such a ping-pong of recurring nervous activities that effect muscle tone on one side and brain discharge on the other.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
37690,plagiarism,Noun,The instance of plagiarism., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39939,playaround,Noun,An instance of working in a nonserious manner; an instance of playing around.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
41438,ploop,Noun,An instance of this sound,,"I heard a ploop, but I couldn't tell where it came from.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
41781,pluck,Noun,An instance of plucking Those tiny birds are hardly worth the tedious pluck,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42268,plunder,Noun,An instance of plundering.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49166,pooh,Noun,"An instance of saying ""pooh""", countable,"1593, Gabriel Harvey, Pierces Supererogation: Or A New Prayse of the Old Asse, London: Imprinted by Iohn Wolfe, OCLC 165778203; republished as John Payne Collier, editor, Pierces Supererogation: Or A New Prayse of the Old Asse. A Preparative to Certaine Larger Discourses, Intituled Nashes S. Fame (Miscellaneous Tracts. Temp. Eliz. Jac. I; no. 8), [London: [s.n.], 1870], OCLC 23963073, page 181:She [] hath tiled him with an immortall penne, the bawewawe of chollars, the tutt of gentlemen, the tee-heegh of gentlewomen, the phy of citizens, the blurt of Courtiers, the poogh of good letters, the faph of good manners, and the whoop-hooe of good boyes in London treetes. 1818, Lord Byron, Beppo, canto vii, l. 4: A thing which causes many poohs and pishes.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
51699,post hoc,Noun,"An instance of the post hoc ergo propter hoc fallacy, in which temporal order is confused with causation",,"1919, George Saintsbury, A History of the French novel (to the close of the 19th century), page 422:or that it is altogether fair to accumulate the post hocs with their inevitable suggestion of propter 1958, Stuart Chase, Guides to straight thinking: with 13 common fallacies - Page 76:More grim were the post hocs of the ancient Aztecs. In their experience rain had followed the season of sacrificial rites, and they believed that .... 1966, Lew Sarett, Basic principles of speech, page 302:... or walking under a ladder brings bad luck; belief in astrology; fear of the number thirteen. Advertisers play upon our weakness for post hocs 2006, Gerd Gigerenzer; Christoph Engel, Heuristics and the law, page 332:Accordingly, most of the time it is sufficient to draw lines of post hocs and to make a distinction between causes and symptoms in an almost graphic way. 2008, Rivka Galchen, Atmospheric disturbances, page 40:But I knew that my reasoning was post hoc, and another voice came in, mocking me, reminding me that post hoc reasoning is the consolation of the psychotic",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
