Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2
5238,immutability,Noun,The state or quality of being immutable; immutableness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5239,immutability,Noun,The state of being unchangeable in the memory after creation., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5243,immutableness,Noun,The state of being immutable; unchangeableness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5317,impactedness,Noun,The state or condition of being impacted,,"2007, Nathaniel Mackey, Bass Cathedral The usual feeling of impactedness was there.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5352,impairedness,Noun,The state of being impaired.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5505,impassability,Noun,The state or quality of being impassable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5515,impassibility,Noun,The state or condition of being impassible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5540,impassiveness,Noun,The state of being impassive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5542,impassivity,Noun,The state of being impassive.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5595,impeachability,Noun,The state or condition of being impeachable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5607,impeachment,Noun,The state of being impeached, uncountable,"1918, Robert Southey, The Siege of Zamora, in William Patten, editor, Heroes and Heroines of Chivalry (The Junior Classics; IV), New York, N.Y.: P[eter] F[enelon] Collier Son Corporation, OCLC 904436694, pages 319320:And Don Diego Ordoez answered, [...] ye of Zamora have received Vellido and harbored him within your walls. [...] And for this I impeach the people of Zamora, the great as well as the little, and living and the dead. [...] Don Arias Gonzalo replied, [...] But know that you have been ill advised in making this impeachment, for the manner is, whosoever impeacheth a council must do battle with five, one after another, and if he conquer the five he shall be held a true man, but if either of the five conquer him, the council is held acquitted and he a liar.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5624,impecuniosity,Noun,"The state of being impecunious; impecuniousness 1915, William Campbell, Sketches from Formosa[1], Marshall Brothers Limited, page 75: The next development showed that so widespread an advertisement of our intention had been given by the town-crier as to speedily furnish us with another illustration of the way in which impecuniosity and good clean Mexican dollars prove a wonderful solvent for many troubles which arise among the Chinese; because we were agreeably surprised on the evening of the fourth day, when a man came cautiously to inform us that he was willing to sell us his house, if the purchase-money could be handed over at once.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5756,imperativeness,Noun,The state or condition of being imperative.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5775,imperceptibility,Noun,The state or quality of being imperceptible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5812,imperfectibility,Noun,The state or quality of being imperfectible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5826,imperfectiveness,Noun,The state or quality of being imperfective, grammar,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5831,imperfectness,Noun,The state of being imperfect.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5840,imperforation,Noun,The state of being without perforation.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5948,impermissibility,Noun,The state or condition of being impermissible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5957,impersistence,Noun,The condition of being impersistent,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
5976,impersonality,Noun,"The state or quality of being impersonal 1988 July 8, Jonathan Rosenbaum, Portfolio Without Artist, in Chicago Reader[1]:Yet paradoxically, Huston being Huston, its most personal quality is the director's self-effacement, its impersonality.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6033,imperviousness,Noun,the state of being impervious,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6069,impetuousness,Noun,The state or quality of being impetuous; making arbitrary decisions., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6089,impiety,Noun,The state of being impious., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6129,impishness,Noun,The state or quality of being impish; mischievousness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6252,implication,Noun,The state of being implicated., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6278,implicitness,Noun,The state or quality of being implicit.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6378,impoliteness,Noun,The state of being impolite; incivility; rudeness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6416,imporosity,Noun,The state or quality of being imporous; lack of porosity,,The [] imporosity betwixt the tangible parts. Francis Bacon.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6610,impound,Noun,"a state of being impounded 2010, Neal Locke, No Plan, page 161:I already checked that out, and Keller has never called to get it out of impound.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6625,impoundment,Noun,The state of being impounded,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6641,impoverishment,Noun,The state of being impoverished.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6660,impracticableness,Noun,The state of being impracticable; impracticability.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6665,impracticality,Noun,The state or quality of being impractical,,"Antonym: practicality 2015, Alison Matthews David, Fashion Victims: The Damages of Dress Past and Present, ISBN, page 135:Fashion has often deliberately hindered bodily functions and emphasized impracticality.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6696,impregnableness,Noun,The state of being impregnable; impregnability.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6769,impressibleness,Noun,The state of being impressible; impressibility.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6837,imprimitivity,Noun,"The condition of being imprimitive 2015, Francesco D'Andrea, Davide Franco, Non-associative Geometry Of Quantum Tori, in arXiv[1]:We describe how to obtain the imprimitivity bimodules of the noncommutative torus from a ""principal bundle"" construction, where the total space is a quasi-associative deformation of a 3-dimensional Heisenberg manifold..", mathematics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6953,impropriety,Noun,The condition of being improper., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6964,improvability,Noun,The condition of being improvable,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
6984,improvement,Noun,The state of being improved; betterment; advance,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7083,impship,Noun,The state of being an imp.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7188,impurity,Noun,"The condition of being impure; because of contamination, pollution, adulteration or insufficient purification",,Even animals in the Jewish system cause impurity only when they are dead.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7616,inadaptability,Noun,The state of being inadaptable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7625,inadeptness,Noun,The state or condition of being inadept.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7627,inadequacy,Noun,The state of being inadequate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
7643,inadmissibility,Noun,The state of being inadmissible, uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,True,False,False,False,False,False,False,False,False
