Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary
4598,effulgent,Adjective,"Radiant, resplendent, shining"," literary, also figuratively","Synonyms: profulgent (obsolete); see also Thesaurus:shining 1728, James Thomson, Spring, in The Seasons, London: Printed for A[ndrew] Millar, and sold by Thomas Cadell,[], published 1768, OCLC 642619686, lines 185190, pages 910:Thus all day long the full-ditended clouds / Indulge their genial tores, and well-hower'd earth / Is deep enrich'd with vegetable life; / Till, in the wetern ky, the downward un / Looks out, effulgent, from amid the fluh / Of broken clouds, gay-hifting to his beam. 1798, H[enry] T[homas] Colebrooke, XXII. On the Religious Ceremonies of the Hindus, and of the Brhmens Especially, in Asiatick Researches: Or Transactions of the Society; Instituted in Bengal, for Enquiring into the History and Antiquities, the Arts, Sciences, and Literature, of Asia, volume V, Calcutta: Printed and sold at the Honorable [East India] Companys Press; [a]nd sold at London by P. Elmsly, OCLC 191707625, essay I, page 349:That effulgent power, which governs our intellects, is the primitive element of water, the lutre of gems and other glittering ubtances, the favour of trees and herbs, the thinking oul of living beings; [...] The upreme Brahme, o manifeted, illumines the even worlds; may he unite my oul to his own radiance (that is, to his own oul, which reides effulgent in the eventh world, or manion of truth). 1856, George Jones, No. 271. December 30th, 1854: Morning., in Observations on the Zodiacal Light, from April 2, 1853, to April 22, 1855, Made Chiefly on Board the United States Steam-Frigate Mississippi, during Her Late Cruise in Eastern Seas, and Her Voyage Homeward: With Conclusions from the Data thus Obtained (Narrative of the Expedition of an American Squadron to the China Seas and Japan,[]; III; 33d Congress, 2d Session, Senate Ex. Doc. no. 79), Washington, D.C.: Beverley Tucker, senate printer, OCLC 837795162, page 542:I also, this morning, gave attention to the stars as seen through the Zodiacal Light, and found, even to 4h 30m, when the effulgent Light below the zigzag lines is very strong, that with the naked eye I could readily make out stars of the 6th magnitude within the effulgent Light; [...] 1904 August, May Byron, The Little Girl, in The Cornhill Magazine, volume XVII, number 98 (New Series), London: Smith, Elder Co.,[], OCLC 561748243, page 245:Margaret, aged six, entered her kindergarten after many days' absence, with so effulgent a face as must kindle curiosity in the dullest. 1912 October, Rex [Ellingwood] Beach, The Golden Girl, in The Net: A Novel, New York, N.Y.; London: Harper Brothers publishers, OCLC 966313761, page 30:Except for the faintest tinge of olive, her cheeks were colorless, yet they spoke of perfect health, and shone with that same pale, effulgent glow, like the reflection of a late sun. 1925, Samuel ACourt Ashe, The War Ends, in History of North Carolina, volume II (From 1783 to 1925), Raleigh, N.C.: Presses of Edwards Broughton Printing Company, OCLC 44770656, page 1012:James Iredell Waddell, a grandson of General Waddell and of General Nash and a descendant of the Moores and Davises, and uniting the best streams of patriotic blood, entered the naval service in 1841. His life was a spotless mirror, bright, effulgent with honor, adorned with virtue and with high attributes, while his person and his noble countenance recalled [William] Shakespeare's lines giving ""the world assurance of a man."" 1971, Gopal Singh, The Religion of the Sikhs, New Delhi: Allied Publishers, published 1987, ISBN, page 42:God is one: about that there is a certain certitude, but He is both Absolute and Related, Immanent and Transcendent. [...] He is affulgent Light. He is Darkness within darkness. He is the Creator and also the destroyer of what He creates. And, then, He re-creates in order to re-destroy. 1988 April, Louvan E. Nolting, Concluding Observations, in The Soviet View on the State of Technological Innovation in the U.S.S.R. (CIR Staff Paper; no. 38), Washington, D.C.: Center for International Research, U.S. Bureau of the Census, OCLC 18241840, section B (General Comparison of Soviet and Western Opinion on Reasons for Soviet Innovation Shortcomings), pages 113114:Even Western scholars who vouchsafe the Soviet Union a prospect of considerable improvement in innovation performance perceive unpassable systemic barriers that are likely to keep Soviet innovation less effulgent than Western. For example, Joseph Berliner identifies as the final bar; the exemption of Soviet enterprise from the necessity of risk through innovation. 2007, Justin Taylor, Estrellas y Rascacielos, in Dennis Cooper, editor, Userlands: New Fiction from the Blogging Underground, New York, N.Y.: Little House on the Bowery, Akashic Books, ISBN, page 288:The anarchists were drinking victory shots and making toasts because even though they'd never met with success before they surely knew it when they saw it or it found them. Snapcase, his beard effulgent with spilled drink, had become certain that school was out forever.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
12770,endarken,Verb,"To becloud, obscure, to obfuscate; to confound."," transitive, chiefly literary",,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14810,engladden,Verb,"To gladden, to render glad.", chiefly literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14852,engolden,Verb,To improve; to ameliorate.," transitive, chiefly literary",,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15201,enjoin,Verb,"To lay upon, as an order or command; to give an injunction to; to direct with authority; to order; to charge"," transitive, chiefly literary","1596, William Shakespeare, The Merchant of Venice, Act II, Scene 9 [1] I am enjoin'd by oath to observe three things: 1611, King James Bible - Esther 9:31, [2] to confirm these days of Purim in their times appointed, according as Mordecai the Jew and Esther the queen had enjoined them [] 1934, George Orwell, chapter 14, in Burmese Days[3]:At some landmark in the jungle the beater halted, pointed to the ground as a sign that this spot would do, and put his finger on his lips to enjoin silence.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
20111,epyllion,Noun,"A ""little epic"".", literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20112,epyllion,Noun,A brief narrative poem with a romantic or mythological theme., literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21678,erstwhile,Adjective,"Former, previous"," literary, law","Synonyms: former, once, previous, quondam, onetime; see also Thesaurus:former 1905, Baroness Emmuska Orczy, chapter 2, in The Disappearance of Count Collini[1]:Scarcely had Alice reached her twentieth birthday, than she gave her erstwhile fiance [sic] his formal cong.[] 2017 October 14, Paul Doyle, Mauricio Pellegrino yet to find attacking solution for stuttering Southampton, in the Guardian[2]:Other erstwhile stalwarts are also wavering. Southampton had two of the best full-backs in the league last season but Ryan Bertrand has been below par this season and Cdric Soares made an uncharacteristic lapse that led to Stokes winning goal in Southamptons last outing.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
22241,eschar,Noun,"The emotional imprint of a trauma such as grief, loss, or degradation 1965, John Fowles, The Magus In another minute there was no letter; but, as with every other relationship in my life, an eschar of ashes", figurative or literary,"The word is rare, but exact.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
23497,ether,Noun,"The substance formerly supposed to fill the upper regions of the atmosphere above the clouds, in particular as a medium breathed by deities"," uncountable, literary or poetic","(by extension) The medium breathed by human beings; the air. 1746 February 28, Criticus [pseudonym], Dialogue on Women, in [Mark Akenside], editor, The Museum: Or, The Literary and Historical Register, volume II, number XXV, London: Printed for R[obert] Dodsley[], OCLC 931328825, page 389:On Wings the Birds through ther glide, / And Fihes cut with Fins the Tide. (by extension) The sky, the heavens; the void, nothingness. 2008 July 21, Steve Paulson, Religion is Poetry, in Salon[1], archived from the original on 30 August 2017:Take a snapshot of the conflicts around the world: Sunnis vs. Shiites, Israelis vs. Palestinians, Serbs vs. Kosovars, Indians vs. Pakistanis. They seem to be driven by religious hatred. Its enough to make you wonder if the animosity would melt away if all religions were suddenly, somehow, to vanish into the ether. But James Carse doesnt see them as religious conflicts at all. To him, they are battles over rival belief systems, which may or may not have religious overtones. 2009 December, Sandra Tsing Loh, On Being a Bad Mother: True Confessions, in The Atlantic[2], ISSN 2151-9463, archived from the original on 25 July 2018:In barely the blink of an eye, the perfectly healthy Judy entered a permanent vegetative state. [] What haunted me was the idea that one moment youre gazing at your 2-year-old in her playroom and the next, you, the mother, have been whisked off into the ether forever. 2018 May 7, Meg Downey, Marvels Comic Soul Stone could Explain the Jump from Infinity Wars Ending to Avengers 4: A Brief History of Crazy Multidimensional Power, in Polygon[3], archived from the original on 24 June 2018:Theres a very real chance that, rather than crumbling into the dust and floating off into the ether, Thanoss victims [in the film Avengers: Infinity War] were actually sucked up into the Soul Stone.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
26223,ever and anon,Adverb,"now and then 1955, J.R.R", literary,"Tolkien, The Return of the King, Book V, Chapter 1:Pippin never forgot that hour in the great hall under the piercing eye of the Lord of Gondor, stabbed ever and anon by his shrewd questions",False,False,False,False,False,False,False,False,False,False,False,False,False,True
31407,external conflict,Noun,"A conflict that is between a character and an external force, such as another character.", literary theory,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32617,exuberant,Adjective,"Abundant, luxuriant"," literary, of things that grow","Synonyms: profuse, superabundant exuberant foliage 1852, The Ark, and Odd Fellows' Western Magazine It pencilled each flower with rich and variegated hues, and threw over its exuberant foliage a vesture of emerald green. 1972, Ken Lemmon, ""Restoration Work at Studley Royal,"" Garden History, vol. 1, no. 1, pp. 22: The County Architect's Department is starting to pleach trees to open up these vistas, now almost hidden by the exuberant growth.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
4564,pandress,Noun,A female pander; a procuress., literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8270,parasite,Noun,"A climbing plant which is supported by a wall, trellis etc"," literary, poetic","[from 19th c.] 1813, Percy Bysshe Shelley, Queen Mab, I: Her golden tresses shade / The bosoms stainless pride, / Curling like tendrils of the parasite / Around a marble column.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
8538,paratext,Noun,"In literary theory, meanings that are alluded to, above or beyond the printed text; interpretations of text.", literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12467,pathic,Noun,Synonym of bottom: a passive male partner in homosexual anal intercourse, now literary,"1810, Lord Byron, letter (to Henry Drury), 3 May 1810: In England the vices in fashion are whoring drinking, in Turkey, Sodomy smoking, we prefer a girl and a bottle, they a pipe and pathic. 1959: William Burroughs, Naked Lunch And enough of these gooey saints with a look of pathic dismay as if they getting fucked up the ass and try not to pay any mind. 1975: Robertson Davies, World of Wonders But in those days I was Paul Dempster, who had been made to forget it and take a name from the side of a barn, and be the pathic of a perverted drug-taker. 1976: Robert Nye, Falstaff Clermont (known to his friends as Cordelia) was a nancy, a pathic, a male varlet, a masculine whore.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
18463,penultimate,Adjective,"Next to last, second to last; immediately preceding the end of a sequence, list, etc"," Britain, in US usually formal, literary or scholarly","1677, Robert Plot, Of the Heavens and Air, in The natural history of Oxford-shire: Being an Essay Toward the Natural History of England[1], page 15: [] they [the sounds of an echo] next strike the ultimate secondary object, then the penultimate and antepenultimate; [] 1878, Samuel Butler, Life and Habit, ch. 10: But it should frequently happen that offspring should resemble its penultimate rather than its latest phase, and should thus be more like a grand-parent than a parent. 1913, Jack London, The Valley of the Moon, ch. 3: Your clothes don't weigh more'n seven pounds. And seven fromhumsay one hundred an' twenty-threeone hundred an' sixteen is your stripped weight. But at the penultimate word, Mary cried out with sharp reproof: Why, Billy Roberts, people don't talk about such things.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
21291,peritext,Noun,"Images and textual elements which surround, or are secondary to, the main body of a published work, such as an introduction, notes, front covers, etc", literary theory,"2011, David Bellos, Is That a Fish in Your Ear?, Penguin 2012, p. 143: The main work is not the translation at all, but Nabokov's appropriation of it through his inflated peritext.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
43644,poesie,Noun,Alternative form of poesy, now literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44007,point of view,Noun,The perspective from which a narrative is related, literary theory,The storyline in the film The Usual Suspects is presented from the point of view of an unreliable narrator.,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44317,poitrinaire,Noun,"Someone suffering from tuberculosis, or a similar lung disease", chiefly literary,"1978, Lawrence Durrell, Livia, Faber Faber 1992 (Avignon Quintet), p. 389: His dry cough and eternal light fever spoke of tuberculosis; indeed his whole physiognomy was that of the old traditional poitrinaire, and he had once been placed in a sanatorium where they had collapsed a lung to let it mend.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
65544,prisoness,Noun,woman confined in a penal institution or held captive for a prolonged period of time," historical, literary",,False,False,False,False,False,False,False,False,False,False,False,False,False,True
66903,procreatress,Noun,A female procreator., literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
68492,prolegomenous,Adjective,Introductory; functioning as a preface or prolegomenon, literary,"1749, Henry Fielding, chapter I, in The History of Tom Jones, a Foundling. In Six Volumes, volume (please specify |volume=I to VI), London: Printed by A[ndrew] Millar,[], OCLC 928184292, book VIII: [] it may not be amiss, in the prolegomenous or introductory chapter, to say something of that species of writing which is called the marvellous.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
68493,prolegomenously,Adverb,In a prolegomenous way; introductorily; preliminarily, literary,"1988, John C. Staten, Conscience and the Reality of God, page 127 If we focus prolegomenously upon the aspect of questionableness manifested in conscience's call, we are able to see this: In the joint cognizance [] 2012, David K. Naugle, Philosophy: A student's Guide, page 16 Then ""show thyself"" prolegomenously, as a newer oracle would demand.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
77541,pulchritudinous,Adjective,Having great physical beauty, literary,"1994, Orson Scott Card, The Ships of Earth [1]: But Shedemei had long since grown out of her adolescent jealousy of pulchritudinous girls. 1966, Robert A. Heinlein, The Moon is a Harsh Mistress [2]: The first example in each series, Mike offered, would be, on the basis of my associational analyses of such data, of such pulchritudinous value as to please any healthy, mature human male. 1998, Carole Nelson Douglas, Cat in a Flamingo Fedora [3]: I had standing instructions to let any pulchritudinous females into Mr. Cookes dressing room, Mike admitted. Pulchritudinous? He really said that? No, I said that.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
79859,purpureal,Adjective,Of a purple color, literary,"1744, Mark Akenside, The Pleasures of Imagination, London: R. Dodsley, Book 1, p.26,[1] [] gliding thro his daughters honourd shades, The smooth Penus from his glassy flood Reflects purpureal Tempes pleasant scene? 1813, Percy Bysshe Shelley, Queen Mab, London: for the author, Part I, p.6,[2] [] but the fair star That gems the glittering coronet of morn, Sheds not a light so mild, so powerful, As that which, bursting from the Fairys form, Spread a purpureal halo round the scene, 1815, William Wordsworth, Laodamia in Poems by William Wordsworth: including Lyrical Ballads, and the Miscellaneous Pieces of the Author, London: Longman, Hurst, Rees, Orme, and Brown, Volume 1, p.229,[3] [] fields invested with purpureal gleams; 1909, Francis Thompson, The Hound of Heaven With glooming robes purpureal, cypress-crowned 1973, Derek Walcott, Another Life, New York: Farrar, Straus and Giroux, Chapter 10, p.63,[4] Above the altar-lace he mounted a triptych of the Assumption with coarse, purpureal clouds []",False,False,False,False,False,False,False,False,False,False,False,False,False,True
80630,put away,Verb,"To discard, divest oneself of"," transitive, now formal or literary","1611, The Bible (Authorized Version), 1Corinthians XIII.11: When I was a child, I spake as a child, I understood as a child, I thought as a child: but when I became a man, I put away childish things.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
80966,puteli,Noun,A princess.," Philippines, literary",,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4386,Morphean,Adjective,"Pertaining to Morpheus; sleepy, soporific, oneiric", literary,"[from 17th c.] 1819, John Keats, The Eve of St. Agnes, in Lamia, Isabella, the Eve of St. Agnes, and Other Poems, London: Printed [by Thomas Davison] for Taylor and Hessey,[], published 1820, OCLC 927360557, stanza XXIX, page 97:Then by the bed-side, where the faded moon / Made a dim, silver twilight, soft he set / A table, and, half anguish'd, threw thereon / A cloth of woven crimson, gold and jet: / O for some drowsy Morphean amulet! 1824, James Hogg, The Private Memoirs and Confessions of a Justified Sinner, Oxford 2010, p. 8: The laird did not awake in any reasonable time; for, he being overcome with fatigue and wassail, his sleep became sounder, and his Morphean measures more intense.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
597,naked,Adjective,"Resourceless, poor, lacking means", literary,"1480, anonymous, printed by William Caxton, Cura Sapienti; or, The Court of Sapience: I knowe my self moost naked in al artes, / My comune ne vulgare eke moost interupte, / And I conversaunte and born in the partes / Where my natyfe langage is moost corrupt, / And with most sundry tonges myxt and rupte. c. 1625, John Fletcher, The Humorous Lieutenant: I am a poor Man, naked, / Yet omething for Remembrance; four a piece, Gentlemen, / And o my Body where you pleae.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
5473,needn't,Verb,Need not (negative auxiliary[1])," chiefly British, formal, or literary","1871 April 1, M. A. Paull, I Neednt Sign. (A Story for Wives, Founded on Fact.), in The Western Temperance Herald: The Official Organ of the Western Temperance League, volume XXXV, number 4, London: Houlston Sons, 65, Paternoster Row; Yeovil: Clinker Tite, OCLC 39706394, page 54:I've worked many's the time to make up for the wages he's squandered, and I need a drop to keep up my strength. Take it good and leave it good, that's what I do; and if Jem did the same, he'd be welcome to it for all I should say to him, and he needn't sign no more than me. The [temperance] pledge is a very good thing for them as can't manage theirselves, and its kind in you, Mr. Watts, to come round and talk to the people, and get the drunkards to leave off the drink; but, bless you, I needn't sign. 1926 July, D[avid] H[erbert Richards] Lawrence, The Rocking-Horse Winner, Harper's Bazaar, New York, N.Y.: Hearst Corporation, OCLC 1639362: Oh no, said the boy casually. I wont think much about them, mother. You neednt worry. I wouldnt worry, mother, if I were you. / If you were me and I were you, said his mother, I wonder what we should do! / But you know you neednt worry, mother, dont you? the boy repeated. 1975, V. S. Naipaul, Guerrillas, New York, N.Y.: Alfred A. Knopf, ISBN:There were perhaps half a dozen occasions on which he might have withdrawn and returned to the life that had been marked out for him. He needn't have been tortured in South Africa; he needn't have written his book; he needn't have taken the job with Sablich's; having taken the job, he needn't have become associated with Thrushcross Grange and Jimmy Ahmed. 1996, Karel apek; M. and R. Weatherall, transl., The Yacht on the Lagoon, in War with the Newts, Evanston, Ill.: Northwestern University Press, ISBN, page 75:Of course, since he's Judy's lover he had to say she's got nicer legs! It's true he needn't have been so assertive about it. That wasn't very tactful towards poor Li; Li is right when she says that Fred is an egoistic lout. A terrible lout. 2010 October, Haha Lung; Christopher B. Prowant, Mind Warrior: Strategies for Total Mind Domination, New York, N.Y.: Citadel Press, ISBN, page 2:We needn't swing the bludgeon when bargaining is still on the table. We needn't beat our plowshares into swords so long as we can browbeat or otherwise befuddle our enemy into believing our way is the best waythe only way. Thus, we needn't bloodily and bodily slay a foe when we can startle, stifle, and, when need be, snuff out any flame of resistance to our will. 2011, Mary Gordon, The Love of My Youth, New York, N.Y.: Pantheon Books, ISBN, page 195:She needn't argue with Renee and Marian (she is speaking to them again) about the Black Panthers. She needn't worry that Lydia seems to be taking too many and more frightening drugs. She needn't keep it from Adam that she is smoking pot with her friends; []",False,False,False,False,False,False,False,False,False,False,False,False,False,True
10018,neuter,Adjective,"Sexless, nonsexual", literary,"2000, Jan Hutson, The Chicken Ranch: The True Story of the Best Little Whorehouse in Texas (ISBN), page 30: Rich girls stayed home and got married and then ""put out"" occasionally, but only as their wifely duty. Prior to the sexual revolution in the 1960s southern belles were the most neuter members of the human race[.]",False,False,False,False,False,False,False,False,False,False,False,False,False,True
11447,nidorous,Adjective,"Emitting a strong, unpleasant odor, especially one like that of cooking fat or similar greasy substances", literary,"2002, Jamie O'Neill, chapter 10, in At Swim, Two Boys, ISBN, page 240:That old man's niderous whispered breath had entered into MacMurrough's heart an insufflation ofof what, exactly?",False,False,False,False,False,False,False,False,False,False,False,False,False,True
11816,night-bat,Noun,"A ghost, an evil spirit.", now literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14403,noisome,Adjective,Morally hurtful or noxious., literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14404,noisome,Adjective,"Hurtful or noxious to health; unwholesome, insalubrious", literary,"Synonyms: see Thesaurus:harmful 1912, Alexander Berkman, chapter 6, in Prison Memoirs of an Anarchist:There is a distinct sense of freedom in the solitude of the night. The day's atmosphere is surcharged with noisome anxiety, the hours laden with impending terrors. But the night is soothing.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
14405,noisome,Adjective,"Offensive to the senses; disgusting, unpleasant, nauseous, especially having an undesirable smell Synonyms: foul, fetid, sickening, nauseating", literary,,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9076,visaged,Adjective,Having a certain type of face," literary, used in combination","2002, Rhona Silverbush, Sami Plotkin, Speak the speech!: Shakespeare's monologues illuminated:For your own ladies and pale-visaged maids",False,False,False,False,False,False,False,False,False,False,False,False,False,True
10204,vniust,Adjective,obsolete typography of unjust (not morally just)," chiefly poetic or literary, anachronistic","1590, Edmund Spenser, The Faerie Queene, William Ponsonbie, FQ.1.9.38.5-8 None els to death this man despayring driue, / But his owne guiltie mind deseruing death. / Is then vniust to each his dew to giue? / Or let him dye, that loatheth liuing breath?",False,False,False,False,False,False,False,False,False,False,False,False,False,True
11842,vraisemblance,Noun,"verisimilitude 2002, Jonathan D", literary theory,"Culler, Structuralist Poetics: Structuralism, Linguistics and the Study of Literature:Recognition of this first level of vraisemblance need not depend on the claim that reality is a convention produced by language. 2017, Karin Kukkonen, A Prehistory of Cognitive Poetics: Neoclassicism and the Novel[1], page 6:The notion of vraisemblance, in whose name all the literary battles were fought, is at the root of all criticism (Bray 1931, 192; c'est en son nom que se livrent toutes les batailles littraires, elle est la base de toutes les critiques). Derived from Aristotle's ""probable,"" in the rediscovery of the Poetics in Renaissance Italy, vraisemblance takes the key hierarchical position in seventeenth-century neoclassicism and maintains it until well into the eighteenth century.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
8504,carceral,Adjective,Of or pertaining to imprisonment or a prison, formal or literary,"[from late 16th c.] 1855, John Foxe, Book VI. Pertaining to the Last Three Hundred Years from the Loosing Out of Satan., in The Church Historians of England. Reformation Period. The Acts and Monuments of John Foxe.[], volume III, part II, [London]: Seeleys,[], OCLC 20187380, page 582:[O]n his showing signs of penitence, through favour they were contented that he should be released from his carceral endurance, in case he would put in sufficient surety in the king's chancery, and swear that he would never hold or favour any such opinions hereafter. And so, taking an oath of him, the archbishop committed him to the custody of the bishop of Worcester, to whom power and authority were permitted to release him, upon the conditions aforesaid. [1861?], Bracebridge Hemyng, Coaches, Whales, and Wings, in The Dark Cloud with the Silver Lining, London: James Blackwood,[], OCLC 22354427, page 32:This moon-calf of the imagination binds your reason, sir, in carceral chains. 1987, J[os] G[uilherme] Merquior, Charting Carceral Society, in Foucault, Berkeley; Los Angeles, Calif.: University of California Press, ISBN, pages 9596:For [Michel] Foucault makes no bones about it: we live as direct heirs to the impulses and institutions first manifested in the high tide of rising of bourgeois society under a universal reign of the normative dominated by agents of normalcy and surveillance: the teacher-judge, the doctor-judge, the educator-judge, the social-worker-judge. And such a social world is plainly a carceral network in compact or disseminated forms. [] The carceral system, therefore, extends well beyond legal imprisonment; prison is at bottom just its pure form within a continuum of disciplinary apparatuses and regional institutions. 2010 autumn, Elizabeth Bernstein, Militarized Humanitarianism Meets Carceral Feminism: The Politics of Sex, Rights, and Freedom in Contemporary Antitrafficking Campaigns, in Signs: Journal of Women in Culture and Society, volume 36, number 1, Chicago, Ill.: University of Chicago Press, DOI:10.1086/652918, ISSN 0097-9740, OCLC 909809615, pages 4571:Instead, this article seeks to demonstrate the extent to which evangelical and feminist antitrafficking activism has been fueled by a shared commitment to carceral paradigms of social, and in particular gender, justice (what I here develop as carceral feminism) and to militarized humanitarianism as the preeminent mode of engagement by the state. 2011, Bernard E. Harcourt, The Paris Marais and the Chicago Board of Trade, in The Illusion of Free Markets: Punishment and the Myth of Natural Order, Cambridge, Mass.; London: Harvard University Press, ISBN, pages 4243:Neoliberal penality and its earlier iterations have fertilized the carceral sphere. They have made possible, by resolving any possible cognitive dissonance, a world in which 71 percent of American respondents could favor the free-market economy as the very best system on which to base the future of the world and, at the very same time, live in a place that operates the world's biggest, most expensive, government-run, interventionist, prison system that incarcerates more than one out of every hundred adults in the country. 2016, Sonia Sotomayor, Utah v. Strieff, in U.S. Reports, volume 579, Washington, D.C.:By legitimizing the conduct that produces this double consciousness, this case tells everyone, white and black, guilty and innocent, that an officer can verify your legal status at any time. It says that your body is subject to invasion while courts excuse the violation of your rights. It implies that you are not a citizen of a democracy but the subject of a carceral state, just waiting to be cataloged.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
15059,cecity,Noun,blindness," uncommon, literary",,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15386,celerity,Noun,"Speed, swiftness"," literary, poetic","c. 1604, William Shakespeare, act 5, in Measure for Measure: O most kind maid, / It was the swift celerity of his death, / Which I did think with slower foot came on, / That brain'd my purpose. 1851, Herman Melville, chapter 48, in Moby-Dick:The phantoms, for so they then seemed, were flitting on the other side of the deck, and, with a noiseless celerity, were casting loose the tackles and bands of the boat which swung there. 1937, Dorothy L. Sayers, chapter 11, in Busmans Honeymoon:My parsnip wine is really extra good this year. Dr Jellyfield always takes a glass when he comeswhich isnt very often, Im pleased to say, because my health is always remarkably good.That will not prevent me from drinking to it, said Peter, disposing of the parsnip wine with a celerity which might have been due to eagerness but, to Harriet, rather suggested a reluctance to let the draught linger on the palate. 2018 January 2, Adam Gopnik, Never Mind Churchill, Clement Attlee Is a Model for These Times, in The New Yorker[1]:When Churchill and Roosevelt were considering their declaration of the Atlantic Charter, it was Attlee, acting with a celerity and a clarity of purpose that belied his reputation for caution, who insisted on including freedom from want as one of its aims, making economic rights and, with them, a decent life for all, one of the official aims of the war.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
33062,citerior,Adjective,Chiefly in place names: situated on the nearer side, literary,"Synonyms: hither (archaic), proximate; see also Thesaurus:near Antonym: ulterior 1749, Thomas Nugent, General Description of Italy, in The Grand Tour. Containing an Exact Description of Most of the Cities, Towns, and Remarkable Places of Europe.[], volume III, London: Printed for S. Birt,[]; D. Browne,[]; A[ndrew] Millar,[]; and G. Hawkins,[], OCLC 828485832, section II (Description of the Several Provinces of Italy), page 37:The Abruzzo is alo ubdivided into the Abruzzo Citerior, the Abruzzo Ulterior, and the county of Molia. [] Finally, Calabria is ubdivided into the Bailicata, Calabria Citerior, and Calabria Ulterior. 1827, William C[hanning] Woodbridge; Emma Willard, Hispania or Spain, in Universal Geography, Ancient and Modern; on the Principles of Comparison and Classification, 2nd edition, Hartford, Conn.: Published by Oliver D. Cooke Co. J. J. Harper, printers, OCLC 41192048, page 23:It [Spain] was divided by the Romans into two provinces, Citeriour and Ulteriour, nearer and farther, that is, from Rome. 1942, The Journal of the Bihar and Orissa Research Society, volume 28, Patna, Bihar, India: Bihar and Orissa Research Society, ISSN 0304-2219, OCLC 265411686, page 350:[D]ifferent provinces fell to different Apostles, Parthia fell to Thomas; to Matthew fell Ethiopia; and the Citerior India adherent to it is said to have fallen to Bartholomew. 1978, Alan E. Astin, The Consul in Spain, in Cato the Censor, Oxford: At the Clarendon Press, published 2000, ISBN, page 33:One of the new consuls was to take command in [Hispania] Citerior with a full consular army of two legions supported by 15,000 allied troops, 800 cavalry, and twenty-five warships. 2000, Niko Besnier, Morphology, in Tuvaluan: A Polynesian Language of the Central Pacific (Descriptive Grammars), London; New York, N.Y.: Routledge, ISBN, page 347:Both citerior and ulterior locations (and corresponding contact locations) are marked similarly. Complex prepositions with mua 'front' [] and tua 'back' [] can denote citerior and ulterior locations respectively, while tafa 'side' [] can denote either citerior or ulterior locations.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
52557,conduct,Noun,plot; storyline c, of a literary work,"1800, Thomas Macaulay, Essays, critical and miscellaneous The book of Job, indeed, in conduct and diction, bears a considerable resemblance to some of his dramas.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
58319,converse,Noun,familiar discourse; free interchange of thoughts or views; conversation; chat, now literary,"1728, Edward Young, Love of Fame, the Universal Passion, Satire V, On Women, lines 44-46: Twice ere the sun descends, with zeal inspir'd, / From the vain converse of the world retir'd, / She reads the psalms and chapters for the day [] 1919, Saki, The Disappearance of Crispina Umerleigh, The Toys of Peace, Penguin 2000 (Complete Short Stories), p. 405: In a first-class carriage of a train speeding Balkanward across the flat, green Hungarian plain, two Britons sat in friendly, fitful converse.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
