Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4412,immunocrit,Noun,The cellular ratio of immune tolerance (a measure of the aggressiveness of tumors), pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,ratio,,ratio,,,,,,,,,,,,,,,,,
4609,immunogenicity,Noun,The ability of a particular substance to provoke an immune response, immunology,"2002, Gilbert S. Banker Christopher T. Rhodes, Modern Pharmaceutics, 4th edition, Informa Health Care, ISBN, page 699:One of the first examples of the immunogenicity of recombinantly derived antibodies was with murine anti-CD3 monoclonal antibody (OKT3) used in the induction of immunosupression after organ transplantation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,ability,,ability,,,,,,,,,,,,,,,,,
5918,imperishableness,Noun,The characteristic or property of being imperishable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,property,,property,,,,,,,,,,,,,,,,,
5925,impermanence,Noun,The quality or state of being impermanent.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
6064,impetuosity,Noun,The condition or quality of being impetuous; fury; violence.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,condition or quality,,condition,or,quality,,,,,,,,,,,,,,,
6133,implacability,Noun,The quality or state of being implacable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
6427,importance,Noun,The quality or condition of being important or worthy of note.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or condition,,quality,or,condition,,,,,,,,,,,,,,,
6540,impossible trinity,Noun,"A fixed foreign exchange rate, free capital movement, and an independent monetary policy: three things that are said to be impossible to have at the same time.", economics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,"exchange rate , capital movement , and",,exchange,rate,",",capital,movement,",",and,,,,,,,,,,,
6654,impracticability,Noun,The quality or condition of being impracticable,,"1749, Henry Fielding, The History of Tom Jones, a Foundling. In Six Volumes, volume (please specify |volume=I to VI), London: Printed by A[ndrew] Millar,[], OCLC 928184292: It is more than possible that the distress I was now in for money, and the impracticability of going on in this manner, might have restored me at once to my senses and to my studies, had I opened my eyes before I became involved in debts from which I saw no hopes of ever extricating myself.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or condition,,quality,or,condition,,,,,,,,,,,,,,,
6694,impregnability,Noun,The quality or state of being impregnable; invincibility.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
6882,improbability,Noun,The quality or state of being improbable; unlikelihood.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7075,imprudence,Noun,"The quality or state of being imprudent; lack of prudence, caution, discretion or circumspection.", uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7176,impureness,Noun,The quality or condition of being impure; impurity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or condition,,quality,or,condition,,,,,,,,,,,,,,,
7559,inaccessibility,Noun,The quality or state of being inaccessible; inaccessibleness.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7563,inaccessibleness,Noun,The quality or state of being inaccessible or unreachable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7658,inadvisability,Noun,The quality or state of being inadvisable,,"I had been warned of the inadvisability of disturbing sleeping dogs, so it did not surprise me when the wakened dog snarled at me.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7678,inalienableness,Noun,The quality or state of being inalienable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
7771,inappositeness,Noun,The state or quality of not being apposite,,"1898, George William Erskine Russell, Collections and Recollections[1]:And certainly an apt quotation is one of the most effective decorations of a public speech; but the dangers of inappositeness are correspondingly formidable. 1908, Charles Whibley, American Sketches[2]:To men and women excited by the details of the last murder they discourse of the existence of God in short, crisp sentences,--and I know not which is worse, the triviality of the discourse or its inappositeness. 1982, Lawrence Durrell, Constance, Faber Faber 2004 (Avignon Quintet), p. 718: And then, your uncle made an inaugural speech at his first press conference which was of fantastic inappositeness.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,state or quality,,state,or,quality,,,,,,,,,,,,,,,
7971,inbornness,Noun,The quality or state of being inborn.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8065,incalculability,Noun,The quality or state of being incalculable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8124,incapableness,Noun,The quality or state of being incapable; incapability.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8635,incisiveness,Noun,The quality or state of being incisive; incisivity.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8688,inclearing,Noun,The total amount in cheques and bills of exchange chargeable to a bank by the clearing house, finance,Antonym: outclearing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,amount,,amount,,,,,,,,,,,,,,,,,
8895,incombustibility,Noun,The quality or state of being incombustible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8946,incommensuration,Noun,The quality or state of being incommensurate or contradictory.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8971,incommunicability,Noun,The quality or state of being incommunicable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
8983,incommutability,Noun,The quality or state of being incommutable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9007,incompatibility,Noun,The quality or state of being incompatible; inconsistency; irreconcilability.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9012,incompatibleness,Noun,The quality or state of being incompatible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9048,incompletion,Noun,The state or quality of not being complete, uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,state or quality,,state,or,quality,,,,,,,,,,,,,,,
9120,incondensability,Noun,The quality or state of being incondensable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9173,inconsecutiveness,Noun,The state or quality of not being consecutive,,(Can we find and add a quotation of J. H. Newman to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,state or quality,,state,or,quality,,,,,,,,,,,,,,,
9188,inconsequentialness,Noun,the quality or state of being inconsequential,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9430,increasability,Noun,Ability to be increased.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,Ability,,ability,,,,,,,,,,,,,,,,,
9437,increase,Noun,An amount by which a quantity is increased,,"2013 July-August, Philip J. Bushnell, Solvents, Ethanol, Car Crashes Tolerance, in American Scientist:Surprisingly, this analysis revealed that acute exposure to solvent vapors at concentrations below those associated with long-term effects appears to increase the risk of a fatal automobile accident. Furthermore, this increase in risk is comparable to the risk of death from leukemia after long-term exposure to benzene, another solvent, which has the well-known property of causing this type of cancer. 2018, VOA Learning English China's Melting Glacier Brings Visitors, Adds to Climate Concerns She says an increase in melting from climate change may put that at risk.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,amount,,amount,,,,,,,,,,,,,,,,,
9520,incrementality,Noun,The property or characteristic of being incremental.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,property or characteristic,,property,or,characteristic,,,,,,,,,,,,,,,
9718,incurability,Noun,The quality or state of being incurablenot being able to be cured.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9725,incuriosity,Noun,"The quality or state of lacking curiosity 2009, January 18, Ross Douthat, in When Buckley Met Reagan[1]:But he wasnt a model populist because liberal intellectuals disdained him, which is what apologists for Bushs apparent incuriosity [] have sometimes tried to claim.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9901,indebtedness,Noun,The amount owed.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,amount,,amount,,,,,,,,,,,,,,,,,
9983,indefensibility,Noun,The quality or state of not being defensible,,(Can we find and add a quotation of Walsh to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
9987,indefensibleness,Noun,The quality or state of not being defensible.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
10366,indexer,Noun,A special property of a class allowing objects of the class to be accessed by index as though they were arrays or hash tables.," computing, programming, .NET",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,property,,property,,,,,,,,,,,,,,,,,
10379,indexicality,Noun,The quality or state of being indexical," philosophy, linguistics","2007 May 31, JussiWiljamiJylkk, Theories of natural kind term reference and empirical psychology, in Philosophical Studies, volume 139, number 2, DOI:10.1007/s11098-007-9107-y:The theories of Kripke ( 1980 ), Soames ( 2003 ), and the proposal of Devitt and Sterelny, among others, take a stand on how the indexicality of natural kind terms is implemented.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
10599,indigenousness,Noun,"The quality or state of being indigenous 2009, January 22, Verlyn Klinkenborg, in Season of the Chullo[1]:Perhaps it signals indigenousness, international-ness.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
10721,indirect quotation,Noun,A rate in foreign currency.," numismatics, business",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,rate,,rate,,,,,,,,,,,,,,,,,
10774,indiscretion,Noun,"The quality or state of being indiscreet; lack of discretion Synonyms: imprudence, rashness",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
10817,indisposedness,Noun,The condition or quality of being indisposed,,"Bishop Joseph Hall Not that we should, in the midst of a sensible indisposedness of heart, fall suddenly into a fashionable devotion; but, that, by holy ejaculations and previous meditation, we should make way for a feeling invocation of our God []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,condition or quality,,condition,or,quality,,,,,,,,,,,,,,,
10833,indissolubility,Noun,The quality or state of being indissoluble.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
10896,individuability,Noun,Ability to be individuated; property of being individuable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,Ability,,ability,,,,,,,,,,,,,,,,,
11001,indocility,Noun,the quality or condition of being indocile,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or condition,,quality,or,condition,,,,,,,,,,,,,,,
11180,indubitability,Noun,The quality or state of being indubitable,,"2008 September 12, HamidVahid, Experience and the Space of Reasons: The Problem of Non-Doxastic Justification, in Erkenntnis, volume 69, number 3, DOI:10.1007/s10670-008-9121-2:Thus, epistemic justification is thought to be supervenient on such properties as indubitability, coherence, being appropriately caused by experience, being produced by a reliable process, and so on.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11245,inductility,Noun,The quality or state of being inductile.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11421,industrial design right,Noun,an intellectual property right that protects the visual design of objects that are not purely utilitarian, law,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,property right,,property,right,,,,,,,,,,,,,,,,
11443,industrial property,Noun,"Intellectual property as used in commerce and industry, particularly patents and trademarks, as distinguished in some European legal systems from intellectual property as used in the arts.", law,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,property,,property,,,,,,,,,,,,,,,,,
11447,industrial scale,Noun,The large size or amount characteristic of industrial processes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,size or amount characteristic,,size,or,amount,characteristic,,,,,,,,,,,,,,
11457,industrial strength,Noun,"Ability or capacity, as related to industry",,It was many decades before the war-ravaged country regained its industrial strength.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,Ability or capacity ,,ability,or,capacity,,,,,,,,,,,,,,,
11573,ineffability,Noun,The quality or state of being ineffable,,"1924, Herman Melville, Billy Budd, London: Constable Co., Chapter 11, [1] To him, the spirit lodged within Billy, and looking out from his welkin eyes as from windows, that ineffability it was which made the dimple in his dyed cheek, suppled his joints, and dancing in his yellow curls made him preeminently the Handsome Sailor. 1990, Barbara Myerhoff, ""The transformation of consciousness in ritual performances: some thoughts and questions"" in By Means of Performance: Intercultural Studies of Theatre and Ritual, Richard Schechner Willa Appel (eds.), Cambridge University Press, p. 245, [2] But recently, physiological studies of ritual have suggested that the ineffability of intense emotional, transformative states may be due to the dominance of right brain activity.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11576,ineffableness,Noun,The quality or state of being ineffable.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11827,inexactness,Noun,"The characteristic or quality of being inexact; a lack of precision, accuracy, or certainty",,The inexactness of her answers suggested that she had no idea of the real situation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality,,quality,,,,,,,,,,,,,,,,,
11864,inexorability,Noun,The quality or state of being inexorable,,The inexorability of global warming gave people a reason to reduce automobile use.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11877,inexpedience,Noun,The quality or state of being inexpedient; unsuitableness or impropriety.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
11931,inextendibility,Noun,The quality or state of being inextendible,,"2015, Jan Sbierski, The $C^0$-inextendibility of the Schwarzschild spacetime and the spacelike diameter in Lorentzian Geometry, in (Please provide the book title or journal name)[1]:The investigation of low-regularity inextendibility criteria is motivated by the strong cosmic censorship conjecture.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
12214,infectivity,Noun,"The ability of a pathogen to establish an infection 1972, Charles Allan Birch, The House Physician's Handbook (page 70) The reputation for low infectivity of rubella was probably based on failure to recognise rashless cases.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,ability,,ability,,,,,,,,,,,,,,,,,
12249,infelicitousness,Noun,"The quality or state of being infelicitous, or pragmatically ill-formed"," linguistics, pragmatics",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
12323,inferiority,Noun,The quality or state of being inferior.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quality or state,,quality,or,state,,,,,,,,,,,,,,,
12324,inferiority,Noun,An inferior value or quality.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,value or quality ,,value,or,quality,,,,,,,,,,,,,,,
